Z daughter, A daughter, element daughter, Z parent, A parent, element parent, metastable, independent thermal FY jeff3.1.1, unc, independent fast FY jeff3.1.1, unc, independent 14MeV FY jeff3.1.1, unc,Extraction date
35,89,Br,92,235,U,0,0.012944,0.0033216,0.015438,0.0035439,0.0076404,0.0022538,2021-04-28
35,90,Br,92,235,U,0,0.0047609,0.0016702,0.0060265,0.0019975,0.0023614,0.00082798,2021-04-28
35,91,Br,92,235,U,0,0.0015107,0.00053492,0.0015675,0.00055262,0.0009665,0.00034504,2021-04-28
35,92,Br,92,235,U,0,0.00019972,6.9699E-05,0.00020584,7.3898E-05,0.00016473,6.286E-05,2021-04-28
35,93,Br,92,235,U,0,1.9259E-05,6.8502E-06,1.6074E-05,5.8807E-06,3.3469E-05,1.2555E-05,2021-04-28
35,94,Br,92,235,U,0,7.9969E-07,2.9722E-07,7.4047E-07,2.63E-07,2.7373E-06,1.1207E-06,2021-04-28
35,95,Br,92,235,U,0,2.9967E-08,1.105E-08,2.1937E-08,7.9804E-09,3.3683E-07,1.201E-07,2021-04-28
35,96,Br,92,235,U,0,4.9347E-10,1.776E-10,3.1667E-10,1.1273E-10,1.5931E-08,6.628E-09,2021-04-28
35,97,Br,92,235,U,0,7.1584E-12,2.5354E-12,3.3428E-12,1.2086E-12,1.2579E-09,4.5649E-10,2021-04-28
36,80,Kr,92,235,U,0,0,0,0,0,2.7733E-08,1.0438E-08,2021-04-28
36,81,Kr,92,235,U,0,1.5688E-11,5.285E-12,5.5605E-12,1.8597E-12,3.5419E-07,1.3722E-07,2021-04-28
36,81,Kr,92,235,U,1,2.3982E-12,8.0792E-13, , ,2.9507E-08,1.1431E-08,2021-04-28
36,82,Kr,92,235,U,0,2.1699E-09,7.5321E-10,1.076E-09,3.3393E-10,7.0126E-06,2.6444E-06,2021-04-28
36,83,Kr,92,235,U,0,9.0008E-08,3.1731E-08,5.0736E-08,1.7482E-08,4.5653E-05,1.6304E-05,2021-04-28
36,83,Kr,92,235,U,1,2.0812E-08,7.337E-09,1.0216E-08,3.5199E-09,5.7349E-06,2.0481E-06,2021-04-28
36,84,Kr,92,235,U,0,4.1467E-06,1.5435E-06,2.8105E-06,9.7283E-07,0.0003841,0.00014679,2021-04-28
36,85,Kr,92,235,U,0,4.8531E-05,1.8067E-05,3.6959E-05,1.3157E-05,0.0010898,0.00041432,2021-04-28
36,85,Kr,92,235,U,1,1.1222E-05,4.1776E-06,7.4416E-06,2.6491E-06,0.0001369,5.2047E-05,2021-04-28
36,86,Kr,92,235,U,0,0.00075002,0.00026518,0.00056229,0.00019586,0.0054351,0.0017017,2021-04-28
36,87,Kr,92,235,U,0,0.003972,0.0012337,0.003097,0.0010233,0.0089668,0.0023914,2021-04-28
36,88,Kr,92,235,U,0,0.016512,0.003063,0.01361,0.0031194,0.023772,0.0037549,2021-04-28
36,89,Kr,92,235,U,0,0.031457,0.0036391,0.026387,0.0037382,0.021946,0.0035598,2021-04-28
36,90,Kr,92,235,U,0,0.045023,0.0036622,0.038249,0.0039035,0.025603,0.0039633,2021-04-28
36,91,Kr,92,235,U,0,0.032779,0.0050276,0.027973,0.0048128,0.012684,0.0033919,2021-04-28
36,92,Kr,92,235,U,0,0.01944,0.0044677,0.016247,0.0041687,0.0090519,0.002939,2021-04-28
36,93,Kr,92,235,U,0,0.0049556,0.0016436,0.0041706,0.0014281,0.0024255,0.00087849,2021-04-28
36,94,Kr,92,235,U,0,0.0009782,0.00035922,0.00090741,0.00031788,0.00082627,0.00033449,2021-04-28
36,95,Kr,92,235,U,0,0.00010048,3.7011E-05,9.3015E-05,3.3788E-05,0.00013301,4.7318E-05,2021-04-28
36,96,Kr,92,235,U,0,8.156E-06,2.935E-06,6.6427E-06,2.3644E-06,2.6483E-05,1.1014E-05,2021-04-28
36,97,Kr,92,235,U,0,3.2214E-07,1.1409E-07,2.4127E-07,8.7235E-08,2.6662E-06,9.6749E-07,2021-04-28
36,98,Kr,92,235,U,0,9.5985E-09,3.4021E-09,7.0608E-09,2.456E-09,3.1742E-07,1.3356E-07,2021-04-28
36,99,Kr,92,235,U,0,1.3667E-10,5.0118E-11,8.4521E-11,3.0463E-11,1.8393E-08,6.5051E-09,2021-04-28
36,100,Kr,92,235,U,0,1.4278E-12,5.464E-13, , ,1.0534E-09,4.5301E-10,2021-04-28
37,83,Rb,92,235,U,0,1.2143E-12,4.2807E-13,3.2523E-13,1.1206E-13,3.0136E-08,1.0797E-08,2021-04-28
37,83,Rb,92,235,U,1,2.9315E-12,1.0334E-12, , ,1.3831E-07,4.9557E-08,2021-04-28
37,84,Rb,92,235,U,0,1.5929E-10,5.9305E-11,6.7336E-11,2.331E-11,3.7075E-07,1.4479E-07,2021-04-28
37,84,Rb,92,235,U,1,2.8652E-10,1.0667E-10,1.4126E-10,4.8901E-11,1.297E-06,5.0652E-07,2021-04-28
37,85,Rb,92,235,U,0,3.2958E-08,1.2308E-08,1.7111E-08,6.1028E-09,2.2796E-05,9.1644E-06,2021-04-28
37,86,Rb,92,235,U,0,4.0789E-07,1.4872E-07,2.4603E-07,8.7253E-08,2.7861E-05,1.1033E-05,2021-04-28
37,86,Rb,92,235,U,1,7.3371E-07,2.6751E-07,5.1615E-07,1.8305E-07,9.7469E-05,3.8599E-05,2021-04-28
37,87,Rb,92,235,U,0,2.9159E-05,1.0398E-05,2.0432E-05,7.352E-06,0.0008698,0.00032166,2021-04-28
37,88,Rb,92,235,U,0,0.00030572,0.00010828,0.00028477,9.9412E-05,0.0027972,0.0010143,2021-04-28
37,89,Rb,92,235,U,0,0.0025565,0.00090396,0.0023662,0.00082566,0.010624,0.0028628,2021-04-28
37,90,Rb,92,235,U,0,0.0008078,0.00027238,0.00079992,0.00025695,0.00083546,0.00021124,2021-04-28
37,90,Rb,92,235,U,1,0.0071744,0.0024191,0.0081377,0.0026139,0.01352,0.0034184,2021-04-28
37,91,Rb,92,235,U,0,0.02229,0.0048969,0.023436,0.0047756,0.027426,0.0039688,2021-04-28
37,92,Rb,92,235,U,0,0.028709,0.0051386,0.035518,0.0048263,0.02367,0.0052848,2021-04-28
37,93,Rb,92,235,U,0,0.030446,0.0054041,0.037647,0.0049193,0.02621,0.0052279,2021-04-28
37,94,Rb,92,235,U,0,0.013982,0.0041426,0.023506,0.0051662,0.010682,0.0036296,2021-04-28
37,95,Rb,92,235,U,0,0.0064833,0.0022072,0.010554,0.0032144,0.0070361,0.0021792,2021-04-28
37,96,Rb,92,235,U,0,0.00067135,0.00023836,0.0011733,0.00040413,0.00085655,0.00034661,2021-04-28
37,96,Rb,92,235,U,1,0.00067135,0.00023836,0.0011733,0.00040413,0.00085655,0.00034661,2021-04-28
37,97,Rb,92,235,U,0,0.00024993,8.8264E-05,0.00039725,0.00014272,0.00069789,0.00025005,2021-04-28
37,98,Rb,92,235,U,0,9.913E-06,3.5127E-06,1.9434E-05,6.7565E-06,5.1945E-05,2.1815E-05,2021-04-28
37,98,Rb,92,235,U,1,9.913E-06,3.5127E-06,1.9434E-05,6.7565E-06,5.1945E-05,2.1815E-05,2021-04-28
37,99,Rb,92,235,U,0,1.3822E-06,5.0683E-07,2.2812E-06,8.2218E-07,2.4973E-05,8.8281E-06,2021-04-28
37,100,Rb,92,235,U,0,3.9483E-08,1.511E-08,7.8677E-08,2.8952E-08,1.8236E-06,7.8425E-07,2021-04-28
37,101,Rb,92,235,U,0,9.4476E-10,3.4493E-10,1.5185E-09,5.4941E-10,2.2844E-07,9.2535E-08,2021-04-28
37,102,Rb,92,235,U,0,9.8666E-12,3.5184E-12,1.4772E-11,5.2888E-12,1.1231E-08,4.3347E-09,2021-04-28
38,84,Sr,92,235,U,0,0,0,0,0,1.3921E-09,5.4368E-10,2021-04-28
38,85,Sr,92,235,U,0,1.1013E-12,4.1127E-13, , ,2.3052E-08,9.2767E-09,2021-04-28
38,86,Sr,92,235,U,0,2.4614E-10,8.975E-11,3.4935E-11,1.239E-11,6.3013E-07,2.5074E-07,2021-04-28
38,87,Sr,92,235,U,0,1.4577E-08,5.2025E-09,2.8401E-09,1.0224E-09,5.1568E-06,1.9571E-06,2021-04-28
38,87,Sr,92,235,U,1,3.3706E-09,1.203E-09,5.7185E-10,2.0586E-10,6.4779E-07,2.4585E-07,2021-04-28
38,88,Sr,92,235,U,0,9.4625E-07,3.3713E-07,2.4219E-07,8.4957E-08,7.932E-05,3.0394E-05,2021-04-28
38,89,Sr,92,235,U,0,2.1834E-05,8.003E-06,7.1055E-06,2.5658E-06,0.00039143,0.00013847,2021-04-28
38,90,Sr,92,235,U,0,0.00031343,0.00011809,0.00012481,4.6089E-05,0.0021097,0.00074078,2021-04-28
38,91,Sr,92,235,U,0,0.0021355,0.00074974,0.0010056,0.00035963,0.0048262,0.0016124,2021-04-28
38,92,Sr,92,235,U,0,0.011548,0.0032917,0.0061145,0.0020527,0.01617,0.0045945,2021-04-28
38,93,Sr,92,235,U,0,0.027185,0.0052861,0.016548,0.0045168,0.021437,0.0051047,2021-04-28
38,94,Sr,92,235,U,0,0.047046,0.0046333,0.036346,0.0054201,0.03353,0.0061707,2021-04-28
38,95,Sr,92,235,U,0,0.046674,0.0046793,0.043291,0.0049197,0.026548,0.0045925,2021-04-28
38,96,Sr,92,235,U,0,0.038537,0.0051618,0.03827,0.0054608,0.025401,0.005822,2021-04-28
38,97,Sr,92,235,U,0,0.016751,0.0043107,0.018433,0.0046393,0.012031,0.0033971,2021-04-28
38,98,Sr,92,235,U,0,0.0059608,0.0019375,0.00779,0.0024366,0.0070284,0.0025766,2021-04-28
38,99,Sr,92,235,U,0,0.0010699,0.00038779,0.0014483,0.0005127,0.0020209,0.00068918,2021-04-28
38,100,Sr,92,235,U,0,0.00014573,5.5694E-05,0.00023631,8.6745E-05,0.00059681,0.00025395,2021-04-28
38,101,Sr,92,235,U,0,9.3508E-06,3.4136E-06,1.5367E-05,5.5589E-06,9.3496E-05,3.7813E-05,2021-04-28
38,102,Sr,92,235,U,0,4.8118E-07,1.7159E-07,7.3726E-07,2.6396E-07,1.9105E-05,7.3713E-06,2021-04-28
38,103,Sr,92,235,U,0,8.5404E-09,3.0858E-09,1.4245E-08,5.0919E-09,1.5318E-06,5.1824E-07,2021-04-28
38,104,Sr,92,235,U,0,1.0041E-10,3.8304E-11,1.9892E-10,6.8436E-11,1.5486E-07,5.4587E-08,2021-04-28
39,88,Y,92,235,U,0,1.6364E-11,5.8307E-12,1.7382E-12,6.0975E-13,3.4708E-08,1.3317E-08,2021-04-28
39,88,Y,92,235,U,1,1.2061E-11,4.2973E-12,1.539E-12,5.3985E-13,5.5186E-08,2.1174E-08,2021-04-28
39,89,Y,92,235,U,0,6.5118E-10,2.3875E-10,8.6646E-11,3.1289E-11,2.2218E-07,7.9133E-08,2021-04-28
39,89,Y,92,235,U,1,2.8162E-09,1.0325E-09,4.3033E-10,1.554E-10,1.7687E-06,6.2995E-07,2021-04-28
39,90,Y,92,235,U,0,5.6516E-08,2.137E-08,1.1897E-08,4.398E-09,3.577E-06,1.2996E-06,2021-04-28
39,90,Y,92,235,U,1,8.0194E-08,3.0323E-08,1.9896E-08,7.355E-09,1.0223E-05,3.7143E-06,2021-04-28
39,91,Y,92,235,U,0,8.6241E-07,3.1154E-07,2.1537E-07,7.7765E-08,1.4872E-05,5.3738E-06,2021-04-28
39,91,Y,92,235,U,1,3.7298E-06,1.3474E-06,1.0696E-06,3.8623E-07,0.00011839,4.2778E-05,2021-04-28
39,92,Y,92,235,U,0,6.6582E-05,2.3276E-05,2.7208E-05,9.7953E-06,0.0005785,0.00022006,2021-04-28
39,93,Y,92,235,U,0,9.6968E-05,3.4178E-05,4.1701E-05,1.5208E-05,0.00024255,8.8097E-05,2021-04-28
39,93,Y,92,235,U,1,0.00063431,0.00022357,0.0003132,0.00011422,0.0029116,0.0010575,2021-04-28
39,94,Y,92,235,U,0,0.0029393,0.0010548,0.002256,0.000785,0.0056667,0.0021891,2021-04-28
39,95,Y,92,235,U,0,0.01184,0.0036172,0.010138,0.0032161,0.016539,0.0041342,2021-04-28
39,96,Y,92,235,U,0,0.0073414,0.0017554,0.0070322,0.0016739,0.0039169,0.0011565,2021-04-28
39,96,Y,92,235,U,1,0.013206,0.0031576,0.014753,0.0035116,0.013703,0.0040461,2021-04-28
39,97,Y,92,235,U,0,0.0061878,0.00095558,0.0061115,0.00083765,0.0035167,0.00049913,2021-04-28
39,97,Y,92,235,U,1,0.021091,0.003257,0.02259,0.0030962,0.016285,0.0023114,2021-04-28
39,97,Y,92,235,U,29,0.0056672,0.00087519,0.0077634,0.001064,0.01171,0.001662,2021-04-28
39,98,Y,92,235,U,0,0.0046947,0.00095251,0.0066153,0.0009174,0.0024052,0.00062196,2021-04-28
39,98,Y,92,235,U,1,0.019744,0.0040059,0.032071,0.0044475,0.018861,0.0048772,2021-04-28
39,99,Y,92,235,U,0,0.017738,0.0046685,0.027615,0.005287,0.023597,0.0044928,2021-04-28
39,100,Y,92,235,U,0,0.002894,0.0010323,0.0065435,0.0020083,0.0040937,0.0015195,2021-04-28
39,100,Y,92,235,U,1,0.002894,0.0010323,0.0065435,0.0020083,0.0040937,0.0015195,2021-04-28
39,101,Y,92,235,U,0,0.0016868,0.00060166,0.0038087,0.0013173,0.0049882,0.0018597,2021-04-28
39,102,Y,92,235,U,0,0.00011252,3.9962E-05,0.0002963,0.00010533,0.00062475,0.00023734,2021-04-28
39,102,Y,92,235,U,1,0.00011252,3.9962E-05,0.0002963,0.00010533,0.00062475,0.00023734,2021-04-28
39,103,Y,92,235,U,0,1.9426E-05,7.0153E-06,5.5495E-05,1.9821E-05,0.00041326,0.00013912,2021-04-28
39,104,Y,92,235,U,0,6.2419E-07,2.3811E-07,2.6645E-06,9.1668E-07,5.3313E-05,1.8787E-05,2021-04-28
39,105,Y,92,235,U,0,1.1876E-08,4.7361E-09,6.6371E-08,2.1573E-08,6.7005E-06,2.3951E-06,2021-04-28
39,108,Y,92,235,U,0,8.0322E-11,2.9748E-11,1.7871E-11,6.8047E-12,1.6797E-10,6.0919E-11,2021-04-28
40,90,Zr,92,235,U,0,1.5492E-12,5.8579E-13,0,0,1.9733E-09,7.1707E-10,2021-04-28
40,90,Zr,92,235,U,1,6.5152E-12,2.4636E-12, , ,1.5474E-08,5.623E-09,2021-04-28
40,91,Zr,92,235,U,0,7.7278E-10,2.7919E-10,3.8135E-11,1.377E-11,2.2496E-07,8.141E-08,2021-04-28
40,92,Zr,92,235,U,0,5.8238E-08,2.0378E-08,4.2731E-09,1.5387E-09,4.3335E-06,1.6561E-06,2021-04-28
40,93,Zr,92,235,U,0,1.8198E-06,6.474E-07,2.0418E-07,7.4713E-08,3.2187E-05,1.2075E-05,2021-04-28
40,94,Zr,92,235,U,0,3.4659E-05,1.2876E-05,6.2817E-06,2.231E-06,0.00023823,9.7402E-05,2021-04-28
40,95,Zr,92,235,U,0,0.00035346,0.00012973,9.3065E-05,3.3819E-05,0.00087768,0.00030995,2021-04-28
40,96,Zr,92,235,U,0,0.0026209,0.00090758,0.00086544,0.00030476,0.003574,0.0014314,2021-04-28
40,97,Zr,92,235,U,0,0.0093696,0.002825,0.004013,0.0013711,0.0071647,0.0023359,2021-04-28
40,98,Zr,92,235,U,0,0.026841,0.0049466,0.015944,0.0042365,0.01719,0.0050827,2021-04-28
40,99,Zr,92,235,U,0,0.039932,0.0050012,0.028103,0.0052758,0.021308,0.004462,2021-04-28
40,100,Zr,92,235,U,0,0.048958,0.003806,0.045643,0.0050667,0.026793,0.0053865,2021-04-28
40,101,Zr,92,235,U,0,0.031386,0.0043781,0.032542,0.0044062,0.018147,0.0046046,2021-04-28
40,102,Zr,92,235,U,0,0.017649,0.0036851,0.019577,0.0041261,0.016417,0.0041649,2021-04-28
40,103,Zr,92,235,U,0,0.0036968,0.0011893,0.0055261,0.0017597,0.006658,0.0020016,2021-04-28
40,104,Zr,92,235,U,0,0.00054758,0.00020245,0.0012206,0.00041103,0.0034259,0.0011762,2021-04-28
40,105,Zr,92,235,U,0,2.7769E-05,1.1039E-05,0.00010266,3.3302E-05,0.00057273,0.00020376,2021-04-28
40,106,Zr,92,235,U,0,3.8497E-08,1.584E-08,3.8059E-08,1.402E-08,0.00022042,7.6131E-05,2021-04-28
40,107,Zr,92,235,U,0,1.1713E-08,4.7123E-09,1.3288E-08,5.3695E-09,2.3716E-05,8.132E-06,2021-04-28
40,108,Zr,92,235,U,0,5.3209E-07,1.9694E-07,2.3029E-07,8.7675E-08,7.387E-07,2.6792E-07,2021-04-28
40,109,Zr,92,235,U,0,5.5348E-09,2.0365E-09,1.6845E-09,6.5355E-10,8.6325E-09,3.1132E-09,2021-04-28
40,110,Zr,92,235,U,0,3.9182E-11,1.4553E-11,4.958E-12,1.9032E-12,4.8505E-11,1.8707E-11,2021-04-28
41,93,Nb,92,235,U,0,6.4887E-11,2.3084E-11,2.2207E-12,8.1262E-13,3.6838E-08,1.3823E-08,2021-04-28
41,93,Nb,92,235,U,1,1.5003E-11,5.3376E-12, , ,4.6275E-09,1.7364E-09,2021-04-28
41,94,Nb,92,235,U,0,2.4774E-09,9.2079E-10,1.8196E-10,6.4633E-11,2.9595E-07,1.2117E-07,2021-04-28
41,94,Nb,92,235,U,1,1.7459E-09,6.4891E-10,1.0881E-10,3.8647E-11,1.0355E-07,4.2397E-08,2021-04-28
41,95,Nb,92,235,U,0,1.7529E-07,6.4633E-08,1.8286E-08,6.6523E-09,5.6144E-06,2.0017E-06,2021-04-28
41,95,Nb,92,235,U,1,4.0531E-08,1.4945E-08,3.6818E-09,1.3394E-09,7.0528E-07,2.5145E-07,2021-04-28
41,96,Nb,92,235,U,0,4.2013E-06,1.5119E-06,6.878E-07,2.4484E-07,3.2496E-05,1.3513E-05,2021-04-28
41,97,Nb,92,235,U,0,5.5298E-05,1.957E-05,1.2249E-05,4.4278E-06,0.00023063,8.3328E-05,2021-04-28
41,97,Nb,92,235,U,1,1.2786E-05,4.525E-06,2.4662E-06,8.9152E-07,2.8971E-05,1.0467E-05,2021-04-28
41,98,Nb,92,235,U,0,0.00011615,4.0961E-05,3.9732E-05,1.3786E-05,0.00011352,4.7145E-05,2021-04-28
41,98,Nb,92,235,U,1,0.00035049,0.00012361,0.00013844,4.8033E-05,0.00064229,0.00026673,2021-04-28
41,99,Nb,92,235,U,0,0.0023148,0.0008239,0.0010875,0.00038402,0.0031971,0.0010498,2021-04-28
41,99,Nb,92,235,U,1,0.00053523,0.0001905,0.00021895,7.7321E-05,0.00040162,0.00013188,2021-04-28
41,100,Nb,92,235,U,0,0.0014254,0.00049546,0.0010017,0.00033725,0.00059946,0.00022983,2021-04-28
41,100,Nb,92,235,U,1,0.0059945,0.0020837,0.0048561,0.001635,0.0047008,0.0018023,2021-04-28
41,101,Nb,92,235,U,0,0.017415,0.0042158,0.015685,0.0039542,0.013712,0.0037736,2021-04-28
41,102,Nb,92,235,U,0,0.0102,0.0019049,0.011465,0.0020764,0.006949,0.0018273,2021-04-28
41,102,Nb,92,235,U,1,0.0102,0.0019049,0.011465,0.0020764,0.006949,0.0018273,2021-04-28
41,103,Nb,92,235,U,0,0.017781,0.0025119,0.02166,0.0024856,0.017841,0.002681,2021-04-28
41,104,Nb,92,235,U,0,0.0030833,0.0007707,0.0058475,0.0011195,0.0048824,0.0012934,2021-04-28
41,104,Nb,92,235,U,1,0.0030833,0.0007707,0.0058475,0.0011195,0.0048824,0.0012934,2021-04-28
41,105,Nb,92,235,U,0,0.0013495,0.0004585,0.0040035,0.0010909,0.0059368,0.0016837,2021-04-28
41,106,Nb,92,235,U,0,0.00021456,8.5208E-05,0.00033828,0.0001212,0.0032595,0.0011352,2021-04-28
41,107,Nb,92,235,U,0,8.647E-05,3.3485E-05,0.00014063,5.4934E-05,0.00156,0.00053793,2021-04-28
41,108,Nb,92,235,U,0,3.6793E-05,1.3004E-05,5.0554E-05,1.8646E-05,0.00012092,4.3859E-05,2021-04-28
41,109,Nb,92,235,U,0,2.6E-06,9.5057E-07,2.8625E-06,1.1074E-06,9.7195E-06,3.5042E-06,2021-04-28
41,110,Nb,92,235,U,0,8.2707E-08,3.0711E-08,5.5509E-08,2.1306E-08,1.3978E-07,5.3907E-08,2021-04-28
41,111,Nb,92,235,U,0,1.5619E-09,5.69E-10,6.5748E-10,2.4218E-10,2.4742E-09,8.7474E-10,2021-04-28
41,112,Nb,92,235,U,0,8.9497E-12,3.2892E-12,2.8043E-12,1.0564E-12,1.0255E-11,3.9256E-12,2021-04-28
42,94,Mo,92,235,U,0,0,0, , ,1.0133E-10,4.1489E-11,2021-04-28
42,95,Mo,92,235,U,0,8.2099E-12,3.0272E-12,0,0,2.8933E-09,1.0316E-09,2021-04-28
42,96,Mo,92,235,U,0,6.8813E-10,2.4765E-10,1.6576E-11,5.9008E-12,4.6813E-08,1.9476E-08,2021-04-28
42,97,Mo,92,235,U,0,3.4773E-08,1.2316E-08,1.3309E-09,4.8121E-10,6.3455E-07,2.3026E-07,2021-04-28
42,98,Mo,92,235,U,0,9.8239E-07,3.4819E-07,7.1347E-08,2.4817E-08,5.6077E-06,2.3585E-06,2021-04-28
42,99,Mo,92,235,U,0,1.7968E-05,6.5885E-06,1.8816E-06,6.7814E-07,4.3907E-05,1.5483E-05,2021-04-28
42,100,Mo,92,235,U,0,0.00018213,6.9651E-05,3.4969E-05,1.2857E-05,0.00019084,8.0879E-05,2021-04-28
42,101,Mo,92,235,U,0,0.0011685,0.00042179,0.00030869,0.00011071,0.00081123,0.00031027,2021-04-28
42,102,Mo,92,235,U,0,0.0045535,0.0014632,0.0017348,0.00058768,0.0025932,0.00085645,2021-04-28
42,103,Mo,92,235,U,0,0.0092728,0.0022014,0.0051943,0.0014854,0.0063301,0.001524,2021-04-28
42,104,Mo,92,235,U,0,0.011247,0.0016326,0.0096287,0.0019866,0.010643,0.002171,2021-04-28
42,105,Mo,92,235,U,0,0.0069257,0.00065825,0.0076536,0.0011675,0.0094741,0.0017134,2021-04-28
42,106,Mo,92,235,U,0,0.0036094,0.0001873,0.0039449,0.0003426,0.013503,0.0022259,2021-04-28
42,107,Mo,92,235,U,0,0.0012094,7.6272E-05,0.001564,0.0002468,0.0092532,0.0018448,2021-04-28
42,108,Mo,92,235,U,0,0.00036117,5.5019E-05,0.00047993,0.00010152,0.0034847,0.0010468,2021-04-28
42,109,Mo,92,235,U,0,9.4058E-05,2.5855E-05,0.00013171,4.2685E-05,0.00073259,0.00024891,2021-04-28
42,110,Mo,92,235,U,0,1.8467E-05,6.4929E-06,1.9704E-05,7.3661E-06,6.1371E-05,2.3527E-05,2021-04-28
42,111,Mo,92,235,U,0,1.5588E-06,5.6446E-07,1.4242E-06,5.2332E-07,3.162E-06,1.1175E-06,2021-04-28
42,112,Mo,92,235,U,0,5.1979E-08,1.9097E-08,4.2237E-08,1.5909E-08,6.3273E-08,2.422E-08,2021-04-28
42,113,Mo,92,235,U,0,2.1669E-09,7.9393E-10,1.0328E-09,3.8717E-10,2.4985E-09,9.5925E-10,2021-04-28
42,114,Mo,92,235,U,0,3.2754E-11,1.2045E-11,1.0028E-11,3.8749E-12,9.4211E-11,3.9635E-11,2021-04-28
43,98,Tc,92,235,U,0,5.4188E-11,1.9206E-11, , ,2.8963E-09,1.2186E-09,2021-04-28
43,99,Tc,92,235,U,0,2.9354E-09,1.0764E-09,5.3197E-11,1.9174E-11,4.6319E-08,1.6382E-08,2021-04-28
43,99,Tc,92,235,U,1,6.7875E-10,2.4889E-10,1.0711E-11,3.8605E-12,5.8186E-09,2.0579E-09,2021-04-28
43,100,Tc,92,235,U,0,1.3178E-07,5.0431E-08,4.8581E-09,1.7877E-09,5.1258E-07,2.2043E-07,2021-04-28
43,101,Tc,92,235,U,0,2.9933E-06,1.0934E-06,1.7175E-07,6.2136E-08,4.7664E-06,1.93E-06,2021-04-28
43,102,Tc,92,235,U,0,2.0206E-05,7.2495E-06,1.8619E-06,6.657E-07,1.5958E-05,6.144E-06,2021-04-28
43,102,Tc,92,235,U,1,2.0206E-05,7.2495E-06,1.8619E-06,6.657E-07,1.5958E-05,6.144E-06,2021-04-28
43,103,Tc,92,235,U,0,0.00026072,9.7558E-05,4.1908E-05,1.4755E-05,0.00016214,5.4249E-05,2021-04-28
43,104,Tc,92,235,U,0,0.00077766,0.00031498,0.00030641,9.5316E-05,0.00058348,0.00019855,2021-04-28
43,105,Tc,92,235,U,0,0.0011437,0.00041109,0.0011128,0.00024535,0.0012048,0.00039547,2021-04-28
43,106,Tc,92,235,U,0,0.00028363,0.00011642,0.00041316,0.00012925,0.0044275,0.0012213,2021-04-28
43,107,Tc,92,235,U,0,0.00010032,3.9232E-05,0.00014442,5.3782E-05,0.0069272,0.0015586,2021-04-28
43,108,Tc,92,235,U,0,0.00016911,4.9355E-05,0.00025712,7.4369E-05,0.009812,0.0016284,2021-04-28
43,109,Tc,92,235,U,0,0.00016998,2.9032E-05,0.00029176,5.7889E-05,0.0071637,0.0012258,2021-04-28
43,110,Tc,92,235,U,0,0.00015054,2.6452E-05,0.00021716,4.6007E-05,0.0022545,0.00068851,2021-04-28
43,111,Tc,92,235,U,0,5.6567E-05,1.5971E-05,8.4696E-05,2.5297E-05,0.00039239,0.00013183,2021-04-28
43,112,Tc,92,235,U,0,8.4463E-06,2.9432E-06,1.4121E-05,5.1394E-06,2.6402E-05,1.0061E-05,2021-04-28
43,113,Tc,92,235,U,0,1.5672E-06,5.6998E-07,1.9144E-06,7.1512E-07,3.3085E-06,1.2696E-06,2021-04-28
43,114,Tc,92,235,U,0,1.0151E-07,3.7308E-08,9.813E-08,3.7912E-08,3.0322E-07,1.2756E-07,2021-04-28
43,115,Tc,92,235,U,0,4.6045E-09,1.6866E-09,2.8591E-09,1.0728E-09,3.0647E-08,1.1063E-08,2021-04-28
43,116,Tc,92,235,U,0,4.3987E-10,1.6248E-10,1.8E-10,6.7997E-11,4.0173E-09,1.3945E-09,2021-04-28
43,117,Tc,92,235,U,0,1.5026E-11,5.5725E-12,5.5028E-12,2.2236E-12,3.513E-10,1.2266E-10,2021-04-28
44,99,Ru,92,235,U,0,0,0,0,0,5.04E-12,1.7825E-12,2021-04-28
44,100,Ru,92,235,U,0,3.3992E-12,1.3008E-12,0,0,1.1547E-10,4.966E-11,2021-04-28
44,101,Ru,92,235,U,0,2.8353E-10,1.0352E-10,2.1765E-12,7.8748E-13,2.4887E-09,1.0081E-09,2021-04-28
44,102,Ru,92,235,U,0,1.3989E-08,4.9884E-09,1.9492E-10,6.9787E-11,3.8382E-08,1.4813E-08,2021-04-28
44,103,Ru,92,235,U,0,9.941E-08,3.5924E-08,2.3559E-09,8.4211E-10,8.039E-08,2.7198E-08,2021-04-28
44,103,Ru,92,235,U,1,2.3999E-07,8.6726E-08,6.5916E-09,2.3562E-09,3.6897E-07,1.2483E-07,2021-04-28
44,104,Ru,92,235,U,0,4.0686E-06,1.5548E-06,2.4742E-07,8.5117E-08,3.6573E-06,1.2892E-06,2021-04-28
44,105,Ru,92,235,U,0,2.2629E-05,9.1059E-06,3.1354E-06,1.018E-06,1.7047E-05,6.0941E-06,2021-04-28
44,106,Ru,92,235,U,0,2.7725E-08,1.1408E-08,3.484E-08,1.2834E-08,0.00015103,5.2182E-05,2021-04-28
44,107,Ru,92,235,U,0,9.3542E-09,3.7633E-09,1.2725E-08,5.1421E-09,0.0005211,0.00018012,2021-04-28
44,108,Ru,92,235,U,0,5.1062E-06,1.8837E-06,5.1711E-06,1.9595E-06,0.0023143,0.0008527,2021-04-28
44,109,Ru,92,235,U,0,2.1812E-05,7.6636E-06,3.1486E-05,1.1686E-05,0.0044781,0.0012218,2021-04-28
