Incident energy ; 
Incident energy ; 
Incident energy ; NP
103.105 ; 2.817678
103.148 ; 2.818676
103.2 ; 2.822904
103.3 ; 2.839982
103.4 ; 2.863352
103.5 ; 2.880489
103.599 ; 2.88753
103.8 ; 2.89046
104.6 ; 2.889408
104.781 ; 2.886862
104.9 ; 2.880515
105.0 ; 2.862975
105.1 ; 2.826749
105.184 ; 2.793692
105.247 ; 2.77571
105.316 ; 2.763974
105.389 ; 2.759027
105.447 ; 2.759724
105.5 ; 2.763953
105.6 ; 2.782949
105.8 ; 2.849437
105.9 ; 2.866145
106.0 ; 2.870703
106.1 ; 2.870333
106.224 ; 2.865897
106.498 ; 2.844858
106.677 ; 2.840702
107.0 ; 2.841491
107.1 ; 2.844297
107.2 ; 2.850886
107.4 ; 2.870047
107.6 ; 2.879381
108.0 ; 2.88641
109.0 ; 2.890468
109.7 ; 2.889957
109.889 ; 2.888408
110.0 ; 2.885541
110.1 ; 2.87917
110.319 ; 2.857375
110.458 ; 2.851397
110.6 ; 2.852548
110.746 ; 2.861704
110.9 ; 2.87736
111.2 ; 2.889181
112.1 ; 2.891628
114.639 ; 2.892273
114.963 ; 2.888482
115.286 ; 2.879215
115.486 ; 2.880161
115.858 ; 2.889012
116.88 ; 2.888902
117.7 ; 2.882464
118.123 ; 2.873905
118.466 ; 2.860983
118.681 ; 2.854009
119.2 ; 2.852856
119.4 ; 2.855209
119.839 ; 2.869071
120.2 ; 2.874654
120.5 ; 2.874791
120.6 ; 2.872959
120.7 ; 2.868761
120.929 ; 2.854466
121.119 ; 2.850628
121.4 ; 2.852446
121.5 ; 2.856509
121.8 ; 2.88172
121.9 ; 2.885018
122.472 ; 2.889685
123.0 ; 2.887769
123.2 ; 2.881089
123.423 ; 2.869927
123.626 ; 2.86725
123.8 ; 2.870808
124.1 ; 2.885943
124.2 ; 2.88849
124.8 ; 2.891856
125.7 ; 2.890799
125.8 ; 2.889329
125.9 ; 2.885252
125.996 ; 2.875732
126.198 ; 2.843971
126.3 ; 2.834832
126.419 ; 2.832373
126.493 ; 2.834872
126.6 ; 2.84453
126.8 ; 2.874786
126.986 ; 2.88729
127.2 ; 2.888183
127.3 ; 2.885292
127.422 ; 2.877109
127.589 ; 2.864489
127.705 ; 2.86212
127.8 ; 2.865508
128.0 ; 2.882557
128.1 ; 2.888958
128.3 ; 2.892768
133.2 ; 2.892749
133.4 ; 2.891002
133.5 ; 2.887017
133.552 ; 2.882236
133.628 ; 2.869188
133.706 ; 2.847099
133.84 ; 2.802756
133.912 ; 2.785959
133.963 ; 2.778917
134.0 ; 2.776392
134.1 ; 2.780317
134.2 ; 2.799843
134.373 ; 2.855094
134.4 ; 2.862485
134.5 ; 2.880723
134.6 ; 2.887793
134.783 ; 2.890866
136.0 ; 2.891574
136.77 ; 2.886626
137.4 ; 2.888675
138.2 ; 2.891243
138.983 ; 2.890019
139.178 ; 2.88285
139.372 ; 2.874244
139.535 ; 2.874618
139.81 ; 2.883119
140.0 ; 2.88491
141.0 ; 2.880536
142.5 ; 2.865802
142.922 ; 2.861603
143.287 ; 2.859217
143.428 ; 2.852237
143.611 ; 2.839332
143.8 ; 2.835954
144.0 ; 2.838966
144.1 ; 2.8442
144.3 ; 2.860272
144.5 ; 2.869482
145.048 ; 2.884163
145.4 ; 2.887916
145.701 ; 2.88565
145.8 ; 2.882308
145.9 ; 2.874161
146.0 ; 2.856177
146.166 ; 2.81361
146.25 ; 2.799151
146.348 ; 2.790237
146.453 ; 2.786787
146.517 ; 2.786829
146.6 ; 2.789275
146.68 ; 2.795071
146.8 ; 2.814143
147.0 ; 2.867223
147.1 ; 2.881654
147.2 ; 2.887263
147.496 ; 2.891264
147.928 ; 2.890956
148.122 ; 2.884922
148.362 ; 2.87552
148.541 ; 2.876434
148.801 ; 2.886436
148.965 ; 2.888381
149.11 ; 2.88163
149.347 ; 2.852326
149.478 ; 2.844257
149.656 ; 2.842067
149.798 ; 2.845406
149.944 ; 2.856109
150.1 ; 2.873856
150.2 ; 2.88137
150.4 ; 2.886642
151.4 ; 2.890546
156.8 ; 2.892755
157.352 ; 2.88627
157.9 ; 2.892862
161.3 ; 2.890633
161.6 ; 2.888399
161.7 ; 2.885336
162.021 ; 2.866041
162.129 ; 2.863925
162.2 ; 2.864795
162.5 ; 2.878691
162.7 ; 2.881639
163.0 ; 2.878557
163.4 ; 2.869018
163.6 ; 2.860775
163.8 ; 2.847899
163.9 ; 2.838351
164.0 ; 2.825
164.2 ; 2.791424
164.331 ; 2.779242
164.513 ; 2.774174
164.9 ; 2.774281
165.0 ; 2.776218
165.1 ; 2.780714
165.2 ; 2.790082
165.4 ; 2.820046
165.496 ; 2.831452
165.682 ; 2.845476
165.868 ; 2.854083
166.2 ; 2.862
166.6 ; 2.863359
167.162 ; 2.859966
167.728 ; 2.861683
168.0 ; 2.870126
168.286 ; 2.879528
168.8 ; 2.888028
169.5 ; 2.891142
169.7 ; 2.887693
170.0 ; 2.874029
170.146 ; 2.87444
170.332 ; 2.878586
170.7 ; 2.875314
170.89 ; 2.878351
171.2 ; 2.886922
171.9 ; 2.892184
174.5 ; 2.890946
175.168 ; 2.885823
175.4 ; 2.880426
175.54 ; 2.873405
175.793 ; 2.854852
175.975 ; 2.849781
176.4 ; 2.849338
176.6 ; 2.853291
176.7 ; 2.856673
176.8 ; 2.853937
176.9 ; 2.832054
177.0 ; 2.798888
177.109 ; 2.77353
177.196 ; 2.763262
177.315 ; 2.757243
177.408 ; 2.756047
177.5 ; 2.757082
177.6 ; 2.761339
177.7 ; 2.771305
177.8 ; 2.791405
178.0 ; 2.853011
178.1 ; 2.87045
178.3 ; 2.880954
178.4 ; 2.881092
178.5 ; 2.876003
178.6 ; 2.860767
178.784 ; 2.818057
178.872 ; 2.804956
178.982 ; 2.796654
179.099 ; 2.79408
179.227 ; 2.79685
179.3 ; 2.80168
179.4 ; 2.814244
179.5 ; 2.83531
179.623 ; 2.864695
179.821 ; 2.885712
180.1 ; 2.89008
181.6 ; 2.893444
183.1 ; 2.892502
183.3 ; 2.887701
183.637 ; 2.867989
183.781 ; 2.865658
183.9 ; 2.868237
184.2 ; 2.886309
184.375 ; 2.892082
185.0 ; 2.894051
187.8 ; 2.893001
187.939 ; 2.890238
188.0 ; 2.887258
188.147 ; 2.873635
188.316 ; 2.855544
188.437 ; 2.848491
188.533 ; 2.847131
188.6 ; 2.848306
188.731 ; 2.855543
189.0 ; 2.880411
189.127 ; 2.886663
189.4 ; 2.889657
189.919 ; 2.888341
190.117 ; 2.884113
190.2 ; 2.879247
190.315 ; 2.867084
190.524 ; 2.84015
190.652 ; 2.830993
190.8 ; 2.827766
190.909 ; 2.829462
191.0 ; 2.833835
191.107 ; 2.843297
191.3 ; 2.869016
191.4 ; 2.879997
191.5 ; 2.886239
191.7 ; 2.890402
193.3 ; 2.893054
196.198 ; 2.892587
196.4 ; 2.888327
196.545 ; 2.879106
196.758 ; 2.863758
196.931 ; 2.859164
197.1 ; 2.861551
197.2 ; 2.866259
197.5 ; 2.886276
197.7 ; 2.890788
198.3 ; 2.890239
198.7 ; 2.884987
199.0 ; 2.873616
199.235 ; 2.865414
199.609 ; 2.863034
200.0 ; 2.865504
200.2 ; 2.870738
200.4 ; 2.878342
200.8 ; 2.885597
201.7425 ; 2.891488
202.9547 ; 2.892281
203.4702 ; 2.884059
204.063 ; 2.892703
206.531 ; 2.890881
206.7881 ; 2.88764
206.8909 ; 2.88249
206.9681 ; 2.873785
207.0452 ; 2.858595
207.238 ; 2.8063
207.3312 ; 2.788442
207.434 ; 2.777177
207.563 ; 2.771468
207.7123 ; 2.772677
207.8209 ; 2.779174
207.8752 ; 2.784924
207.9295 ; 2.79281
207.9838 ; 2.803008
208.1467 ; 2.841409
208.201 ; 2.852465
208.2553 ; 2.860977
208.364 ; 2.871094
208.4726 ; 2.875715
208.907 ; 2.881785
210.4276 ; 2.892908
212.7898 ; 2.893518
213.0301 ; 2.889507
213.3872 ; 2.872689
213.5608 ; 2.870862
213.7343 ; 2.875525
214.0318 ; 2.888868
214.3292 ; 2.892518
215.1225 ; 2.891701
215.5191 ; 2.887094
215.9653 ; 2.887088
216.0645 ; 2.883254
216.1388 ; 2.876465
216.2132 ; 2.864087
216.2876 ; 2.845384
216.4487 ; 2.798321
216.5349 ; 2.780238
216.6293 ; 2.768161
216.732 ; 2.761923
216.8461 ; 2.761117
216.9601 ; 2.766427
217.0514 ; 2.776425
217.1427 ; 2.793366
217.2339 ; 2.817373
217.3708 ; 2.85534
217.462 ; 2.871939
217.5533 ; 2.880639
217.7358 ; 2.88674
218.3746 ; 2.890016
218.8765 ; 2.887734
219.0134 ; 2.88277
219.1503 ; 2.869978
219.3328 ; 2.849272
219.4798 ; 2.840944
219.7058 ; 2.83732
219.9445 ; 2.835549
220.053 ; 2.828952
220.2408 ; 2.809949
220.3942 ; 2.803538
220.5986 ; 2.803164
220.735 ; 2.807087
220.8259 ; 2.813098
220.9167 ; 2.823768
220.9621 ; 2.831271
221.1439 ; 2.867113
221.2348 ; 2.878685
221.3256 ; 2.884535
221.5073 ; 2.888781
222.2343 ; 2.891593
222.5978 ; 2.8894
222.7341 ; 2.88309
222.825 ; 2.872115
222.8931 ; 2.858479
223.1089 ; 2.799926
223.1903 ; 2.783342
223.2827 ; 2.771798
223.3751 ; 2.767437
223.4674 ; 2.769729
223.5465 ; 2.777174
223.5993 ; 2.785207
223.6521 ; 2.795781
223.7577 ; 2.823294
223.8632 ; 2.852712
223.9159 ; 2.864864
224.0214 ; 2.880891
224.127 ; 2.887961
224.338 ; 2.890914
224.5227 ; 2.886949
224.681 ; 2.876217
224.89 ; 2.860576
225.0595 ; 2.855526
225.2268 ; 2.857791
225.4053 ; 2.868003
225.6283 ; 2.884338
225.8068 ; 2.890348
226.5207 ; 2.89334
227.3685 ; 2.892218
227.5693 ; 2.887009
227.7366 ; 2.875625
227.9296 ; 2.861609
228.0858 ; 2.857194
228.2351 ; 2.860203
228.398 ; 2.870921
228.5609 ; 2.884002
228.6695 ; 2.889735
228.8867 ; 2.893625
230.4071 ; 2.893098
230.7329 ; 2.89027
230.8415 ; 2.886549
230.8958 ; 2.882851
230.9773 ; 2.873133
231.0587 ; 2.856983
231.2556 ; 2.806762
231.3506 ; 2.789701
231.4524 ; 2.778952
231.563 ; 2.774025
231.6921 ; 2.77523
231.7843 ; 2.78088
231.8949 ; 2.794591
232.0054 ; 2.81731
232.1529 ; 2.854481
232.2266 ; 2.868872
232.3003 ; 2.877658
232.411 ; 2.882171
232.8181 ; 2.877004
233.0733 ; 2.88236
233.3796 ; 2.890131
233.6859 ; 2.890611
233.8391 ; 2.88726
233.9412 ; 2.880156
234.0179 ; 2.869793
234.12 ; 2.848893
234.2604 ; 2.817983
234.3597 ; 2.802758
234.4694 ; 2.793299
234.5973 ; 2.789463
234.7069 ; 2.791083
234.8166 ; 2.797697
234.9262 ; 2.810932
234.9993 ; 2.823978
235.2186 ; 2.867749
235.2917 ; 2.876592
235.3648 ; 2.881939
235.5109 ; 2.886709
236.0956 ; 2.890464
237.8497 ; 2.889928
238.3614 ; 2.886197
238.544 ; 2.87993
238.6537 ; 2.86976
238.7816 ; 2.849382
238.9096 ; 2.828501
239.0296 ; 2.816058
239.1795 ; 2.809061
239.3691 ; 2.808008
239.5351 ; 2.813435
239.6299 ; 2.820906
239.7247 ; 2.833194
239.9144 ; 2.866858
240.0092 ; 2.878887
240.104 ; 2.88524
240.2937 ; 2.889227
240.9007 ; 2.886379
241.5977 ; 2.887548
242.0855 ; 2.882792
242.3643 ; 2.874507
242.6431 ; 2.862901
242.9255 ; 2.859471
243.4367 ; 2.860683
243.6129 ; 2.864731
243.8949 ; 2.878848
244.0358 ; 2.883676
244.4588 ; 2.889208
245.7275 ; 2.891747
246.7144 ; 2.889281
247.0668 ; 2.883647
247.4798 ; 2.8732
247.975 ; 2.871833
248.2115 ; 2.87001
248.2904 ; 2.865553
248.3692 ; 2.855479
248.4087 ; 2.847293
248.4481 ; 2.836714
248.5269 ; 2.80933
248.6452 ; 2.764955
248.724 ; 2.742375
248.8078 ; 2.72643
248.9006 ; 2.716186
249.0234 ; 2.710121
249.1689 ; 2.709959
249.2781 ; 2.714662
249.3873 ; 2.72568
249.46 ; 2.738509
249.5328 ; 2.757303
249.6055 ; 2.782009
249.6783 ; 2.809728
249.751 ; 2.834963
249.8238 ; 2.853572
249.8966 ; 2.86506
250.0 ; 2.87303
250.1877 ; 2.87686
250.406 ; 2.875099
250.5515 ; 2.870405
250.6606 ; 2.863084
250.7698 ; 2.850186
250.9699 ; 2.82023
251.0881 ; 2.809549
251.2537 ; 2.803181
251.5567 ; 2.801236
251.8091 ; 2.805231
251.9605 ; 2.814171
252.0614 ; 2.825897
252.2633 ; 2.856775
252.3643 ; 2.86733
252.4652 ; 2.873773
252.6671 ; 2.880685
253.0709 ; 2.886866
253.8785 ; 2.890751
254.0804 ; 2.887838
254.2319 ; 2.879138
254.4401 ; 2.863393
254.6383 ; 2.856324
254.9078 ; 2.855493
255.1038 ; 2.860024
255.4467 ; 2.877688
255.5937 ; 2.880533
255.7652 ; 2.877621
255.949 ; 2.867149
256.1692 ; 2.853976
256.3547 ; 2.849651
256.5293 ; 2.852004
256.7041 ; 2.861482
256.9221 ; 2.880256
257.0095 ; 2.88622
257.1841 ; 2.892128
257.8826 ; 2.894428
258.9302 ; 2.892218
259.3477 ; 2.891172
259.8108 ; 2.894663
262.3416 ; 2.894561
262.6128 ; 2.890109
262.9387 ; 2.881216
263.1206 ; 2.882123
263.4844 ; 2.892461
263.8938 ; 2.895261
264.7004 ; 2.893923
266.0574 ; 2.895341
268.5449 ; 2.893277
268.8088 ; 2.889234
269.5725 ; 2.859414
269.8213 ; 2.854971
270.0347 ; 2.858049
270.2244 ; 2.868377
270.4138 ; 2.882245
270.5085 ; 2.88678
270.698 ; 2.89028
271.4563 ; 2.888793
271.8828 ; 2.883547
272.1199 ; 2.875365
272.4041 ; 2.861896
272.6465 ; 2.85762
273.1267 ; 2.857894
273.3667 ; 2.863136
273.7271 ; 2.882593
273.9673 ; 2.888841
274.5674 ; 2.893211
275.1252 ; 2.89203
275.3262 ; 2.886714
275.7002 ; 2.86792
275.9392 ; 2.863831
276.2261 ; 2.866453
276.4651 ; 2.8762
276.6562 ; 2.885281
276.9431 ; 2.890805
278.1863 ; 2.893518
279.0093 ; 2.890991
279.2087 ; 2.885035
279.574 ; 2.860638
279.8013 ; 2.854668
280.0825 ; 2.85571
280.2871 ; 2.86313
280.645 ; 2.887054
280.8496 ; 2.891635
281.668 ; 2.892129
282.1284 ; 2.888277
282.2817 ; 2.883865
282.384 ; 2.877208
282.4863 ; 2.864247
282.5886 ; 2.843124
282.7678 ; 2.799844
282.8701 ; 2.782217
282.9866 ; 2.770278
283.1335 ; 2.763803
283.2805 ; 2.763724
283.4065 ; 2.768593
283.5325 ; 2.78002
283.6162 ; 2.792762
283.7002 ; 2.810127
283.8684 ; 2.850077
283.9521 ; 2.865247
284.0361 ; 2.875176
284.1201 ; 2.881032
284.2881 ; 2.886575
284.7917 ; 2.891564
285.4634 ; 2.892133
285.9763 ; 2.88407
286.124 ; 2.884923
286.593 ; 2.893234
287.7654 ; 2.894177
288.3218 ; 2.891437
289.0671 ; 2.895398
291.8 ; 2.89436
292.0176 ; 2.889362
292.2039 ; 2.876379
292.4187 ; 2.85985
292.6177 ; 2.853013
292.8086 ; 2.853041
292.9995 ; 2.859142
293.3816 ; 2.884411
293.5088 ; 2.888829
293.8906 ; 2.891779
295.4182 ; 2.890169
295.864 ; 2.886022
296.0547 ; 2.879582
296.3889 ; 2.860036
296.6301 ; 2.854194
297.0049 ; 2.85421
297.2004 ; 2.858315
297.3958 ; 2.868061
297.5913 ; 2.879463
297.7869 ; 2.883039
297.9172 ; 2.880845
298.0476 ; 2.873809
298.3572 ; 2.843296
298.4956 ; 2.836151
298.7598 ; 2.831887
299.2051 ; 2.83326
299.4031 ; 2.839012
299.6011 ; 2.853005
299.7002 ; 2.86091
299.7991 ; 2.866656
299.9971 ; 2.871994
300.4919 ; 2.873885
301.0859 ; 2.868277
301.6553 ; 2.855466
302.532 ; 2.854188
302.8281 ; 2.856558
303.4202 ; 2.873567
304.0125 ; 2.882261
304.999 ; 2.887292
306.3806 ; 2.885857
307.2688 ; 2.878875
308.0337 ; 2.867901
308.707 ; 2.864464
308.8984 ; 2.85731
309.1472 ; 2.842792
309.3889 ; 2.838417
309.8076 ; 2.839765
310.001 ; 2.844675
310.3232 ; 2.860684
310.5808 ; 2.867382
310.9353 ; 2.869309
311.4895 ; 2.858118
311.7583 ; 2.859918
312.2195 ; 2.876035
312.45 ; 2.877109
312.834 ; 2.871568
313.0261 ; 2.864043
313.1414 ; 2.854773
313.4102 ; 2.822296
313.5398 ; 2.812931
313.7434 ; 2.807105
314.1538 ; 2.806168
314.3882 ; 2.810504
314.4819 ; 2.815094
314.5757 ; 2.823031
314.6694 ; 2.835233
314.8572 ; 2.864361
314.9509 ; 2.874054
315.0447 ; 2.87976
315.1384 ; 2.883039
315.5137 ; 2.887952
315.8887 ; 2.88777
316.0764 ; 2.883572
316.217 ; 2.874049
316.4514 ; 2.850279
316.6096 ; 2.841332
316.8499 ; 2.836853
317.1997 ; 2.837454
317.4072 ; 2.842421
317.511 ; 2.848028
317.822 ; 2.87493
317.9258 ; 2.880393
318.1333 ; 2.885283
318.7556 ; 2.889369
321.0803 ; 2.891385
322.3499 ; 2.888196
322.7356 ; 2.883059
322.9766 ; 2.873075
323.2656 ; 2.857621
323.5374 ; 2.851917
323.8721 ; 2.85242
324.105 ; 2.858331
324.2798 ; 2.86861
324.5127 ; 2.884415
324.6875 ; 2.889518
324.8623 ; 2.888453
325.0078 ; 2.881254
325.3228 ; 2.854095
325.4954 ; 2.846477
325.7366 ; 2.843733
325.9905 ; 2.847908
326.1431 ; 2.855701
326.4478 ; 2.881361
326.5493 ; 2.886965
326.7527 ; 2.891792
327.7683 ; 2.895105
332.1064 ; 2.895049
333.0977 ; 2.892368
333.3455 ; 2.888011
333.4446 ; 2.88244
333.5437 ; 2.871396
333.6428 ; 2.853457
333.8225 ; 2.814736
333.9294 ; 2.797847
334.053 ; 2.786144
334.2075 ; 2.77964
334.3621 ; 2.778843
334.4856 ; 2.781832
334.6091 ; 2.789142
334.7327 ; 2.80283
334.7944 ; 2.81249
334.9797 ; 2.846554
335.0415 ; 2.85565
335.1033 ; 2.8621
335.165 ; 2.865882
335.2886 ; 2.866823
335.4121 ; 2.860527
335.7056 ; 2.831657
335.8677 ; 2.82321
336.1389 ; 2.818978
336.571 ; 2.819817
336.7561 ; 2.82372
336.8794 ; 2.829893
337.0647 ; 2.847174
337.188 ; 2.859082
337.3115 ; 2.864857
337.3733 ; 2.86467
337.4348 ; 2.862123
337.5276 ; 2.853175
337.6509 ; 2.832804
337.8052 ; 2.805885
337.9248 ; 2.792148
338.0688 ; 2.783508
338.2827 ; 2.779568
338.4773 ; 2.781799
338.594 ; 2.786595
338.6721 ; 2.792239
338.7888 ; 2.805982
338.9639 ; 2.832671
339.0415 ; 2.838555
339.1584 ; 2.839007
339.5068 ; 2.833495
339.811 ; 2.83492
339.9937 ; 2.840222
340.1155 ; 2.847661
340.3589 ; 2.871187
340.4807 ; 2.880205
340.7241 ; 2.887069
341.4543 ; 2.888842
342.1848 ; 2.884034
342.489 ; 2.877509
342.6716 ; 2.868179
342.9758 ; 2.844374
343.1509 ; 2.837621
343.5076 ; 2.834336
343.9546 ; 2.836461
344.1428 ; 2.842066
344.2371 ; 2.847826
344.5193 ; 2.873114
344.7075 ; 2.883023
345.084 ; 2.890563
345.9312 ; 2.89539
348.5891 ; 2.894744
349.3254 ; 2.890872
349.6411 ; 2.884451
349.7988 ; 2.876008
350.0615 ; 2.855768
350.2327 ; 2.848935
350.6179 ; 2.845419
351.1006 ; 2.847297
351.3325 ; 2.853777
351.7185 ; 2.876621
351.9504 ; 2.88301
352.2595 ; 2.885324
352.4138 ; 2.881041
352.5491 ; 2.869974
352.8101 ; 2.839972
352.9668 ; 2.82956
353.1567 ; 2.824899
353.3467 ; 2.826297
353.5369 ; 2.834616
353.6636 ; 2.845574
353.8535 ; 2.867459
353.9802 ; 2.878986
354.1069 ; 2.885291
354.3604 ; 2.889486
354.6772 ; 2.888888
354.9128 ; 2.882351
355.219 ; 2.872385
355.3723 ; 2.871838
355.5254 ; 2.874946
355.8318 ; 2.885845
356.1379 ; 2.891069
358.7361 ; 2.893007
359.5481 ; 2.890711
359.8242 ; 2.884144
360.1958 ; 2.870568
360.4463 ; 2.868952
360.6387 ; 2.87332
361.0237 ; 2.889434
361.2258 ; 2.890452
361.6509 ; 2.880948
361.8235 ; 2.882099
362.1689 ; 2.891346
362.3418 ; 2.893959
363.3782 ; 2.89498
367.4482 ; 2.891384
369.0925 ; 2.887692
369.9873 ; 2.888774
370.241 ; 2.882566
370.5869 ; 2.868382
370.7998 ; 2.866249
370.9839 ; 2.87037
371.3521 ; 2.888911
371.5974 ; 2.895338
372.9897 ; 2.896976
374.6113 ; 2.895476
374.8096 ; 2.89069
374.9536 ; 2.880672
375.0803 ; 2.864372
375.3511 ; 2.815028
375.4468 ; 2.803361
375.4785 ; 2.801316
375.5422 ; 2.800388
375.606 ; 2.803754
375.6697 ; 2.81094
375.7971 ; 2.832789
375.9246 ; 2.856614
376.052 ; 2.875215
376.1794 ; 2.886497
376.3069 ; 2.891975
376.498 ; 2.89414
376.6892 ; 2.891192
376.8167 ; 2.884208
376.96 ; 2.869364
377.2114 ; 2.838064
377.3494 ; 2.827502
377.4873 ; 2.823334
377.6252 ; 2.82516
377.7632 ; 2.832911
378.0542 ; 2.859276
378.1755 ; 2.863715
378.5046 ; 2.859645
378.686 ; 2.863907
379.0945 ; 2.887773
379.1853 ; 2.891171
379.3667 ; 2.894611
381.0 ; 2.89621
382.0444 ; 2.894576
382.3274 ; 2.887991
382.6875 ; 2.874976
382.9077 ; 2.874089
383.458 ; 2.889122
383.6782 ; 2.888527
383.8708 ; 2.88102
384.208 ; 2.858538
384.4358 ; 2.851383
384.7864 ; 2.849691
385.0339 ; 2.853469
385.199 ; 2.860309
385.4463 ; 2.878332
385.6113 ; 2.888492
385.8279 ; 2.893769
386.7043 ; 2.896201
388.3545 ; 2.894415
388.9216 ; 2.889353
389.1794 ; 2.88143
389.6382 ; 2.856109
389.8975 ; 2.849743
390.2026 ; 2.850471
390.3857 ; 2.855044
390.7517 ; 2.872366
390.9348 ; 2.882587
391.0569 ; 2.883454
391.4385 ; 2.869119
391.8003 ; 2.863264
392.2668 ; 2.863716
392.9775 ; 2.875992
393.5996 ; 2.875514
393.9551 ; 2.869892
394.3437 ; 2.859435
394.8765 ; 2.856702
395.3677 ; 2.858615
395.5188 ; 2.86148
395.6699 ; 2.867424
395.9722 ; 2.884659
396.199 ; 2.889895
396.4258 ; 2.888252
396.6145 ; 2.88007
396.8792 ; 2.86775
397.1724 ; 2.863138
397.7241 ; 2.863647
398.0798 ; 2.870364
398.3645 ; 2.87699
398.9341 ; 2.879393
400.5002 ; 2.874633
401.6636 ; 2.869118
402.8291 ; 2.870278
403.1504 ; 2.875576
403.3916 ; 2.881483
403.5522 ; 2.880674
403.9341 ; 2.86826
404.3118 ; 2.865201
405.3662 ; 2.866138
405.8257 ; 2.868824
406.0579 ; 2.863382
406.3486 ; 2.855156
406.6016 ; 2.854132
406.8545 ; 2.860219
407.1475 ; 2.869809
407.8613 ; 2.875634
408.3203 ; 2.888305
408.4985 ; 2.885261
408.8669 ; 2.869545
409.1836 ; 2.865188
409.5142 ; 2.86768
410.0649 ; 2.884386
410.5056 ; 2.888296
411.387 ; 2.886159
411.7173 ; 2.881047
412.2131 ; 2.861621
412.5833 ; 2.857263
413.1746 ; 2.858453
413.3801 ; 2.86228
413.5859 ; 2.871333
413.7915 ; 2.882328
413.9973 ; 2.888378
414.5115 ; 2.892622
415.1284 ; 2.891911
415.334 ; 2.886681
415.4883 ; 2.875818
415.8516 ; 2.833183
415.9966 ; 2.822484
416.1416 ; 2.818064
416.3157 ; 2.820536
416.4316 ; 2.827102
416.6057 ; 2.84472
416.8376 ; 2.874334
416.9536 ; 2.884754
417.1277 ; 2.891837
417.3306 ; 2.89162
417.5669 ; 2.884171
417.9009 ; 2.871583
418.1353 ; 2.870063
418.3362 ; 2.874792
418.738 ; 2.891475
419.0061 ; 2.895738
419.408 ; 2.894218
419.6426 ; 2.886826
420.0249 ; 2.866614
420.2939 ; 2.860701
420.6082 ; 2.861222
420.8774 ; 2.86807
421.3262 ; 2.887558
421.6851 ; 2.892115
423.1211 ; 2.896388
425.2751 ; 2.895878
425.634 ; 2.89082
426.0381 ; 2.883835
426.2871 ; 2.885753
426.6226 ; 2.893272
426.875 ; 2.896422
428.3896 ; 2.895148
429.1575 ; 2.889424
429.8667 ; 2.882159
430.4065 ; 2.88342
431.29 ; 2.891969
432.4546 ; 2.894782
432.8259 ; 2.891526
433.2942 ; 2.880718
433.5283 ; 2.881709
433.9963 ; 2.893104
434.3086 ; 2.895339
436.1814 ; 2.890534
437.2351 ; 2.883143
437.4692 ; 2.876247
437.6545 ; 2.863722
437.98 ; 2.83514
438.1536 ; 2.826375
438.3557 ; 2.823448
438.72 ; 2.827383
438.8501 ; 2.822549
439.1465 ; 2.796173
439.269 ; 2.790789
439.3916 ; 2.791927
439.4734 ; 2.796424
439.5552 ; 2.803817
439.7187 ; 2.825718
439.9333 ; 2.857596
440.0701 ; 2.871034
440.2317 ; 2.878038
440.5061 ; 2.879286
440.9182 ; 2.880227
441.3301 ; 2.889372
441.6733 ; 2.895566
443.9873 ; 2.89572
447.0159 ; 2.889827
449.2031 ; 2.88577
449.5676 ; 2.880537
450.0808 ; 2.865307
450.4658 ; 2.862887
450.8025 ; 2.863565
450.8987 ; 2.858286
450.9709 ; 2.847324
451.019 ; 2.834606
451.0671 ; 2.816514
451.1152 ; 2.792919
451.1873 ; 2.749439
451.3015 ; 2.675552
451.3684 ; 2.637907
451.4282 ; 2.610217
451.4878 ; 2.588261
451.5596 ; 2.568395
451.6311 ; 2.554433
451.7268 ; 2.542679
451.7983 ; 2.537926
451.894 ; 2.535984
451.9895 ; 2.538786
452.085 ; 2.546806
452.1328 ; 2.553175
452.2283 ; 2.57188
452.3237 ; 2.600681
452.4194 ; 2.641894
452.5149 ; 2.694525
452.6106 ; 2.752094
452.7061 ; 2.803297
452.897 ; 2.862227
453.0881 ; 2.879744
453.2793 ; 2.88445
454.0435 ; 2.888585
454.6089 ; 2.887023
455.0801 ; 2.884062
455.7747 ; 2.894478
456.7642 ; 2.89417
457.0637 ; 2.889108
457.448 ; 2.875981
457.8613 ; 2.872482
458.6228 ; 2.8713
458.7937 ; 2.865589
459.0879 ; 2.851699
459.3511 ; 2.847245
459.7268 ; 2.848851
459.8772 ; 2.852487
460.0273 ; 2.859021
460.3279 ; 2.876143
460.5535 ; 2.881107
460.9292 ; 2.879108
461.4949 ; 2.87106
462.1902 ; 2.870676
462.6504 ; 2.872953
463.103 ; 2.867275
463.3716 ; 2.869588
463.9089 ; 2.8833
464.2158 ; 2.8853
468.8074 ; 2.877575
470.937 ; 2.881319
472.6423 ; 2.886891
472.8623 ; 2.882605
473.0164 ; 2.872829
473.1729 ; 2.854563
473.4336 ; 2.81674
473.5598 ; 2.80493
473.623 ; 2.802208
473.6863 ; 2.801868
473.7495 ; 2.803931
473.8125 ; 2.808263
473.939 ; 2.822691
474.1284 ; 2.851183
474.2549 ; 2.868082
474.3811 ; 2.879865
474.5708 ; 2.88872
474.8865 ; 2.892925
475.7964 ; 2.89729
478.9104 ; 2.893999
479.6816 ; 2.890714
480.5112 ; 2.89453
483.6038 ; 2.891686
