Incident energy ; 
Incident energy ; 
Incident energy ; NP
483.7922 ; 2.887326
483.9431 ; 2.877624
484.1082 ; 2.858471
484.3472 ; 2.826777
484.5022 ; 2.813407
484.645 ; 2.80818
484.7881 ; 2.809614
484.9309 ; 2.817661
485.0264 ; 2.826629
485.3123 ; 2.862166
485.5027 ; 2.878753
485.6934 ; 2.885194
486.1699 ; 2.886196
487.7739 ; 2.878707
488.8018 ; 2.881194
489.196 ; 2.888356
489.4587 ; 2.894728
489.7217 ; 2.897729
493.3762 ; 2.897488
493.7197 ; 2.894006
493.9561 ; 2.885174
494.2708 ; 2.87114
494.583 ; 2.865801
495.0293 ; 2.866836
495.3416 ; 2.874226
495.6299 ; 2.882317
495.8823 ; 2.879592
496.1438 ; 2.87535
496.3679 ; 2.876848
496.8906 ; 2.893392
497.1895 ; 2.897379
499.6541 ; 2.896429
500.1956 ; 2.887601
500.6147 ; 2.870488
500.9573 ; 2.865125
501.3182 ; 2.865972
501.5344 ; 2.869989
501.823 ; 2.881848
502.0396 ; 2.890889
502.2561 ; 2.893703
502.4724 ; 2.889697
502.9304 ; 2.867005
503.2346 ; 2.861022
503.6692 ; 2.860489
504.0169 ; 2.865765
504.6252 ; 2.888258
505.147 ; 2.89254
506.4233 ; 2.891797
506.9551 ; 2.896232
508.6538 ; 2.894756
509.1963 ; 2.889916
509.7991 ; 2.874109
510.2283 ; 2.871067
510.6685 ; 2.874614
511.3984 ; 2.892726
512.0066 ; 2.896796
514.9706 ; 2.898123
515.7801 ; 2.893865
516.5942 ; 2.89842
518.0044 ; 2.897166
518.6874 ; 2.893404
519.6432 ; 2.897736
520.0016 ; 2.893888
520.2662 ; 2.883874
520.5887 ; 2.869896
520.865 ; 2.865448
521.1108 ; 2.868039
521.3564 ; 2.876789
521.7251 ; 2.892691
521.9707 ; 2.896944
523.3835 ; 2.898293
523.875 ; 2.895624
524.0898 ; 2.888941
524.2837 ; 2.876207
524.6014 ; 2.851744
524.7828 ; 2.844223
524.9645 ; 2.843317
525.1097 ; 2.847368
525.3274 ; 2.860805
525.6141 ; 2.883093
525.8102 ; 2.892194
526.0923 ; 2.895567
526.7788 ; 2.892406
527.4109 ; 2.896792
528.1614 ; 2.893262
529.1145 ; 2.898088
529.9723 ; 2.895755
530.2344 ; 2.889791
530.4488 ; 2.877302
530.7251 ; 2.858134
530.9593 ; 2.849532
531.2604 ; 2.84659
531.5948 ; 2.850042
531.7954 ; 2.857066
532.1965 ; 2.881373
532.3304 ; 2.886941
532.4641 ; 2.890238
532.9994 ; 2.894707
535.4073 ; 2.897229
538.4172 ; 2.895236
538.7853 ; 2.891737
538.969 ; 2.884697
539.1028 ; 2.87374
539.2456 ; 2.855177
539.5378 ; 2.809736
539.6548 ; 2.796584
539.795 ; 2.78745
539.9353 ; 2.785693
540.0288 ; 2.78865
540.1692 ; 2.799489
540.3094 ; 2.817779
540.5664 ; 2.858503
540.6833 ; 2.870043
540.8199 ; 2.874976
541.4012 ; 2.872475
542.7159 ; 2.876074
542.954 ; 2.872743
543.1075 ; 2.864256
543.4742 ; 2.830876
543.662 ; 2.821459
543.85 ; 2.820122
544.0 ; 2.824793
544.1504 ; 2.83499
544.3008 ; 2.850477
544.4512 ; 2.868413
544.6014 ; 2.883387
544.7517 ; 2.892154
544.9021 ; 2.895948
545.6769 ; 2.898354
549.0848 ; 2.896772
549.368 ; 2.892274
549.545 ; 2.882777
549.7261 ; 2.864505
549.9855 ; 2.834727
550.1631 ; 2.821755
550.3412 ; 2.816364
550.5188 ; 2.817821
550.6376 ; 2.822678
550.756 ; 2.830927
550.8746 ; 2.842555
550.9933 ; 2.856516
551.3486 ; 2.889146
551.5857 ; 2.895427
552.6526 ; 2.897895
553.3193 ; 2.895846
553.5928 ; 2.889391
554.0371 ; 2.87271
554.2231 ; 2.870756
554.3163 ; 2.87166
554.6368 ; 2.881739
554.906 ; 2.89129
555.2423 ; 2.896737
556.4746 ; 2.89591
557.4969 ; 2.897784
558.5704 ; 2.894579
558.8005 ; 2.889346
558.954 ; 2.879816
559.1006 ; 2.863372
559.3835 ; 2.824041
559.5234 ; 2.810492
559.6914 ; 2.801099
559.9156 ; 2.79694
560.0835 ; 2.798672
560.1957 ; 2.802306
560.3077 ; 2.808413
560.4197 ; 2.817496
560.6437 ; 2.843555
560.7557 ; 2.857069
560.9795 ; 2.874631
561.2037 ; 2.880368
561.7637 ; 2.880524
563.0812 ; 2.873868
563.9454 ; 2.872207
564.1548 ; 2.866943
564.2915 ; 2.857668
564.4006 ; 2.844766
564.5371 ; 2.821461
564.701 ; 2.790321
564.8102 ; 2.775862
564.9192 ; 2.771873
565.0284 ; 2.779394
565.1377 ; 2.795819
565.3561 ; 2.835444
565.4651 ; 2.84976
565.5472 ; 2.855744
565.6426 ; 2.856514
565.738 ; 2.849874
565.823 ; 2.837465
565.9302 ; 2.813913
566.1971 ; 2.739882
566.2793 ; 2.720834
566.3614 ; 2.706323
566.4023 ; 2.700973
566.4847 ; 2.694305
566.5668 ; 2.6932
566.6487 ; 2.697638
566.7311 ; 2.707518
566.813 ; 2.72241
566.8954 ; 2.741697
567.1416 ; 2.810935
567.3059 ; 2.848708
567.4703 ; 2.870893
567.6346 ; 2.881102
567.7986 ; 2.885316
568.4559 ; 2.889825
570.3448 ; 2.893208
570.6324 ; 2.889298
570.8583 ; 2.878849
571.136 ; 2.865179
571.4147 ; 2.859623
571.993 ; 2.858581
572.3354 ; 2.862708
572.5068 ; 2.868016
572.9353 ; 2.885191
573.3638 ; 2.891524
574.1224 ; 2.894768
575.4139 ; 2.893367
575.6293 ; 2.888076
575.7566 ; 2.878933
575.8821 ; 2.862616
576.1372 ; 2.819935
576.2734 ; 2.80379
576.4095 ; 2.794035
576.6138 ; 2.7876
576.8179 ; 2.787723
577.022 ; 2.794157
577.1582 ; 2.80328
577.2942 ; 2.817341
577.5664 ; 2.853741
577.7024 ; 2.866388
577.8215 ; 2.870591
577.9579 ; 2.867444
578.1033 ; 2.855867
578.3995 ; 2.819751
578.524 ; 2.808775
578.6487 ; 2.805013
578.7889 ; 2.80915
578.9834 ; 2.818174
579.0967 ; 2.817373
579.2366 ; 2.808136
579.5049 ; 2.784193
579.6841 ; 2.775313
579.8628 ; 2.774178
579.9524 ; 2.776593
580.042 ; 2.781196
580.1313 ; 2.788194
580.3103 ; 2.810069
580.4891 ; 2.839743
580.6683 ; 2.867225
580.847 ; 2.883639
581.2048 ; 2.893227
582.6363 ; 2.896378
584.4703 ; 2.895676
584.7966 ; 2.890205
585.2915 ; 2.876845
585.5439 ; 2.876629
586.2516 ; 2.892862
586.8578 ; 2.894734
587.5146 ; 2.891182
587.7168 ; 2.885362
587.8683 ; 2.874439
587.9947 ; 2.858417
588.3066 ; 2.806331
588.4474 ; 2.789488
588.6161 ; 2.77754
588.7845 ; 2.772224
589.0096 ; 2.772559
589.1219 ; 2.775884
589.2344 ; 2.78192
589.3467 ; 2.791432
589.4593 ; 2.805223
589.656 ; 2.838443
589.8247 ; 2.866688
589.9557 ; 2.881407
590.1091 ; 2.890343
590.3578 ; 2.895166
591.7378 ; 2.897979
593.2839 ; 2.896979
593.5726 ; 2.892156
593.832 ; 2.880401
594.1288 ; 2.863273
594.2474 ; 2.858855
594.3663 ; 2.85704
594.4847 ; 2.858078
594.6036 ; 2.861819
594.9594 ; 2.881666
595.1968 ; 2.891877
595.4341 ; 2.896161
596.3833 ; 2.897073
596.8583 ; 2.894075
597.066 ; 2.887006
597.229 ; 2.874035
597.6194 ; 2.827163
597.7876 ; 2.81397
597.9559 ; 2.807146
598.1482 ; 2.805715
598.2566 ; 2.807672
598.365 ; 2.811786
598.4731 ; 2.818327
598.5815 ; 2.827587
598.6897 ; 2.839433
598.9065 ; 2.866568
599.123 ; 2.886106
599.3396 ; 2.893919
599.7727 ; 2.896912
602.6711 ; 2.896441
603.3301 ; 2.89299
603.5605 ; 2.887352
603.6924 ; 2.879198
603.8077 ; 2.866308
603.923 ; 2.846654
604.2275 ; 2.780641
604.3398 ; 2.761886
604.48 ; 2.745876
604.6484 ; 2.735594
604.8168 ; 2.732594
604.9288 ; 2.734062
605.0411 ; 2.738492
605.1534 ; 2.746462
605.2654 ; 2.758773
605.3777 ; 2.776138
605.4897 ; 2.798126
605.7142 ; 2.845358
605.8265 ; 2.863186
606.0505 ; 2.881934
606.2749 ; 2.88791
606.8359 ; 2.890095
607.1728 ; 2.886006
607.3409 ; 2.878263
607.5232 ; 2.861916
607.7848 ; 2.833857
607.9607 ; 2.821391
608.1622 ; 2.814095
608.4645 ; 2.811465
608.7162 ; 2.814895
609.1316 ; 2.830579
609.2449 ; 2.828413
609.3716 ; 2.817527
609.5832 ; 2.795673
609.7466 ; 2.785263
609.9646 ; 2.779017
610.183 ; 2.77814
610.4009 ; 2.781983
610.5101 ; 2.786365
610.6191 ; 2.793191
610.7283 ; 2.803207
610.8374 ; 2.816754
611.0555 ; 2.849619
611.2737 ; 2.873728
611.4917 ; 2.883476
611.8191 ; 2.887253
612.2554 ; 2.885829
612.4734 ; 2.879433
612.678 ; 2.865581
612.9642 ; 2.843394
613.1824 ; 2.834218
613.5254 ; 2.829625
613.8373 ; 2.830748
614.0867 ; 2.836175
614.2112 ; 2.84174
614.3359 ; 2.850059
614.5854 ; 2.872507
614.8351 ; 2.888484
615.0845 ; 2.893766
616.3318 ; 2.896964
619.5749 ; 2.895348
620.136 ; 2.891624
620.3542 ; 2.88515
620.5104 ; 2.873478
620.6661 ; 2.85315
620.925 ; 2.813505
621.0724 ; 2.797822
621.233 ; 2.78766
621.4471 ; 2.781592
621.7145 ; 2.78133
621.9286 ; 2.786765
622.0892 ; 2.795938
622.2765 ; 2.813804
622.4371 ; 2.829074
622.5408 ; 2.831642
622.6542 ; 2.825981
622.9272 ; 2.803464
623.126 ; 2.794387
623.3249 ; 2.791036
623.563 ; 2.79256
623.722 ; 2.797433
623.881 ; 2.807061
624.0398 ; 2.823331
624.3578 ; 2.867614
624.4371 ; 2.875849
624.5563 ; 2.883802
624.7153 ; 2.887584
624.9139 ; 2.884256
625.0928 ; 2.873701
625.4695 ; 2.841272
625.6575 ; 2.831187
625.8923 ; 2.825793
626.1272 ; 2.826456
626.3149 ; 2.83151
626.5027 ; 2.842001
626.8785 ; 2.876008
627.0666 ; 2.888027
627.3481 ; 2.894669
627.9117 ; 2.895347
628.2267 ; 2.889323
628.735 ; 2.869045
628.9043 ; 2.865984
629.1302 ; 2.867538
629.3561 ; 2.8751
629.5818 ; 2.885577
629.8077 ; 2.893681
630.0334 ; 2.89734
631.3887 ; 2.898859
636.285 ; 2.897631
636.631 ; 2.891637
637.1833 ; 2.870254
637.3564 ; 2.868215
637.5298 ; 2.870726
638.0497 ; 2.890729
638.3096 ; 2.895938
638.7859 ; 2.896814
639.0674 ; 2.892181
639.2624 ; 2.882381
639.6905 ; 2.848564
639.8868 ; 2.839372
640.0832 ; 2.835674
640.2793 ; 2.836627
640.4756 ; 2.842417
640.6067 ; 2.849383
640.9994 ; 2.878719
641.1958 ; 2.887774
641.4341 ; 2.890692
642.3171 ; 2.885095
642.7518 ; 2.888154
643.4037 ; 2.895911
644.3269 ; 2.896307
644.6255 ; 2.891929
644.7886 ; 2.883111
644.9142 ; 2.869213
645.0342 ; 2.847976
645.1515 ; 2.820174
645.3728 ; 2.76145
645.477 ; 2.738229
645.5812 ; 2.720826
645.6853 ; 2.710216
645.7897 ; 2.706667
645.8938 ; 2.710255
645.998 ; 2.720956
646.1023 ; 2.738517
646.2063 ; 2.761877
646.4668 ; 2.828958
646.5843 ; 2.852356
646.7029 ; 2.867734
646.8457 ; 2.876946
647.0403 ; 2.880509
648.1307 ; 2.880695
649.5848 ; 2.886498
650.0 ; 2.89415
1000.0 ; 2.89425
2000.0 ; 2.894282
3000.0 ; 2.894315
4000.0 ; 2.894347
5000.0 ; 2.894379
6000.0 ; 2.894412
7000.0 ; 2.894444
8000.0 ; 2.894476
9000.0 ; 2.894509
10000.0 ; 2.894541
15000.0 ; 2.894703
20000.0 ; 2.894864
30000.0 ; 2.895187
40000.0 ; 2.895511
50000.0 ; 2.895834
60000.0 ; 2.895955
70000.0 ; 2.896075
80000.0 ; 2.896197
90000.0 ; 2.896318
100000.0 ; 2.896438
150000.0 ; 2.901685
200000.0 ; 2.907945
250000.0 ; 2.914203
300000.0 ; 2.920463
350000.0 ; 2.926721
400000.0 ; 2.93298
500000.0 ; 2.945498
600000.0 ; 2.958831
700000.0 ; 2.973182
800000.0 ; 2.987219
900000.0 ; 3.001228
1000000.0 ; 3.015043
1200000.0 ; 3.045979
1400000.0 ; 3.079893
1600000.0 ; 3.11511
1800000.0 ; 3.148144
2000000.0 ; 3.178018
2200000.0 ; 3.204815
2400000.0 ; 3.230943
2600000.0 ; 3.259389
2800000.0 ; 3.289672
3000000.0 ; 3.318274
3500000.0 ; 3.379699
4000000.0 ; 3.453428
4500000.0 ; 3.530413
5000000.0 ; 3.610374
5500000.0 ; 3.685966
6000000.0 ; 3.765921
6500000.0 ; 3.849051
7000000.0 ; 3.928121
7500000.0 ; 4.002485
8000000.0 ; 4.075253
8500000.0 ; 4.153413
9000000.0 ; 4.233825
9500000.0 ; 4.31293
1.0E7 ; 4.387996
1.05E7 ; 4.458018
1.1E7 ; 4.52509
1.15E7 ; 4.591263
1.2E7 ; 4.658201
1.25E7 ; 4.728752
1.3E7 ; 4.800194
1.35E7 ; 4.869176
1.4E7 ; 4.936781
1.45E7 ; 5.003298
1.5E7 ; 5.069326
1.55E7 ; 5.135191
1.6E7 ; 5.200739
1.65E7 ; 5.265838
1.7E7 ; 5.330377
1.75E7 ; 5.39426
1.8E7 ; 5.457401
1.85E7 ; 5.519729
1.9E7 ; 5.581181
1.95E7 ; 5.641702
2.0E7 ; 5.701249
