Z daughter, A daughter, element daughter, Z parent, A parent, element parent, metastable, independent thermal FY jeff3.1.1, unc, independent fast FY jeff3.1.1, unc, independent 14MeV FY jeff3.1.1, unc,Extraction date
49,118,In,94,239,Pu,3,4.6121E-07,1.7008E-07,5.423E-07,2.2417E-07, , ,2021-04-28
49,118,In,94,239,Pu,1,4.7619E-07,1.756E-07,4.6842E-07,1.9363E-07, , ,2021-04-28
49,118,In,94,239,Pu,0,3.1068E-07,1.1457E-07,2.9008E-07,1.1991E-07, , ,2021-04-28
49,117,In,94,239,Pu,1,3.5258E-08,1.279E-08,3.2162E-08,1.3212E-08, , ,2021-04-28
49,117,In,94,239,Pu,0,1.5248E-07,5.5316E-08,1.5974E-07,6.562E-08, , ,2021-04-28
49,116,In,94,239,Pu,4,3.9148E-09,1.4279E-09,4.4708E-09,1.7202E-09, , ,2021-04-28
49,116,In,94,239,Pu,1,4.042E-09,1.4743E-09,3.8617E-09,1.4858E-09, , ,2021-04-28
49,116,In,94,239,Pu,0,2.6371E-09,9.6187E-10,2.3915E-09,9.2014E-10, , ,2021-04-28
49,115,In,94,239,Pu,1,5.8999E-11,2.1537E-11,7.0231E-11,2.6268E-11, , ,2021-04-28
49,115,In,94,239,Pu,0,2.5516E-10,9.3143E-11,3.4881E-10,1.3046E-10, , ,2021-04-28
49,114,In,94,239,Pu,5,2.6426E-12,9.5919E-13,2.6192E-12,1.0069E-12, , ,2021-04-28
49,114,In,94,239,Pu,1,2.7284E-12,9.9034E-13,2.2624E-12,8.6975E-13, , ,2021-04-28
49,114,In,94,239,Pu,0,1.7801E-12,6.4612E-13,1.401E-12,5.3861E-13, , ,2021-04-28
49,113,In,94,239,Pu,0,0,0,0,0, , ,2021-04-28
48,132,Cd,94,239,Pu,0,2.4988E-09,8.911E-10,1.5028E-10,5.3774E-11, , ,2021-04-28
48,131,Cd,94,239,Pu,0,8.7431E-08,3.0519E-08,1.0379E-08,3.6067E-09, , ,2021-04-28
48,130,Cd,94,239,Pu,0,1.7668E-06,5.5209E-07,3.342E-07,1.0983E-07, , ,2021-04-28
48,129,Cd,94,239,Pu,1,7.7873E-06,2.7454E-06,2.0656E-06,7.0751E-07, , ,2021-04-28
48,129,Cd,94,239,Pu,0,3.2257E-06,1.1372E-06,7.3824E-07,2.5287E-07, , ,2021-04-28
48,128,Cd,94,239,Pu,0,3.0861E-05,1.0955E-05,2.3315E-05,7.1573E-06, , ,2021-04-28
48,127,Cd,94,239,Pu,0,1.6559E-05,5.965E-06,4.8866E-07,1.8099E-07, , ,2021-04-28
48,126,Cd,94,239,Pu,0,1.13E-05,4.2618E-06,1.8757E-07,7.6286E-08, , ,2021-04-28
48,125,Cd,94,239,Pu,1,7.969E-06,2.9813E-06,6.6011E-06,2.4552E-06, , ,2021-04-28
48,125,Cd,94,239,Pu,0,3.301E-06,1.2349E-06,2.3593E-06,8.775E-07, , ,2021-04-28
48,124,Cd,94,239,Pu,0,7.224E-05,2.5127E-05,4.0944E-05,1.4985E-05, , ,2021-04-28
48,123,Cd,94,239,Pu,1,0.00011942,4.0556E-05,8.5546E-05,2.9086E-05, , ,2021-04-28
48,123,Cd,94,239,Pu,0,4.9468E-05,1.6799E-05,3.0574E-05,1.0396E-05, , ,2021-04-28
48,122,Cd,94,239,Pu,0,0.00027774,6.7737E-05,0.00022245,6.1853E-05, , ,2021-04-28
48,121,Cd,94,239,Pu,1,0.0002283,4.8844E-05,0.00023504,4.9118E-05, , ,2021-04-28
48,121,Cd,94,239,Pu,0,9.4569E-05,2.0232E-05,8.4006E-05,1.7555E-05, , ,2021-04-28
48,120,Cd,94,239,Pu,0,0.00021029,5.1373E-05,0.00027555,6.4115E-05, , ,2021-04-28
48,119,Cd,94,239,Pu,1,0.00010879,3.0282E-05,0.00013622,3.9592E-05, , ,2021-04-28
48,119,Cd,94,239,Pu,0,4.5063E-05,1.2544E-05,4.8684E-05,1.415E-05, , ,2021-04-28
48,118,Cd,94,239,Pu,0,7.0128E-05,2.312E-05,8.5816E-05,3.2015E-05, , ,2021-04-28
48,117,Cd,94,239,Pu,1,1.9935E-05,6.9455E-06,2.6643E-05,1.0567E-05, , ,2021-04-28
48,117,Cd,94,239,Pu,0,6.0932E-06,2.1229E-06,7.0353E-06,2.7903E-06, , ,2021-04-28
48,116,Cd,94,239,Pu,0,4.8224E-06,1.7464E-06,6.8329E-06,2.6121E-06, , ,2021-04-28
48,115,Cd,94,239,Pu,1,3.5769E-07,1.3046E-07,7.6084E-07,2.8438E-07, , ,2021-04-28
48,115,Cd,94,239,Pu,0,1.0933E-07,3.9874E-08,2.0091E-07,7.5093E-08, , ,2021-04-28
48,114,Cd,94,239,Pu,0,3.9779E-08,1.4438E-08,6.0738E-08,2.3349E-08, , ,2021-04-28
48,113,Cd,94,239,Pu,1,1.1367E-09,4.1456E-10,1.3142E-09,5.0602E-10, , ,2021-04-28
48,113,Cd,94,239,Pu,0,3.4743E-10,1.2671E-10,3.4702E-10,1.3362E-10, , ,2021-04-28
48,112,Cd,94,239,Pu,0,2.2141E-11,8.107E-12,1.2517E-11,4.7822E-12, , ,2021-04-28
48,111,Cd,94,239,Pu,0,0,0,0,0, , ,2021-04-28
48,110,Cd,94,239,Pu,0,0,0,0,0, , ,2021-04-28
48,109,Cd,94,239,Pu,0,3.9294E-12,1.6131E-12, , , , ,2021-04-28
48,108,Cd,94,239,Pu,0,0,0,0,0, , ,2021-04-28
47,130,Ag,94,239,Pu,0,2.8626E-10,8.9462E-11,1.6268E-11,5.3469E-12, , ,2021-04-28
47,129,Ag,94,239,Pu,0,5.6688E-09,2.0009E-09,4.9362E-10,1.6923E-10, , ,2021-04-28
47,128,Ag,94,239,Pu,0,3.0886E-08,1.1008E-08,1.3444E-08,4.1488E-09, , ,2021-04-28
47,127,Ag,94,239,Pu,0,1.6507E-08,5.965E-09,1.1319E-12,4.1931E-13, , ,2021-04-28
47,126,Ag,94,239,Pu,0,1.1217E-08,4.2416E-09, , , , ,2021-04-28
47,125,Ag,94,239,Pu,0,2.3201E-08,8.7357E-09,9.9133E-09,3.7086E-09, , ,2021-04-28
47,124,Ag,94,239,Pu,1,2.4371E-07,8.834E-08,9.0826E-08,3.4353E-08, , ,2021-04-28
47,124,Ag,94,239,Pu,0,2.7056E-07,9.807E-08,8.4244E-08,3.1864E-08, , ,2021-04-28
47,123,Ag,94,239,Pu,0,3.7833E-06,1.4558E-06,1.7221E-06,6.5748E-07, , ,2021-04-28
47,122,Ag,94,239,Pu,1,8.2061E-06,2.9208E-06,5.1698E-06,1.9279E-06, , ,2021-04-28
47,122,Ag,94,239,Pu,0,9.11E-06,3.2425E-06,4.7951E-06,1.7881E-06, , ,2021-04-28
47,121,Ag,94,239,Pu,0,5.4227E-05,1.9663E-05,4.1713E-05,1.4984E-05, , ,2021-04-28
47,120,Ag,94,239,Pu,1,0.00011063,2.8968E-05,0.00013659,3.6507E-05, , ,2021-04-28
47,120,Ag,94,239,Pu,0,7.7963E-05,2.0414E-05,8.1673E-05,2.1829E-05, , ,2021-04-28
47,119,Ag,94,239,Pu,1,0.00024432,4.2672E-05,0.00027343,5.8285E-05, , ,2021-04-28
47,119,Ag,94,239,Pu,0,3.7349E-05,6.5233E-06,3.6406E-05,7.7603E-06, , ,2021-04-28
47,118,Ag,94,239,Pu,1,0.00022868,3.5769E-05,0.00027344,5.6837E-05, , ,2021-04-28
47,118,Ag,94,239,Pu,0,5.4376E-05,8.505E-06,5.6403E-05,1.1724E-05, , ,2021-04-28
47,117,Ag,94,239,Pu,1,0.0002056,4.018E-05,0.0002689,6.4639E-05, , ,2021-04-28
47,117,Ag,94,239,Pu,0,3.143E-05,6.1423E-06,3.5802E-05,8.6063E-06, , ,2021-04-28
47,116,Ag,94,239,Pu,1,9.1314E-05,2.609E-05,0.00014415,4.3009E-05, , ,2021-04-28
47,116,Ag,94,239,Pu,0,3.8986E-05,1.1139E-05,5.2883E-05,1.5778E-05, , ,2021-04-28
47,115,Ag,94,239,Pu,1,3.3114E-05,1.1196E-05,8.0579E-05,2.7822E-05, , ,2021-04-28
47,115,Ag,94,239,Pu,0,5.0621E-06,1.7116E-06,1.0729E-05,3.7043E-06, , ,2021-04-28
47,114,Ag,94,239,Pu,1,9.2553E-06,3.3104E-06,1.8834E-05,7.144E-06, , ,2021-04-28
47,114,Ag,94,239,Pu,0,2.2007E-06,7.8713E-07,3.8849E-06,1.4736E-06, , ,2021-04-28
47,113,Ag,94,239,Pu,1,1.4804E-06,5.3915E-07,2.4954E-06,9.5989E-07, , ,2021-04-28
47,113,Ag,94,239,Pu,0,2.2631E-07,8.242E-08,3.3224E-07,1.278E-07, , ,2021-04-28
47,112,Ag,94,239,Pu,0,1.141E-07,4.1775E-08,1.1066E-07,4.2277E-08, , ,2021-04-28
47,111,Ag,94,239,Pu,1,9.2474E-09,3.3981E-09,0,0, , ,2021-04-28
47,111,Ag,94,239,Pu,0,1.4136E-09,5.1947E-10,0,0, , ,2021-04-28
47,110,Ag,94,239,Pu,1,1.5503E-08,5.8373E-09, , , , ,2021-04-28
47,110,Ag,94,239,Pu,0,6.6189E-09,2.4922E-09, , , , ,2021-04-28
47,109,Ag,94,239,Pu,1,5.8743E-08,2.4115E-08,9.794E-09,4.8046E-09, , ,2021-04-28
47,109,Ag,94,239,Pu,0,8.9801E-09,3.6864E-09,1.304E-09,6.3971E-10, , ,2021-04-28
47,108,Ag,94,239,Pu,1,1.5448E-09,5.7196E-10,2.0724E-10,9.9644E-11, , ,2021-04-28
47,108,Ag,94,239,Pu,0,6.5956E-10,2.4419E-10,7.603E-11,3.6556E-11, , ,2021-04-28
47,107,Ag,94,239,Pu,1,2.8343E-11,1.0622E-11,1.9781E-12,8.691E-13, , ,2021-04-28
47,107,Ag,94,239,Pu,0,4.3328E-12,1.6238E-12,2.6338E-13,1.1572E-13, , ,2021-04-28
46,124,Pd,94,239,Pu,0,1.9588E-10,7.102E-11,2.9823E-11,1.1282E-11, , ,2021-04-28
46,123,Pd,94,239,Pu,0,4.8498E-09,1.8709E-09,1.0979E-09,4.1986E-10, , ,2021-04-28
46,122,Pd,94,239,Pu,0,6.7076E-08,2.429E-08,2.102E-08,7.9254E-09, , ,2021-04-28
46,121,Pd,94,239,Pu,0,6.2657E-07,2.4149E-07,2.8729E-07,1.0846E-07, , ,2021-04-28
46,120,Pd,94,239,Pu,0,1.3938E-05,5.2157E-06,1.1299E-05,4.1723E-06, , ,2021-04-28
46,119,Pd,94,239,Pu,0,4.4552E-05,1.5287E-05,3.6477E-05,1.309E-05, , ,2021-04-28
46,118,Pd,94,239,Pu,0,9.9867E-05,3.1103E-05,9.2703E-05,3.3952E-05, , ,2021-04-28
46,117,Pd,94,239,Pu,1,0.00011926,2.9121E-05,0.00013644,4.2188E-05, , ,2021-04-28
46,117,Pd,94,239,Pu,0,6.3459E-05,1.5495E-05,6.2077E-05,1.9194E-05, , ,2021-04-28
46,116,Pd,94,239,Pu,0,0.0002723,4.3621E-05,0.00036856,7.0086E-05, , ,2021-04-28
46,115,Pd,94,239,Pu,1,0.00014087,2.2891E-05,0.00033173,5.1367E-05, , ,2021-04-28
46,115,Pd,94,239,Pu,0,7.4958E-05,1.218E-05,0.00015093,2.337E-05, , ,2021-04-28
46,114,Pd,94,239,Pu,0,0.00020296,5.1343E-05,0.00040103,0.0001054, , ,2021-04-28
46,113,Pd,94,239,Pu,1,7.7335E-05,2.5538E-05,0.00014741,5.1864E-05, , ,2021-04-28
46,113,Pd,94,239,Pu,0,3.2034E-05,1.0579E-05,5.2684E-05,1.8537E-05, , ,2021-04-28
46,112,Pd,94,239,Pu,0,3.0508E-05,1.0998E-05,3.7791E-05,1.4289E-05, , ,2021-04-28
46,111,Pd,94,239,Pu,1,7.0107E-06,2.5712E-06,2.3036E-07,9.4078E-08, , ,2021-04-28
46,111,Pd,94,239,Pu,0,3.7304E-06,1.3681E-06,1.0481E-07,4.2802E-08, , ,2021-04-28
46,110,Pd,94,239,Pu,0,2.2158E-05,8.3291E-06,5.7605E-07,2.9657E-07, , ,2021-04-28
46,109,Pd,94,239,Pu,1,3.793E-05,1.5549E-05,1.4316E-05,7.0785E-06, , ,2021-04-28
46,109,Pd,94,239,Pu,0,2.0182E-05,8.2737E-06,6.5135E-06,3.2205E-06, , ,2021-04-28
46,108,Pd,94,239,Pu,0,6.5816E-06,2.437E-06,2.1515E-06,1.0354E-06, , ,2021-04-28
46,107,Pd,94,239,Pu,1,2.4827E-07,9.3049E-08,5.3702E-08,2.3594E-08, , ,2021-04-28
46,107,Pd,94,239,Pu,0,1.3211E-07,4.9511E-08,2.4433E-08,1.0735E-08, , ,2021-04-28
46,106,Pd,94,239,Pu,0,1.3257E-08,4.822E-09,1.787E-09,6.6988E-10, , ,2021-04-28
46,105,Pd,94,239,Pu,0,2.7658E-10,1.0186E-10,2.0703E-11,7.5946E-12, , ,2021-04-28
46,104,Pd,94,239,Pu,0,3.7145E-12,1.3952E-12,0,0, , ,2021-04-28
46,102,Pd,94,239,Pu,0,0,0, , , , ,2021-04-28
45,122,Rh,94,239,Pu,0,1.3512E-11,4.8934E-12,1.7048E-12,6.4281E-13, , ,2021-04-28
45,121,Rh,94,239,Pu,0,3.9674E-10,1.5301E-10,8.0492E-11,3.0399E-11, , ,2021-04-28
45,120,Rh,94,239,Pu,0,6.5004E-08,2.4811E-08,2.7855E-08,1.0427E-08, , ,2021-04-28
45,119,Rh,94,239,Pu,0,4.8146E-07,1.7618E-07,2.234E-07,8.3725E-08, , ,2021-04-28
45,118,Rh,94,239,Pu,0,2.6378E-06,9.7077E-07,1.5017E-06,6.204E-07, , ,2021-04-28
45,117,Rh,94,239,Pu,0,1.1453E-05,4.0842E-06,8.2327E-06,3.3499E-06, , ,2021-04-28
45,116,Rh,94,239,Pu,1,3.4629E-05,1.1672E-05,3.5592E-05,1.2951E-05, , ,2021-04-28
45,116,Rh,94,239,Pu,0,1.4784E-05,4.9832E-06,1.3057E-05,4.7515E-06, , ,2021-04-28
45,115,Rh,94,239,Pu,0,0.0001058,3.0094E-05,0.00018745,5.741E-05, , ,2021-04-28
45,114,Rh,94,239,Pu,1,0.00014464,2.7103E-05,0.00024594,5.508E-05, , ,2021-04-28
45,114,Rh,94,239,Pu,0,0.00014464,2.7103E-05,0.00024594,5.508E-05, , ,2021-04-28
45,113,Rh,94,239,Pu,0,0.00049473,7.5172E-05,0.00081107,0.00014001, , ,2021-04-28
45,112,Rh,94,239,Pu,1,0.00024892,6.29E-05,0.00028786,7.785E-05, , ,2021-04-28
45,112,Rh,94,239,Pu,0,0.00024892,6.29E-05,0.00028786,7.785E-05, , ,2021-04-28
45,111,Rh,94,239,Pu,0,0.00054412,0.00017674,0.00036407,0.00015362, , ,2021-04-28
45,110,Rh,94,239,Pu,1,2.821E-05,9.4206E-06,1.1988E-05,7.4292E-06, , ,2021-04-28
45,110,Rh,94,239,Pu,0,0.0010568,0.00035291,0.00050923,0.00031558, , ,2021-04-28
45,109,Rh,94,239,Pu,0,0.0023799,0.00071108,0.00057848,0.000562, , ,2021-04-28
45,108,Rh,94,239,Pu,1,0.00073645,0.00027117,0.00036922,0.00022788, , ,2021-04-28
45,108,Rh,94,239,Pu,0,0.00024405,8.986E-05,0.00010597,6.5401E-05, , ,2021-04-28
45,107,Rh,94,239,Pu,0,0.0002203,8.3227E-05,9.7588E-05,4.4376E-05, , ,2021-04-28
45,106,Rh,94,239,Pu,1,1.9297E-05,7.0283E-06,6.9412E-06,2.609E-06, , ,2021-04-28
45,106,Rh,94,239,Pu,0,8.2388E-06,3.0007E-06,2.5465E-06,9.5714E-07, , ,2021-04-28
45,105,Rh,94,239,Pu,1,2.7292E-07,1.0052E-07,5.3747E-08,1.9718E-08, , ,2021-04-28
45,105,Rh,94,239,Pu,0,1.7853E-06,6.5754E-07,4.0367E-07,1.4809E-07, , ,2021-04-28
45,104,Rh,94,239,Pu,1,6.8165E-08,2.5604E-08,1.2493E-08,4.7581E-09, , ,2021-04-28
45,104,Rh,94,239,Pu,0,2.2589E-08,8.4845E-09,3.5856E-09,1.3656E-09, , ,2021-04-28
45,103,Rh,94,239,Pu,1,2.7095E-09,9.6819E-10,2.5426E-10,9.2009E-11, , ,2021-04-28
45,103,Rh,94,239,Pu,0,4.142E-10,1.4801E-10,3.3853E-11,1.2251E-11, , ,2021-04-28
45,102,Rh,94,239,Pu,1,1.8146E-11,6.6686E-12,1.0524E-12,3.975E-13, , ,2021-04-28
45,102,Rh,94,239,Pu,0,3.264E-11,1.1995E-11,2.2079E-12,8.339E-13, , ,2021-04-28
44,120,Ru,94,239,Pu,0,1.5886E-11,6.064E-12,2.6565E-12,9.9441E-13, , ,2021-04-28
44,119,Ru,94,239,Pu,0,2.8405E-10,1.0401E-10,5.528E-11,2.0723E-11, , ,2021-04-28
44,118,Ru,94,239,Pu,0,4.028E-09,1.4881E-09,1.0474E-09,4.3354E-10, , ,2021-04-28
44,117,Ru,94,239,Pu,0,4.4592E-08,1.618E-08,1.5933E-08,6.5462E-09, , ,2021-04-28
44,116,Ru,94,239,Pu,0,6.2214E-07,2.2672E-07,3.384E-07,1.3014E-07, , ,2021-04-28
44,115,Ru,94,239,Pu,0,4.0275E-06,1.4588E-06,4.3404E-06,1.6153E-06, , ,2021-04-28
44,114,Ru,94,239,Pu,0,3.5285E-05,1.2202E-05,4.1059E-05,1.5179E-05, , ,2021-04-28
44,113,Ru,94,239,Pu,1,9.961E-05,2.9513E-05,0.00013353,4.2349E-05, , ,2021-04-28
44,113,Ru,94,239,Pu,0,9.961E-05,2.9513E-05,0.00013353,4.2349E-05, , ,2021-04-28
44,112,Ru,94,239,Pu,0,0.0006889,0.00013156,0.00076562,0.00016045, , ,2021-04-28
44,111,Ru,94,239,Pu,0,0.0019895,0.0002615,0.0032957,0.00028803, , ,2021-04-28
44,110,Ru,94,239,Pu,0,0.0041419,0.00055073,0.0061503,0.0010621, , ,2021-04-28
44,109,Ru,94,239,Pu,0,0.011109,0.0016103,0.010451,0.0015304, , ,2021-04-28
44,108,Ru,94,239,Pu,0,0.010442,0.0018935,0.0082485,0.0024666, , ,2021-04-28
44,107,Ru,94,239,Pu,0,0.0070879,0.0020603,0.0045436,0.0020296, , ,2021-04-28
44,106,Ru,94,239,Pu,0,0.0029847,0.0010429,0.0018683,0.00072312, , ,2021-04-28
44,105,Ru,94,239,Pu,0,0.00077689,0.00028574,0.00037528,0.00013889, , ,2021-04-28
44,104,Ru,94,239,Pu,0,0.0001096,4.1175E-05,4.8348E-05,1.8441E-05, , ,2021-04-28
44,103,Ru,94,239,Pu,1,8.5008E-06,3.0378E-06,2.3174E-06,8.3873E-07, , ,2021-04-28
44,103,Ru,94,239,Pu,0,3.5212E-06,1.2584E-06,8.2824E-07,2.9977E-07, , ,2021-04-28
44,102,Ru,94,239,Pu,0,6.2967E-07,2.3141E-07,1.3059E-07,4.9323E-08, , ,2021-04-28
44,101,Ru,94,239,Pu,0,2.3984E-08,8.6959E-09,3.0765E-09,1.1689E-09, , ,2021-04-28
44,100,Ru,94,239,Pu,0,6.157E-10,2.4702E-10,4.4236E-11,1.6423E-11, , ,2021-04-28
44,99,Ru,94,239,Pu,0,9.1459E-12,3.2806E-12,0,0, , ,2021-04-28
43,117,Tc,94,239,Pu,0,8.2598E-12,2.9973E-12,1.1928E-12,4.901E-13, , ,2021-04-28
43,116,Tc,94,239,Pu,0,3.5737E-10,1.3036E-10,8.6126E-11,3.3137E-11, , ,2021-04-28
43,115,Tc,94,239,Pu,0,8.3369E-09,3.0432E-09,4.4948E-09,1.6812E-09, , ,2021-04-28
43,114,Tc,94,239,Pu,0,2.3561E-07,8.5496E-08,1.513E-07,5.8158E-08, , ,2021-04-28
43,113,Tc,94,239,Pu,0,5.4425E-06,1.9753E-06,4.5324E-06,1.7393E-06, , ,2021-04-28
43,112,Tc,94,239,Pu,0,6.4218E-05,2.2653E-05,4.9123E-05,1.8207E-05, , ,2021-04-28
43,111,Tc,94,239,Pu,0,0.00052188,0.00016665,0.00042901,0.00015928, , ,2021-04-28
43,110,Tc,94,239,Pu,0,0.00097162,0.00031956,0.00065872,0.00030476, , ,2021-04-28
43,109,Tc,94,239,Pu,0,0.0031075,0.0010401,0.0032066,0.0010516, , ,2021-04-28
43,108,Tc,94,239,Pu,0,0.0083244,0.0018206,0.011154,0.002621, , ,2021-04-28
43,107,Tc,94,239,Pu,0,0.019388,0.0027228,0.021994,0.0037269, , ,2021-04-28
43,106,Tc,94,239,Pu,0,0.019644,0.0037905,0.019338,0.003915, , ,2021-04-28
43,105,Tc,94,239,Pu,0,0.016385,0.0042062,0.013655,0.0037839, , ,2021-04-28
43,104,Tc,94,239,Pu,0,0.0060877,0.0021034,0.0052391,0.0019191, , ,2021-04-28
43,103,Tc,94,239,Pu,0,0.0022172,0.00077494,0.0013281,0.0004768, , ,2021-04-28
43,102,Tc,94,239,Pu,1,0.00016292,5.9685E-05,8.6895E-05,3.2809E-05, , ,2021-04-28
43,102,Tc,94,239,Pu,0,0.00016292,5.9685E-05,8.6895E-05,3.2809E-05, , ,2021-04-28
43,101,Tc,94,239,Pu,0,4.2728E-05,1.5486E-05,1.6317E-05,6.1994E-06, , ,2021-04-28
43,100,Tc,94,239,Pu,0,3.1366E-06,1.2584E-06,7.4916E-07,2.7813E-07, , ,2021-04-28
43,99,Tc,94,239,Pu,1,3.0809E-08,1.1051E-08,4.3569E-09,1.5436E-09, , ,2021-04-28
43,99,Tc,94,239,Pu,0,1.3324E-07,4.7793E-08,2.1639E-08,7.6662E-09, , ,2021-04-28
43,98,Tc,94,239,Pu,0,4.6253E-09,1.7213E-09,4.4566E-10,1.5945E-10, , ,2021-04-28
43,97,Tc,94,239,Pu,1,1.7855E-11,6.3527E-12, , , , ,2021-04-28
43,97,Tc,94,239,Pu,0,7.7219E-11,2.7474E-11,4.3598E-12,1.5878E-12, , ,2021-04-28
43,96,Tc,94,239,Pu,0,5.0774E-13,1.8129E-13, , , , ,2021-04-28
42,115,Mo,94,239,Pu,0,1.1498E-12,4.1972E-13, , , , ,2021-04-28
42,114,Mo,94,239,Pu,0,1.4898E-10,5.4075E-11,3.073E-11,1.1814E-11, , ,2021-04-28
42,113,Mo,94,239,Pu,0,1.1427E-08,4.1676E-09,3.3921E-09,1.3061E-09, , ,2021-04-28
42,112,Mo,94,239,Pu,0,7.0124E-07,2.5665E-07,2.3001E-07,8.7864E-08, , ,2021-04-28
42,111,Mo,94,239,Pu,0,1.2028E-05,4.407E-06,3.4825E-07,1.4222E-07, , ,2021-04-28
42,110,Mo,94,239,Pu,0,2.6903E-05,1.0095E-05,6.4951E-07,3.3429E-07, , ,2021-04-28
42,109,Mo,94,239,Pu,0,7.986E-05,3.2623E-05,4.8437E-05,2.3572E-05, , ,2021-04-28
42,108,Mo,94,239,Pu,0,0.0008032,0.00028641,0.00071942,0.00032784, , ,2021-04-28
42,107,Mo,94,239,Pu,0,0.0050067,0.0016105,0.0047176,0.0017603, , ,2021-04-28
42,106,Mo,94,239,Pu,0,0.018624,0.0037539,0.019352,0.0038955, , ,2021-04-28
42,105,Mo,94,239,Pu,0,0.035759,0.0047501,0.033257,0.0043857, , ,2021-04-28
42,104,Mo,94,239,Pu,0,0.041772,0.0048449,0.043252,0.0064278, , ,2021-04-28
42,103,Mo,94,239,Pu,0,0.033047,0.00595,0.024981,0.0057079, , ,2021-04-28
42,102,Mo,94,239,Pu,0,0.016671,0.004602,0.013064,0.0042773, , ,2021-04-28
42,101,Mo,94,239,Pu,0,0.0053094,0.0018183,0.0032935,0.0012293, , ,2021-04-28
42,100,Mo,94,239,Pu,0,0.0014392,0.00057216,0.0006592,0.00024409, , ,2021-04-28
42,99,Mo,94,239,Pu,0,0.00019121,6.8512E-05,6.3639E-05,2.2543E-05, , ,2021-04-28
42,98,Mo,94,239,Pu,0,2.0594E-05,7.6638E-06,4.906E-06,1.7553E-06, , ,2021-04-28
42,97,Mo,94,239,Pu,0,1.1014E-06,3.9188E-07,1.646E-07,5.9945E-08, , ,2021-04-28
42,96,Mo,94,239,Pu,0,4.8403E-08,1.7282E-08,5.0096E-09,1.8062E-09, , ,2021-04-28
42,95,Mo,94,239,Pu,0,1.0962E-09,3.9983E-10,6.519E-11,2.3766E-11, , ,2021-04-28
42,94,Mo,94,239,Pu,0,1.5155E-11,5.5694E-12,0,0, , ,2021-04-28
41,112,Nb,94,239,Pu,0,1.9367E-10,7.0911E-11,2.7847E-11,1.0639E-11, , ,2021-04-28
41,111,Nb,94,239,Pu,0,1.0113E-08,3.7162E-09, , , , ,2021-04-28
41,110,Nb,94,239,Pu,0,1.8454E-08,6.9482E-09,1.2216E-12,6.2878E-13, , ,2021-04-28
41,109,Nb,94,239,Pu,0,8.7851E-08,3.6063E-08,4.1716E-08,2.0464E-08, , ,2021-04-28
41,108,Nb,94,239,Pu,0,2.4387E-06,9.028E-07,1.8538E-06,8.9122E-07, , ,2021-04-28
41,107,Nb,94,239,Pu,0,6.597E-05,2.4677E-05,6.214E-05,2.7238E-05, , ,2021-04-28
41,106,Nb,94,239,Pu,0,0.00064506,0.00023159,0.00072501,0.00026708, , ,2021-04-28
41,105,Nb,94,239,Pu,0,0.0046652,0.0016011,0.0055448,0.0018348, , ,2021-04-28
41,104,Nb,94,239,Pu,1,0.006109,0.0018744,0.0088135,0.0025289, , ,2021-04-28
41,104,Nb,94,239,Pu,0,0.006109,0.0018744,0.0088135,0.0025289, , ,2021-04-28
41,103,Nb,94,239,Pu,0,0.030939,0.0058971,0.036303,0.0058797, , ,2021-04-28
41,102,Nb,94,239,Pu,1,0.016051,0.0028304,0.019911,0.0033813, , ,2021-04-28
41,102,Nb,94,239,Pu,0,0.016051,0.0028304,0.019911,0.0033813, , ,2021-04-28
41,101,Nb,94,239,Pu,0,0.03088,0.0056055,0.033326,0.0067894, , ,2021-04-28
41,100,Nb,94,239,Pu,1,0.01467,0.004499,0.013202,0.0040259, , ,2021-04-28
41,100,Nb,94,239,Pu,0,0.0034882,0.0010698,0.0027232,0.00083043, , ,2021-04-28
41,99,Nb,94,239,Pu,1,0.0015967,0.00052518,0.0010726,0.00036311, , ,2021-04-28
41,99,Nb,94,239,Pu,0,0.0069052,0.0022713,0.005327,0.0018034, , ,2021-04-28
41,98,Nb,94,239,Pu,1,0.0016978,0.0006247,0.0010494,0.00037439, , ,2021-04-28
41,98,Nb,94,239,Pu,0,0.00056261,0.00020701,0.00030118,0.00010745, , ,2021-04-28
41,97,Nb,94,239,Pu,1,8.4846E-05,3.0119E-05,3.3448E-05,1.2182E-05, , ,2021-04-28
41,97,Nb,94,239,Pu,0,0.00036694,0.00013026,0.00016612,6.0501E-05, , ,2021-04-28
41,96,Nb,94,239,Pu,0,5.0685E-05,1.8095E-05,1.7011E-05,6.1338E-06, , ,2021-04-28
41,95,Nb,94,239,Pu,1,8.3902E-07,3.0602E-07,1.7042E-07,6.2129E-08, , ,2021-04-28
41,95,Nb,94,239,Pu,0,3.6286E-06,1.3235E-06,8.4638E-07,3.0857E-07, , ,2021-04-28
41,94,Nb,94,239,Pu,1,6.9596E-08,2.5575E-08,9.5743E-09,3.4707E-09, , ,2021-04-28
41,94,Nb,94,239,Pu,0,9.8754E-08,3.6291E-08,1.6012E-08,5.8043E-09, , ,2021-04-28
41,93,Nb,94,239,Pu,1,1.052E-09,3.716E-10,8.4643E-11,3.0388E-11, , ,2021-04-28
41,93,Nb,94,239,Pu,0,4.5498E-09,1.6071E-09,4.2039E-10,1.5092E-10, , ,2021-04-28
41,92,Nb,94,239,Pu,1,2.7338E-11,9.5834E-12,1.2384E-12,4.3946E-13, , ,2021-04-28
