 U-235(n,el) ENDFB-8.0
Energy(eV) XS(b)
157.489 15.0327
157.491 14.9490
157.492 14.8605
157.493 14.7792
157.495 14.6995
157.496 14.6215
157.498 14.5452
157.499 14.4707
157.500 14.3981
157.502 14.3275
157.503 14.2538
157.505 14.1871
157.506 14.1222
157.508 14.0591
157.509 13.9979
157.510 13.9384
157.512 13.8806
157.513 13.8245
157.515 13.7662
157.516 13.7134
157.517 13.6621
157.519 13.6123
157.520 13.5639
157.522 13.5169
157.523 13.4711
157.524 13.4267
157.526 13.3804
157.527 13.3385
157.529 13.2977
157.530 13.2579
157.532 13.2193
157.533 13.1816
157.536 13.1092
157.539 13.0380
157.541 12.9726
157.544 12.9104
157.547 12.8510
157.550 12.7924
157.553 12.7383
157.556 12.6866
157.558 12.6370
157.561 12.5878
157.564 12.5423
157.567 12.4984
157.570 12.4563
157.573 12.4143
157.575 12.3752
157.578 12.3374
157.581 12.3010
157.584 12.2645
157.587 12.2305
157.592 12.1656
157.598 12.1034
157.604 12.0459
157.609 11.9905
157.615 11.9388
157.621 11.8889
157.626 11.8421
157.632 11.7966
157.637 11.7539
157.643 11.7121
157.649 11.6728
157.654 11.6342
157.660 11.5976
157.666 11.5604
157.672 11.5251
157.678 11.4910
157.683 11.4579
157.689 11.4258
157.695 11.3946
157.707 11.3346
157.718 11.2777
157.730 11.2233
157.741 11.1712
157.753 11.1211
157.765 11.0724
157.776 11.0257
157.788 10.9804
157.799 10.9364
157.811 10.8934
157.823 10.8515
157.834 10.8106
157.846 10.7704
157.869 10.6918
157.892 10.6159
157.916 10.5418
157.939 10.4691
157.962 10.3976
157.985 10.3267
158.008 10.2563
158.032 10.1860
158.055 10.1153
158.078 10.0446
158.090 10.0090
158.101 9.97326
158.113 9.93729
158.124 9.90107
158.136 9.86426
158.148 9.82747
158.159 9.79035
158.171 9.75288
158.183 9.71503
158.194 9.67680
158.206 9.63817
158.217 9.59915
158.229 9.55939
158.241 9.51963
158.252 9.47956
158.264 9.43928
158.275 9.39892
158.287 9.35867
158.299 9.31881
158.304 9.29914
158.310 9.27972
158.316 9.26062
158.322 9.24193
158.328 9.22375
158.333 9.20619
158.339 9.18939
158.345 9.17350
158.351 9.15871
158.357 9.14524
158.362 9.13332
158.368 9.12324
158.374 9.11532
158.380 9.10993
158.386 9.10748
158.391 9.10841
158.397 9.11321
158.403 9.12239
158.408 9.13284
158.412 9.14644
158.417 9.16339
158.421 9.18381
158.429 9.22882
158.437 9.28443
158.445 9.34881
158.453 9.41899
158.461 9.49191
158.465 9.52886
158.469 9.56624
158.473 9.60436
158.477 9.64372
158.481 9.68495
158.485 9.72864
158.491 9.79743
158.497 9.87212
158.502 9.95540
158.508 10.0435
158.513 10.1297
158.519 10.2164
158.524 10.3053
158.529 10.3912
158.534 10.4755
158.540 10.5536
158.545 10.6272
158.550 10.6926
158.558 10.7769
158.566 10.8431
158.581 10.9271
158.589 10.9474
158.597 10.9554
158.604 10.9532
158.612 10.9428
158.620 10.9254
158.628 10.9030
158.636 10.8766
158.643 10.8475
158.651 10.8164
158.659 10.7840
158.667 10.7510
158.675 10.7178
158.682 10.6843
158.690 10.6517
158.698 10.6197
158.706 10.5885
158.714 10.5582
158.721 10.5290
158.729 10.5008
158.737 10.4737
158.745 10.4475
158.753 10.4228
158.761 10.3993
158.768 10.3770
158.784 10.3359
158.800 10.2996
158.815 10.2678
158.831 10.2408
158.846 10.2183
158.862 10.2003
158.876 10.1875
158.891 10.1785
158.919 10.1712
158.948 10.1777
158.977 10.1974
159.005 10.2294
159.034 10.2722
159.062 10.3240
159.091 10.3828
159.120 10.4460
159.148 10.5104
159.177 10.5734
159.206 10.6320
159.234 10.6839
159.263 10.7266
159.291 10.7589
159.320 10.7797
159.377 10.7856
159.406 10.7710
159.435 10.7454
159.463 10.7093
159.492 10.6636
159.520 10.6088
159.535 10.5780
159.549 10.5451
159.563 10.5097
159.578 10.4723
159.592 10.4327
159.606 10.3907
159.621 10.3462
159.635 10.2991
159.649 10.2492
159.656 10.2229
159.664 10.1961
159.671 10.1680
159.678 10.1390
159.685 10.1090
159.692 10.0784
159.699 10.0461
159.707 10.0130
159.714 9.97813
159.721 9.94225
159.728 9.90423
159.735 9.86497
159.742 9.82318
159.749 9.77981
159.757 9.73338
159.760 9.70916
159.764 9.68491
159.767 9.65922
159.771 9.63271
159.775 9.60533
159.778 9.57782
159.782 9.54939
159.785 9.52084
159.788 9.49040
159.792 9.45977
159.795 9.42707
159.799 9.39409
159.802 9.35881
159.806 9.32316
159.809 9.28494
159.813 9.24625
159.816 9.20469
159.819 9.16254
159.823 9.11720
159.826 9.07115
159.828 9.04593
159.830 9.02156
159.832 8.99664
159.833 8.97117
159.835 8.94357
159.837 8.91691
159.838 8.88966
159.840 8.86182
159.842 8.83170
159.844 8.80265
159.845 8.77302
159.847 8.74282
159.849 8.71026
159.851 8.67898
159.852 8.64724
159.854 8.61509
159.856 8.58070
159.857 8.54799
159.859 8.51518
159.861 8.48245
159.863 8.44808
159.864 8.41617
159.866 8.38512
159.868 8.35531
159.870 8.32564
159.871 8.30003
159.873 8.27752
159.875 8.25901
159.876 8.24502
159.878 8.23851
159.880 8.24021
159.882 8.25213
159.882 8.26337
159.883 8.27854
159.885 8.31955
159.887 8.37960
159.888 8.46263
159.890 8.55137
159.891 8.65277
159.892 8.77479
159.894 8.91973
159.895 9.10398
159.896 9.30331
159.898 9.53140
159.899 9.78906
159.900 10.0995
159.902 10.4169
159.903 10.7594
159.904 11.1226
159.906 11.5006
159.907 11.8858
159.908 12.2700
159.910 12.6442
159.910 12.8384
159.911 13.0260
159.912 13.3525
159.914 13.6455
159.915 13.9005
159.916 14.1297
159.918 14.2996
159.919 14.4294
159.920 14.5214
159.922 14.5822
159.923 14.6071
159.925 14.5827
159.927 14.5412
159.928 14.4850
159.929 14.4170
159.931 14.3402
159.932 14.2299
159.934 14.1195
159.936 14.0055
159.937 13.8900
159.939 13.7746
159.940 13.6606
159.942 13.5487
159.944 13.4398
159.945 13.3340
159.947 13.2318
159.948 13.1333
159.950 13.0384
159.952 12.9473
159.953 12.8598
159.955 12.7759
159.956 12.6955
159.958 12.6183
159.960 12.5444
159.961 12.4736
159.963 12.4056
159.964 12.3404
159.966 12.2779
159.968 12.2178
159.969 12.1602
159.971 12.1048
159.972 12.0515
159.974 12.0002
159.976 11.9509
159.977 11.9033
159.979 11.8575
159.980 11.8133
159.982 11.7707
159.984 11.7270
159.985 11.6873
159.988 11.6118
159.992 11.5410
159.995 11.4745
159.998 11.4119
160.001 11.3529
160.004 11.2971
160.008 11.2442
160.011 11.1940
160.014 11.1462
160.017 11.1007
160.020 11.0572
160.024 11.0156
160.027 10.9758
160.030 10.9376
160.033 10.9010
160.037 10.8646
160.040 10.8306
160.043 10.7978
160.046 10.7661
160.049 10.7355
160.053 10.7058
160.059 10.6492
160.065 10.5956
160.072 10.5449
160.078 10.4966
160.085 10.4505
160.091 10.4064
160.097 10.3640
160.104 10.3231
160.110 10.2836
160.117 10.2454
160.123 10.2082
160.129 10.1721
160.136 10.1369
160.142 10.1020
160.149 10.0683
160.161 10.0030
160.174 9.93979
160.187 9.87836
160.200 9.81787
160.213 9.75896
160.226 9.70091
160.238 9.64348
160.251 9.58604
160.264 9.52929
160.277 9.47263
160.290 9.41591
160.302 9.35898
160.315 9.30172
160.328 9.24400
160.341 9.18569
160.354 9.12622
160.367 9.06639
160.379 9.00562
160.392 8.94379
160.405 8.88029
160.418 8.81598
160.431 8.75024
160.443 8.68295
160.456 8.61343
160.469 8.54262
160.482 8.46984
160.495 8.39494
160.508 8.31777
160.520 8.23816
160.533 8.15595
160.546 8.07096
160.559 7.98231
160.572 7.89121
160.584 7.79680
160.597 7.69892
160.604 7.64782
160.610 7.59658
160.617 7.54440
160.623 7.49126
160.629 7.43716
160.636 7.38209
160.642 7.32604
160.649 7.26903
160.655 7.21015
160.661 7.15123
160.668 7.09140
160.674 7.03073
160.681 6.96925
160.687 6.90706
160.693 6.84426
160.700 6.78098
160.706 6.71740
160.713 6.65372
160.719 6.59022
160.725 6.52722
160.732 6.46515
160.738 6.40451
160.745 6.34596
160.751 6.29028
160.756 6.25020
160.761 6.21292
160.766 6.17908
160.771 6.14999
160.775 6.12533
160.780 6.10714
160.785 6.09591
160.790 6.09358
160.795 6.10186
160.797 6.11092
160.800 6.12310
160.802 6.13979
160.805 6.16002
160.807 6.18478
160.809 6.21452
160.812 6.25131
160.814 6.29279
160.817 6.34090
160.819 6.39632
160.822 6.46260
160.824 6.53531
160.826 6.61784
160.829 6.71121
160.831 6.82123
160.834 6.94041
160.836 7.08026
160.839 7.23125
160.841 7.40793
160.844 7.59828
160.846 7.81125
160.848 8.04944
160.851 8.32751
160.853 8.62665
160.856 8.96113
160.858 9.33519
160.861 9.77218
160.863 10.2428
160.865 10.7700
160.868 11.3608
160.870 12.0529
160.873 12.8006
160.874 13.2435
160.875 13.6781
160.878 14.6280
160.879 15.1916
160.880 15.7452
160.881 16.3329
160.882 16.9571
160.884 17.6202
160.885 18.3247
160.886 19.0734
160.887 19.8693
160.889 20.7884
160.890 21.6929
160.891 22.6549
160.892 23.6782
160.893 24.7668
160.895 25.9248
160.896 27.1568
160.897 28.4674
160.898 29.9815
160.899 31.4715
160.901 33.0556
160.902 34.7391
160.903 36.5274
160.904 38.4258
160.905 40.4396
160.907 42.5740
160.909 46.2115
160.910 50.1797
160.912 54.4901
160.914 58.8936
160.916 63.8744
160.918 69.1790
160.920 74.7728
160.922 80.2896
160.924 86.2691
160.925 92.3103
160.927 98.2898
160.929 103.768
160.931 109.204
160.933 114.127
160.935 118.388
160.937 121.696
160.938 123.330
160.939 124.656
160.940 125.664
160.941 126.352
160.943 126.789
160.944 126.583
160.946 125.777
160.947 124.430
160.949 122.610
160.951 120.390
160.952 117.845
160.954 115.044
160.957 108.939
160.960 102.523
160.962 99.3049
160.963 96.1231
160.965 93.0009
160.967 89.9567
160.969 85.2087
160.971 82.9368
160.972 80.7367
160.973 78.6097
160.974 76.5565
160.977 72.8142
160.978 70.9736
160.980 69.2032
160.981 67.5014
160.982 65.8660
160.983 64.2950
160.985 62.7860
160.987 60.0505
160.990 57.4226
160.992 54.9982
160.995 52.7602
160.998 50.7687
161.000 48.8499
161.003 47.1387
161.005 45.4858
161.008 44.0079
161.010 42.5765
161.013 41.2434
161.016 40.0001
161.018 38.8821
161.021 37.7932
161.023 36.7733
161.026 35.8166
161.028 34.9516
161.031 34.1046
161.034 33.3070
161.036 32.5550
161.039 31.8716
161.041 31.1991
161.044 30.5866
161.046 29.9826
161.049 29.4313
161.051 28.8864
161.054 28.3687
161.057 27.8762
161.059 27.4249
161.062 26.9771
161.064 26.5500
161.067 26.1423
161.069 25.7673
161.075 25.0368
161.080 24.3789
161.085 23.7726
161.090 23.2123
161.095 22.6833
161.100 22.2017
161.105 21.7449
161.111 21.3272
161.116 20.9292
161.121 20.5637
161.126 20.2207
161.131 19.8981
161.138 19.4912
161.145 19.1149
161.152 18.7659
161.159 18.4414
161.166 18.1390
161.172 17.8564
161.179 17.5919
161.186 17.3437
161.193 17.1104
161.200 16.8907
161.207 16.6835
161.214 16.4877
161.221 16.3023
161.228 16.1266
161.235 15.9599
161.241 15.8036
161.248 15.6526
161.255 15.5087
161.262 15.3714
161.269 15.2402
161.276 15.1148
161.283 14.9947
161.290 14.8796
161.296 14.7708
161.310 14.5627
161.324 14.3702
161.338 14.1913
161.352 14.0259
161.365 13.8702
161.379 13.7242
161.393 13.5871
161.407 13.4579
161.421 13.3359
161.434 13.2205
161.448 13.1109
161.462 13.0075
161.476 12.9083
161.489 12.8136
161.503 12.7230
161.517 12.6368
161.531 12.5535
161.545 12.4734
161.558 12.3962
161.572 12.3224
161.596 12.1989
161.618 12.0940
161.639 11.9939
161.661 11.8983
161.682 11.8069
161.705 11.7137
161.728 11.6256
161.751 11.5427
161.774 11.4654
161.792 11.4089
161.812 11.3500
161.832 11.2947
161.852 11.2421
161.872 11.1914
161.912 11.0932
161.952 10.9966
161.972 10.9484
161.992 10.9005
162.012 10.8530
162.032 10.8062
162.052 10.7599
162.072 10.7147
162.093 10.6701
162.113 10.6270
162.133 10.5850
162.153 10.5447
162.173 10.5064
162.193 10.4705
162.213 10.4371
162.233 10.4071
162.253 10.3808
162.273 10.3589
162.307 10.3338
162.341 10.3272
162.375 10.3425
162.393 10.3591
162.410 10.3816
162.427 10.4100
162.444 10.4437
162.461 10.4819
162.478 10.5232
162.495 10.5666
162.512 10.6101
162.529 10.6522
162.546 10.6908
162.566 10.7289
162.575 10.7445
162.585 10.7574
162.595 10.7674
162.605 10.7740
162.610 10.7761
162.615 10.7772
162.620 10.7776
162.624 10.7772
162.629 10.7763
162.634 10.7751
162.643 10.7734
162.648 10.7739
162.652 10.7759
162.655 10.7776
162.657 10.7797
162.659 10.7820
162.662 10.7847
162.664 10.7878
162.666 10.7908
162.671 10.7969
162.676 10.8022
162.680 10.8063
162.690 10.8099
162.694 10.8094
162.699 10.8077
162.707 10.8024
162.714 10.7948
162.722 10.7853
162.729 10.7743
162.737 10.7620
162.744 10.7486
162.752 10.7343
162.759 10.7191
162.774 10.6865
162.789 10.6514
162.804 10.6143
162.819 10.5753
162.841 10.5145
162.864 10.4508
162.886 10.3847
162.908 10.3166
162.931 10.2465
162.953 10.1746
162.975 10.1009
162.997 10.0256
163.020 9.94813
163.042 9.86851
163.064 9.78656
163.086 9.70243
163.109 9.61506
163.120 9.57000
163.131 9.52450
163.142 9.47769
163.153 9.43036
163.164 9.38204
163.176 9.33268
163.187 9.28176
163.198 9.23014
163.209 9.17681
163.220 9.12268
163.231 9.06670
163.242 9.00980
163.254 8.95091
163.265 8.89100
163.276 8.82895
163.287 8.76582
163.298 8.70043
163.309 8.63392
163.321 8.56508
163.332 8.49517
163.343 8.42363
163.354 8.35056
163.365 8.27546
163.376 8.19993
163.382 8.16151
163.387 8.12297
163.393 8.08437
163.398 8.04648
163.404 8.00804
163.410 7.96984
163.415 7.93202
163.421 7.89540
163.426 7.85884
163.432 7.82385
163.437 7.78942
163.443 7.75704
163.449 7.72589
163.454 7.69697
163.460 7.67073
163.465 7.64809
163.471 7.62885
163.476 7.61416
163.482 7.60486
163.488 7.60189
163.493 7.60624
163.499 7.61930
163.504 7.64253
163.510 7.67687
163.515 7.72546
163.521 7.78865
163.527 7.87114
163.532 7.97262
163.538 8.10732
163.544 8.26950
163.550 8.46521
163.555 8.69865
163.561 8.97412
163.567 9.29582
163.573 9.66755
163.579 10.0924
163.584 10.5810
163.590 11.1170
163.596 11.7060
163.602 12.3432
163.608 13.0206
163.613 13.7270
163.619 14.4482
163.625 15.1678
163.628 15.5335
163.631 15.8798
163.634 16.2282
163.637 16.5534
163.640 16.8755
163.643 17.1714
163.649 17.7115
163.654 18.1825
163.660 18.5689
163.666 18.8697
163.672 19.0843
163.678 19.2258
163.684 19.2975
163.690 19.3080
163.696 19.2678
163.701 19.1842
163.707 19.0660
163.713 18.9206
163.719 18.7577
163.726 18.5325
163.734 18.2930
163.737 18.1684
163.741 18.0460
163.745 17.9197
163.748 17.7967
163.752 17.6707
163.756 17.5489
163.759 17.4248
163.763 17.3053
163.770 17.0680
163.777 16.8381
163.785 16.6166
163.792 16.4038
163.799 16.2000
163.807 16.0051
163.814 15.8190
163.821 15.6414
163.829 15.4720
163.836 15.3127
163.843 15.1586
163.850 15.0117
163.858 14.8716
163.865 14.7379
163.872 14.6102
163.880 14.4882
163.887 14.3716
163.894 14.2601
163.901 14.1533
163.909 14.0510
163.916 13.9530
163.923 13.8589
163.931 13.7686
163.938 13.6818
163.945 13.5984
163.952 13.5192
163.960 13.4419
163.967 13.3674
163.974 13.2955
163.982 13.2262
163.989 13.1593
163.996 13.0946
164.004 13.0320
164.011 12.9715
164.018 12.9129
164.025 12.8561
164.040 12.7477
164.055 12.6455
164.069 12.5497
164.084 12.4583
164.098 12.3717
164.113 12.2893
164.128 12.2109
164.142 12.1360
164.157 12.0645
164.171 11.9960
164.186 11.9307
164.200 11.8675
164.215 11.8067
164.230 11.7480
164.244 11.6914
164.259 11.6366
164.273 11.5836
164.288 11.5322
164.303 11.4827
164.317 11.4341
164.332 11.3869
164.361 11.2959
164.390 11.2090
164.419 11.1260
164.448 11.0457
164.478 10.9680
164.507 10.8926
164.536 10.8192
164.565 10.7471
164.594 10.6765
164.623 10.6066
164.653 10.5375
164.682 10.4686
164.711 10.3998
164.740 10.3309
164.769 10.2619
164.798 10.1919
164.828 10.1210
164.857 10.0489
164.886 9.97542
164.915 9.89982
164.944 9.82193
164.974 9.74133
165.003 9.65781
165.017 9.61454
165.032 9.57025
165.046 9.52487
165.061 9.47862
165.076 9.43077
165.090 9.38154
165.105 9.33079
165.119 9.27878
165.134 9.22466
165.148 9.16861
165.163 9.11047
165.178 9.05007
165.192 8.98719
165.207 8.92161
165.221 8.85307
165.236 8.78180
165.251 8.70649
165.265 8.62728
165.280 8.54375
165.287 8.50023
165.294 8.45545
165.302 8.40936
165.309 8.36187
165.316 8.31292
165.324 8.26242
165.331 8.21029
165.338 8.15643
165.345 8.10075
165.353 8.04394
165.360 7.98432
165.367 7.92253
165.375 7.85846
165.382 7.79196
165.389 7.72290
165.396 7.65111
165.404 7.57644
165.411 7.49870
165.418 7.41773
165.426 7.33334
165.433 7.24532
165.440 7.15350
165.448 7.05766
165.455 6.95763
165.459 6.90528
165.462 6.85325
165.466 6.80012
165.469 6.74589
165.473 6.68900
165.477 6.63251
165.480 6.57329
165.484 6.51454
165.488 6.45304
165.491 6.39213
165.495 6.32848
165.499 6.26558
165.502 6.20002
165.506 6.13546
165.510 6.06845
165.513 6.00278
165.517 5.93503
165.520 5.86911
165.524 5.80355
165.528 5.73872
165.531 5.67339
165.535 5.61170
165.539 5.55102
165.542 5.49556
165.546 5.44345
165.550 5.39891
165.553 5.36126
165.557 5.33468
165.561 5.32039
165.564 5.32239
165.566 5.33106
165.568 5.34488
165.570 5.36480
165.571 5.39149
165.573 5.42786
165.575 5.47096
165.577 5.52342
165.579 5.58626
165.581 5.66061
165.582 5.74772
165.584 5.84893
165.586 5.96576
165.589 6.19097
165.590 6.31794
165.592 6.45803
165.593 6.62384
165.595 6.79436
165.596 6.98125
165.597 7.18565
165.599 7.42546
165.600 7.67002
165.602 7.93590
165.603 8.22441
165.604 8.53682
165.606 8.87441
165.607 9.23842
165.609 9.63001
165.610 10.0814
165.612 10.5334
165.613 11.0157
165.614 11.5289
165.616 12.0731
165.617 12.6483
165.619 13.2540
165.620 13.8891
165.623 15.2917
165.626 16.7402
165.628 18.2530
165.631 19.7931
165.634 21.0476
165.636 22.2123
165.638 23.3188
165.640 24.3450
165.642 25.3112
165.645 26.1176
165.647 26.7986
165.649 27.3489
165.651 27.7018
165.653 27.9565
165.654 28.1381
165.656 28.2508
165.658 28.3006
165.659 28.2879
165.663 28.1120
165.666 27.7626
165.670 27.3041
165.673 26.7660
165.677 26.1786
165.680 25.5658
165.683 24.9634
165.685 24.6542
165.687 24.3476
165.690 23.7630
165.692 23.4689
165.693 23.1802
165.697 22.6371
165.700 22.1180
165.703 21.6239
165.707 21.1410
165.710 20.6973
165.713 20.2652
165.717 19.8689
165.720 19.4833
165.723 19.1298
165.727 18.7956
165.730 18.4795
165.733 18.1714
165.737 17.8885
165.740 17.6124
165.743 17.3584
165.747 17.1101
165.750 16.8812
165.753 16.6635
165.757 16.4561
165.760 16.2527
165.763 16.0644
165.767 15.8793
165.770 15.7076
165.773 15.5385
165.777 15.3814
165.780 15.2308
165.783 15.0864
165.787 14.9435
165.790 14.8103
165.793 14.6784
165.797 14.5552
165.800 14.4329
165.803 14.3185
165.810 14.1016
165.817 13.8959
165.823 13.7035
165.830 13.5228
165.837 13.3553
165.843 13.1949
165.850 13.0432
165.857 12.8995
165.863 12.7650
165.870 12.6351
165.877 12.5131
165.883 12.3949
165.890 12.2835
165.896 12.1879
165.902 12.0959
165.908 12.0071
165.914 11.9229
165.919 11.8402
165.925 11.7603
165.937 11.6096
165.949 11.4674
165.961 11.3352
165.972 11.2103
165.984 11.0945
165.996 10.9853
166.008 10.8847
166.019 10.7909
166.031 10.7057
166.043 10.6279
166.055 10.5595
166.066 10.5000
166.078 10.4512
166.091 10.4095
166.105 10.3845
166.118 10.3777
166.131 10.3915
166.147 10.4388
166.163 10.5226
166.179 10.6450
166.195 10.8059
166.203 10.8998
166.211 11.0018
166.219 11.1108
166.227 11.2258
166.235 11.3451
166.243 11.4674
166.251 11.5910
166.259 11.7140
166.270 11.8853
166.282 12.0462
166.293 12.1947
166.304 12.3276
166.316 12.4432
166.327 12.5404
166.338 12.6191
166.350 12.6798
166.372 12.7521
166.395 12.7691
166.406 12.7612
166.417 12.7445
166.429 12.7205
166.440 12.6905
166.454 12.6481
166.467 12.6003
166.481 12.5486
166.494 12.4941
166.508 12.4379
166.522 12.3805
166.535 12.3226
166.549 12.2651
166.562 12.2074
166.576 12.1503
166.590 12.0939
166.603 12.0388
166.617 11.9842
166.630 11.9307
166.644 11.8782
166.657 11.8272
166.671 11.7769
166.685 11.7276
166.698 11.6795
166.712 11.6327
166.725 11.5865
166.739 11.5413
166.752 11.4971
166.766 11.4540
166.793 11.3697
166.820 11.2888
166.847 11.2104
166.875 11.1347
166.902 11.0609
166.929 10.9890
166.956 10.9187
166.983 10.8501
167.010 10.7824
167.038 10.7158
167.065 10.6498
167.092 10.5845
167.119 10.5193
167.146 10.4545
167.173 10.3892
167.187 10.3565
167.200 10.3238
167.214 10.2906
167.228 10.2571
167.241 10.2232
167.255 10.1890
167.268 10.1536
167.275 10.1356
167.282 10.1171
167.289 10.0982
167.296 10.0788
167.302 10.0587
167.309 10.0381
167.316 10.0146
167.324 9.99010
167.331 9.96366
167.338 9.93584
167.345 9.90586
167.353 9.87480
167.356 9.85847
167.360 9.84251
167.363 9.82663
167.367 9.81102
167.371 9.79545
167.374 9.78092
167.378 9.76717
167.382 9.75430
167.385 9.74205
167.389 9.73109
167.392 9.72104
167.396 9.71181
167.403 9.69515
167.411 9.68059
167.418 9.66678
167.425 9.65341
167.436 9.63168
167.448 9.60876
167.459 9.58424
167.470 9.55818
167.482 9.53074
167.493 9.50208
167.504 9.47238
167.516 9.44176
167.527 9.41006
167.538 9.37795
167.550 9.34522
167.561 9.31196
167.572 9.27825
167.583 9.24417
167.595 9.20978
167.606 9.17518
167.617 9.14016
167.629 9.10543
167.640 9.07082
167.651 9.03648
167.663 9.00256
167.674 8.96927
167.685 8.93684
167.697 8.90554
167.708 8.87543
167.719 8.84741
167.731 8.82164
167.742 8.79863
167.753 8.77895
167.764 8.76327
167.776 8.75237
167.787 8.74712
167.799 8.74905
167.812 8.76033
167.824 8.78257
167.836 8.81755
167.849 8.86719
167.861 8.93350
167.873 9.01849
167.886 9.12411
167.898 9.25316
167.910 9.40484
167.923 9.58071
167.935 9.78053
167.947 10.0030
167.959 10.2455
167.972 10.5044
167.984 10.7745
167.996 11.0522
168.009 11.3287
168.021 11.5971
168.034 11.8491
168.046 12.0833
168.058 12.2933
168.071 12.4762
168.083 12.6294
168.095 12.7553
168.108 12.8534
168.133 12.9733
168.157 13.0090
168.170 13.0015
168.182 12.9806
168.192 12.9556
168.202 12.9247
168.212 12.8881
168.221 12.8474
168.231 12.8025
168.241 12.7549
168.251 12.7041
168.261 12.6515
168.271 12.5964
168.281 12.5402
168.290 12.4820
168.300 12.4232
168.310 12.3625
168.320 12.3013
168.330 12.2390
168.340 12.1754
168.349 12.1099
168.359 12.0435
168.369 11.9745
168.374 11.9396
168.379 11.9041
168.384 11.8672
168.389 11.8303
168.394 11.7926
168.399 11.7540
168.404 11.7136
168.409 11.6728
168.413 11.6309
168.418 11.5876
168.423 11.5418
168.428 11.4952
168.433 11.4467
168.436 11.4212
168.438 11.3962
168.441 11.3695
168.443 11.3422
168.446 11.3142
168.448 11.2866
168.450 11.2573
168.453 11.2284
168.455 11.1975
168.458 11.1672
168.460 11.1348
168.463 11.1016
168.465 11.0676
168.468 11.0343
168.470 10.9990
168.473 10.9645
168.475 10.9282
168.477 10.8931
168.480 10.8565
168.482 10.8219
168.485 10.7868
168.487 10.7545
168.489 10.7380
168.490 10.7234
168.492 10.6970
168.495 10.6746
168.497 10.6595
168.499 10.6537
168.501 10.6535
168.502 10.6599
168.504 10.6733
168.506 10.6966
168.508 10.7283
168.511 10.8243
168.513 10.8947
168.514 10.9743
168.516 11.0667
168.518 11.1713
168.520 11.2941
168.521 11.4195
168.523 11.5516
168.525 11.6875
168.526 11.7599
168.527 11.8320
168.528 11.9657
168.530 12.1010
168.532 12.2202
168.534 12.3349
168.535 12.4312
168.537 12.5148
168.539 12.5858
168.542 12.6937
168.546 12.7550
168.547 12.7730
168.549 12.7824
168.551 12.7854
168.552 12.7830
168.555 12.7733
168.557 12.7576
168.559 12.7373
168.561 12.7148
168.563 12.6887
168.565 12.6621
168.568 12.6330
168.570 12.6045
168.572 12.5742
168.574 12.5438
168.576 12.5136
168.578 12.4849
168.581 12.4553
168.583 12.4274
168.585 12.3987
168.587 12.3719
168.589 12.3444
168.591 12.3175
168.594 12.2913
168.596 12.2668
168.598 12.2418
168.600 12.2184
168.602 12.1946
168.604 12.1724
168.607 12.1496
168.609 12.1285
168.611 12.1068
168.613 12.0866
168.617 12.0465
168.622 12.0082
168.626 11.9707
168.630 11.9355
168.635 11.9016
168.639 11.8689
168.643 11.8374
168.647 11.8069
168.652 11.7773
168.656 11.7486
168.660 11.7202
168.665 11.6931
168.669 11.6667
168.673 11.6411
168.678 11.6161
168.682 11.5918
168.686 11.5681
168.691 11.5453
168.695 11.5208
168.700 11.4975
168.705 11.4756
168.710 11.4558
168.719 11.4215
168.724 11.4070
168.729 11.3941
168.733 11.3815
168.738 11.3689
168.743 11.3554
168.748 11.3412
168.757 11.3092
168.762 11.2916
168.767 11.2739
168.775 11.2433
168.783 11.2123
168.790 11.1814
168.798 11.1507
168.806 11.1204
168.814 11.0904
168.822 11.0609
168.830 11.0317
168.838 11.0029
168.846 10.9744
168.862 10.9182
168.877 10.8628
168.893 10.8081
168.909 10.7538
168.925 10.6997
168.941 10.6457
168.956 10.5916
168.972 10.5374
168.988 10.4828
169.004 10.4278
169.019 10.3727
169.035 10.3166
169.051 10.2600
169.067 10.2028
169.075 10.1740
169.083 10.1451
169.091 10.1161
169.098 10.0871
169.106 10.0580
169.114 10.0290
169.122 10.0001
169.130 9.97133
169.138 9.94283
169.146 9.91504
169.154 9.88739
169.162 9.86039
169.169 9.83422
169.177 9.80912
169.185 9.78536
169.193 9.76324
169.201 9.74316
169.209 9.72556
169.217 9.71097
169.225 9.70000
169.233 9.69339
169.241 9.69197
169.248 9.69670
169.256 9.70869
169.264 9.72919
169.272 9.75914
169.283 9.82130
169.294 9.91049
169.305 10.0313
169.316 10.1862
169.327 10.3809
169.339 10.6147
169.344 10.7467
169.350 10.8848
169.355 11.0306
169.361 11.1836
169.366 11.3500
169.372 11.5224
169.375 11.6125
169.378 11.7053
169.380 11.8004
169.383 11.8970
169.386 11.9938
169.389 12.0859
169.391 12.1755
169.394 12.2620
169.400 12.4350
169.406 12.5908
169.413 12.7551
169.419 12.8959
169.426 13.0178
169.433 13.1176
169.447 13.2599
169.460 13.3311
169.474 13.3449
169.481 13.3342
169.488 13.3144
169.495 13.2864
169.501 13.2524
169.508 13.2133
169.515 13.1701
169.522 13.1251
169.528 13.0786
169.535 13.0306
169.541 12.9815
169.548 12.9317
169.554 12.8816
169.561 12.8314
169.567 12.7815
169.574 12.7319
169.580 12.6829
169.587 12.6346
169.593 12.5870
169.600 12.5402
169.606 12.4943
169.613 12.4493
169.619 12.4052
169.626 12.3620
169.632 12.3198
169.639 12.2786
169.645 12.2383
