 U-235(n,total fission) ENDFB-8.0
Energy(eV) XS(b)
151.129 0.655346
151.133 0.619438
151.136 0.588442
151.140 0.561808
151.148 0.520206
151.155 0.490289
151.163 0.470131
151.171 0.457708
151.178 0.451477
151.186 0.450026
151.193 0.452483
151.201 0.458060
151.208 0.466017
151.216 0.476076
151.224 0.487758
151.231 0.500754
151.239 0.514631
151.246 0.529572
151.254 0.545253
151.269 0.578195
151.284 0.613333
151.299 0.649974
151.307 0.669067
151.314 0.688620
151.322 0.708667
151.330 0.728977
151.337 0.750145
151.345 0.771970
151.352 0.794531
151.360 0.817916
151.368 0.842230
151.375 0.867591
151.383 0.894135
151.390 0.921642
151.398 0.951020
151.405 0.982115
151.413 1.01516
151.421 1.04995
151.428 1.08772
151.436 1.12839
151.443 1.17239
151.451 1.21955
151.458 1.27174
151.466 1.32905
151.470 1.35989
151.474 1.39234
151.477 1.42655
151.481 1.46167
151.485 1.49978
151.489 1.54012
151.493 1.58291
151.496 1.62836
151.500 1.67672
151.504 1.72829
151.508 1.78336
151.511 1.84069
151.515 1.90377
151.519 1.97155
151.523 2.04454
151.527 2.12331
151.530 2.20853
151.534 2.30094
151.538 2.40142
151.542 2.50796
151.546 2.62743
151.549 2.75841
151.553 2.90246
151.557 3.06140
151.559 3.14709
151.561 3.23734
151.563 3.33245
151.565 3.43279
151.566 3.53875
151.568 3.65073
151.570 3.76921
151.572 3.88789
151.575 4.10836
151.578 4.34327
151.581 4.60219
151.584 4.88834
151.586 5.05335
151.587 5.21659
151.589 5.38867
151.590 5.57019
151.592 5.76180
151.593 5.96419
151.595 6.17811
151.596 6.40433
151.598 6.66018
151.599 6.91463
151.601 7.18419
151.602 7.46988
151.604 7.77281
151.605 8.09412
151.607 8.43500
151.608 8.79670
151.610 9.18049
151.611 9.58768
151.613 10.0195
151.614 10.4774
151.616 10.9623
151.617 11.4754
151.619 12.0176
151.620 12.5896
151.622 13.3154
151.624 14.0839
151.626 14.8932
151.628 15.7398
151.629 16.6178
151.631 17.5188
151.633 18.4312
151.635 19.2897
151.636 20.1774
151.638 21.0216
151.640 21.7971
151.642 22.4422
151.644 23.0069
151.645 23.4252
151.647 23.6759
151.649 23.7454
151.650 23.7142
151.651 23.6356
151.652 23.5102
151.652 23.3391
151.654 22.8671
151.656 22.2383
151.658 21.4772
151.660 20.6117
151.661 19.6709
151.663 18.7381
151.665 17.7277
151.667 16.7152
151.670 14.8032
151.672 13.8720
151.674 12.9863
151.676 12.1501
151.677 11.4077
151.679 10.9114
151.680 10.4381
151.681 9.98712
151.682 9.59302
151.683 9.18349
151.684 8.79451
151.686 8.42529
151.687 8.10348
151.688 7.76978
151.689 7.45337
151.690 7.15340
151.691 6.89215
151.694 6.38550
151.696 5.92794
151.698 5.49736
151.701 5.12485
151.703 4.78740
151.705 4.48128
151.708 4.19166
151.710 3.93962
151.712 3.70990
151.715 3.50017
151.717 3.30043
151.719 3.12544
151.722 2.96488
151.724 2.81735
151.726 2.67591
151.729 2.55120
151.731 2.43607
151.733 2.32963
151.736 2.22698
151.738 2.13593
151.740 2.05141
151.743 1.97286
151.745 1.89669
151.747 1.82879
151.750 1.76545
151.752 1.70630
151.754 1.64869
151.757 1.59709
151.759 1.54876
151.761 1.50344
151.764 1.45912
151.766 1.41928
151.770 1.34657
151.775 1.28078
151.780 1.22358
151.784 1.17151
151.789 1.12600
151.794 1.08436
151.798 1.04778
151.803 1.01417
151.808 0.984537
151.812 0.957203
151.817 0.933014
151.822 0.910633
151.826 0.890769
151.831 0.872337
151.836 0.855936
151.840 0.840680
151.845 0.827074
151.850 0.814390
151.854 0.803052
151.859 0.792460
151.863 0.782973
151.868 0.774090
151.873 0.766114
151.882 0.751889
151.891 0.739811
151.901 0.729476
151.910 0.720541
151.919 0.712712
151.929 0.705733
151.938 0.699378
151.947 0.693447
151.956 0.687759
151.966 0.682150
151.975 0.676472
151.982 0.671943
151.989 0.667306
152.004 0.657349
152.011 0.651891
152.018 0.646225
152.025 0.640291
152.032 0.634139
152.039 0.627772
152.046 0.621530
152.053 0.615580
152.061 0.610311
152.068 0.606266
152.075 0.604439
152.082 0.606044
152.089 0.612945
152.095 0.624093
152.100 0.642244
152.106 0.669843
152.112 0.709970
152.118 0.766341
152.120 0.802585
152.123 0.843116
152.126 0.891345
152.129 0.944370
152.132 1.00405
152.135 1.07055
152.137 1.14652
152.140 1.22639
152.146 1.40564
152.149 1.50284
152.152 1.59832
152.155 1.69683
152.157 1.78947
152.160 1.88071
152.163 1.96237
152.166 2.03865
152.169 2.10313
152.172 2.15973
152.174 2.20430
152.177 2.23916
152.180 2.26483
152.183 2.28249
152.186 2.29185
152.189 2.29462
152.191 2.29159
152.197 2.27194
152.203 2.23975
152.209 2.20030
152.214 2.15739
152.220 2.11356
152.226 2.07121
152.231 2.02978
152.237 1.99059
152.243 1.95391
152.248 1.91979
152.260 1.85904
152.271 1.80780
152.278 1.78115
152.284 1.75695
152.298 1.71499
152.311 1.68026
152.325 1.65160
152.338 1.62754
152.351 1.60747
152.365 1.59076
152.378 1.57698
152.400 1.55924
152.422 1.54685
152.444 1.53890
152.466 1.53482
152.488 1.53416
152.510 1.53670
152.533 1.54232
152.555 1.55092
152.577 1.56260
152.599 1.57738
152.621 1.59535
152.643 1.61648
152.665 1.64104
152.687 1.66879
152.709 1.69985
152.731 1.73359
152.748 1.76189
152.766 1.79119
152.783 1.82104
152.801 1.85092
152.818 1.88122
152.835 1.91260
152.853 1.94706
152.870 1.98772
152.888 2.03978
152.896 2.07161
152.905 2.10756
152.914 2.14894
152.923 2.19525
152.931 2.24792
152.940 2.30606
152.949 2.37129
152.958 2.44241
152.966 2.52132
152.975 2.60654
152.984 2.70038
152.993 2.80114
153.001 2.91161
153.010 3.02989
153.020 3.18247
153.031 3.34824
153.041 3.53200
153.051 3.73198
153.061 3.95426
153.072 4.19701
153.082 4.46794
153.092 4.76523
153.102 5.09878
153.113 5.46687
153.118 5.67075
153.123 5.88241
153.128 6.10653
153.133 6.34405
153.138 6.60109
153.143 6.86893
153.148 7.15361
153.154 7.45650
153.159 7.78563
153.164 8.13005
153.169 8.49771
153.174 8.89066
153.179 9.31968
153.184 9.77081
153.189 10.2548
153.195 10.7748
153.200 11.3456
153.205 11.9493
153.210 12.6007
153.215 13.3048
153.220 14.0826
153.225 14.9106
153.230 15.8102
153.236 16.7893
153.241 17.8790
153.246 19.0479
153.251 20.3279
153.256 21.7326
153.261 23.3094
153.266 25.0159
153.271 26.9017
153.277 28.9907
153.279 30.1427
153.282 31.3587
153.284 32.6432
153.287 33.9473
153.289 35.3802
153.292 36.8369
153.295 38.4396
153.297 40.0710
153.300 41.8683
153.302 43.7754
153.305 45.8006
153.307 47.8670
153.310 50.1492
153.312 52.4805
153.315 55.0579
153.318 57.6934
153.320 60.6096
153.323 63.7172
153.325 67.0297
153.328 70.4212
153.330 74.1773
153.333 78.0232
153.336 82.2816
153.338 86.6394
153.340 89.7572
153.341 93.0049
153.343 96.3866
153.345 99.6951
153.346 103.347
153.348 106.916
153.350 110.850
153.351 114.688
153.353 118.911
153.355 123.022
153.356 127.534
153.358 131.914
153.360 136.707
153.361 141.343
153.363 146.395
153.365 151.260
153.366 156.536
153.368 161.907
153.370 167.356
153.371 172.536
153.375 183.294
153.378 193.970
153.381 204.310
153.384 214.018
153.388 222.773
153.391 230.247
153.393 233.497
153.394 236.287
153.396 238.586
153.398 240.277
153.399 241.552
153.401 242.249
153.403 242.450
153.404 242.131
153.406 241.261
153.408 239.956
153.411 235.862
153.414 230.069
153.418 222.857
153.421 214.268
153.424 205.127
153.428 195.487
153.431 185.607
153.434 175.702
153.437 165.945
153.441 156.466
153.444 147.358
153.447 139.710
153.450 132.422
153.453 125.508
153.456 118.971
153.459 112.807
153.461 107.008
153.464 101.561
153.467 96.6219
153.470 91.8206
153.473 87.3220
153.476 83.1083
153.479 79.2934
153.482 75.5882
153.484 72.1166
153.487 68.8627
153.490 65.9134
153.493 63.0443
153.496 60.3509
153.499 57.8206
153.502 55.4420
153.505 53.2042
153.508 51.0974
153.510 49.1124
153.513 47.3033
153.516 45.5334
153.519 43.8618
153.522 42.2818
153.525 40.8373
153.528 39.4197
153.531 38.0767
153.536 35.6355
153.542 33.3936
153.548 31.3660
153.554 29.5270
153.559 27.8820
153.565 26.3543
153.571 24.9807
153.577 23.6987
153.582 22.5405
153.588 21.4546
153.594 20.4693
153.600 19.5417
153.605 18.6965
153.611 17.8978
153.617 17.1673
153.623 16.4745
153.628 15.8388
153.634 15.2339
153.640 14.6676
153.646 14.1367
153.651 13.6466
153.657 13.1774
153.663 12.7431
153.669 12.3263
153.674 11.9395
153.680 11.5673
153.686 11.2152
153.692 10.8817
153.698 10.5708
153.709 9.98957
153.721 9.46334
153.732 8.98108
153.744 8.54516
153.755 8.14618
153.767 7.77983
153.778 7.44242
153.790 7.13075
153.801 6.84204
153.813 6.57388
153.824 6.32207
153.836 6.08908
153.847 5.87103
153.859 5.66647
153.870 5.47250
153.882 5.29130
153.893 5.12015
153.905 4.95810
153.916 4.80304
153.928 4.65687
153.939 4.51755
153.951 4.38444
153.962 4.25697
153.974 4.13461
153.985 4.01685
153.997 3.90322
154.009 3.79233
154.020 3.68565
154.032 3.58178
154.043 3.48030
154.055 3.38075
154.066 3.28269
154.078 3.18561
154.089 3.08895
154.101 2.99125
154.112 2.89345
154.124 2.79388
154.129 2.74269
154.135 2.69159
154.141 2.63869
154.147 2.58576
154.152 2.53097
154.158 2.47644
154.164 2.42084
154.170 2.36734
154.173 2.34128
154.175 2.31663
154.178 2.29405
154.181 2.27506
154.184 2.25762
154.188 2.24766
154.191 2.24667
154.194 2.25669
154.197 2.27996
154.201 2.31486
154.204 2.35933
154.207 2.40836
154.210 2.45679
154.213 2.49527
154.217 2.52109
154.220 2.53263
154.223 2.53032
154.226 2.51640
154.230 2.49349
154.233 2.46395
154.235 2.43643
154.238 2.40783
154.243 2.34522
154.248 2.27935
154.253 2.21191
154.258 2.14373
154.263 2.07512
154.268 2.00625
154.274 1.93721
154.276 1.90202
154.279 1.86823
154.281 1.83322
154.284 1.79978
154.286 1.76535
154.289 1.73277
154.291 1.69967
154.294 1.66889
154.297 1.63836
154.299 1.61095
154.302 1.58511
154.304 1.56364
154.307 1.54589
154.309 1.53449
154.312 1.53017
154.314 1.53477
154.316 1.54557
154.318 1.56271
154.320 1.58764
154.322 1.62145
154.323 1.66808
154.325 1.72384
154.327 1.79199
154.329 1.87350
154.331 1.97479
154.333 2.08552
154.334 2.21036
154.336 2.34841
154.338 2.50660
154.340 2.66569
154.342 2.83048
154.343 2.99719
154.345 3.17069
154.347 3.32839
154.349 3.47575
154.351 3.60956
154.353 3.73351
154.354 3.83303
154.356 3.91458
154.358 3.97842
154.360 4.02758
154.362 4.05830
154.364 4.07526
154.365 4.08021
154.367 4.07435
154.369 4.06004
154.371 4.03877
154.373 4.01193
154.376 3.95991
154.378 3.90270
154.381 3.84147
154.384 3.77829
154.387 3.71239
154.390 3.64938
154.392 3.58770
154.395 3.52780
154.398 3.46794
154.401 3.41241
154.404 3.35917
154.407 3.30823
154.409 3.25955
154.412 3.21306
154.415 3.16868
154.418 3.12633
154.421 3.08451
154.423 3.04599
154.429 2.97410
154.435 2.90848
154.440 2.84853
154.446 2.79277
154.452 2.74270
154.457 2.69692
154.463 2.65513
154.468 2.61644
154.474 2.58201
154.480 2.55099
154.485 2.52329
154.491 2.49845
154.497 2.47733
154.508 2.44502
154.519 2.42648
154.530 2.42335
154.536 2.42821
154.542 2.43764
154.547 2.45208
154.553 2.47197
154.558 2.49834
154.564 2.53088
154.570 2.57147
154.575 2.61949
154.581 2.67763
154.587 2.74491
154.592 2.82351
154.598 2.91485
154.604 3.02261
154.609 3.14497
154.615 3.28591
154.620 3.44806
154.626 3.63804
154.632 3.85285
154.634 3.97202
154.637 4.09983
154.640 4.23692
154.643 4.38400
154.646 4.54770
154.649 4.71760
154.651 4.90007
154.654 5.09611
154.657 5.30684
154.660 5.53346
154.663 5.77728
154.665 6.03977
154.668 6.33299
154.671 6.63853
154.674 6.96805
154.677 7.32364
154.679 7.70762
154.682 8.12255
154.685 8.57120
154.688 9.05666
154.691 9.60185
154.694 10.1730
154.696 10.7923
154.699 11.4641
154.702 12.1934
154.705 12.9855
154.708 13.8462
154.710 14.7818
154.713 15.8371
154.716 16.9468
154.719 18.1536
154.722 19.4657
154.724 20.8916
154.727 22.4402
154.730 24.1200
154.733 25.9394
154.736 28.1260
154.739 30.4222
154.742 32.9008
154.745 35.5633
154.748 38.4058
154.751 41.4177
154.754 44.5796
154.757 47.8617
154.760 51.3353
154.763 54.7203
154.766 58.0603
154.769 61.2775
154.772 64.2863
154.775 66.9987
154.778 69.3308
154.781 71.2094
154.783 72.0058
154.784 72.6154
154.787 73.4247
154.790 73.6846
154.793 73.4128
154.796 72.6492
154.799 71.4505
154.802 69.8838
154.805 68.0216
154.808 65.8627
154.811 63.6154
154.817 58.8864
154.820 56.4975
154.823 54.1396
154.826 51.8379
154.829 49.6108
154.832 47.8212
154.834 46.0973
154.837 44.4419
154.839 42.8567
154.842 41.3418
154.844 39.8967
154.847 38.5201
154.849 37.2102
154.852 35.9647
154.854 34.7812
154.857 33.6570
154.859 32.5895
154.862 31.5759
154.864 30.6134
154.867 29.6996
154.869 28.8655
154.872 28.0393
154.874 27.2543
154.877 26.5081
154.879 25.7986
154.882 25.1237
154.884 24.4815
154.889 23.3104
154.894 22.2243
154.899 21.2365
154.904 20.3362
154.909 19.5301
154.914 18.7773
154.919 18.0878
154.924 17.4554
154.929 16.8746
154.934 16.3405
154.939 15.8489
154.944 15.3959
154.949 14.9864
154.954 14.6007
154.959 14.2449
154.964 13.9167
154.969 13.6199
154.974 13.3406
154.979 13.0836
154.984 12.8473
154.989 12.6347
154.999 12.2550
155.009 11.9420
155.019 11.6902
155.029 11.4972
155.039 11.3562
155.048 11.2684
155.058 11.2313
155.068 11.2456
155.078 11.3125
155.088 11.4337
155.098 11.6113
155.108 11.8454
155.118 12.1440
155.128 12.5043
155.138 12.9371
155.148 13.4367
155.157 13.9480
155.166 14.5121
155.175 15.1340
155.183 15.8111
155.192 16.5388
155.201 17.3099
155.219 18.9360
155.227 19.7686
155.236 20.5718
155.245 21.3319
155.254 22.0248
155.263 22.6274
155.271 23.1190
155.280 23.4836
155.289 23.7110
155.298 23.7975
155.307 23.7445
155.316 23.5623
155.324 23.2643
155.333 22.8669
155.342 22.3876
155.351 21.8442
155.360 21.2534
155.368 20.6228
155.377 19.9796
155.386 19.3272
155.395 18.6740
155.404 18.0263
155.408 17.7059
155.412 17.3884
155.417 17.0742
155.421 16.7634
155.426 16.4563
155.430 16.1529
155.434 15.8533
155.439 15.5642
155.443 15.2721
155.447 14.9901
155.452 14.7051
155.456 14.4298
155.460 14.1576
155.465 13.8882
155.469 13.6154
155.473 13.3514
155.478 13.0897
155.482 12.8302
155.486 12.5668
155.489 12.4359
155.491 12.3115
155.493 12.1816
155.495 12.0582
155.497 11.9295
155.499 11.8073
155.502 11.6799
155.504 11.5533
155.506 11.4276
155.508 11.3085
155.510 11.1850
155.512 11.0629
155.515 10.9424
155.517 10.8292
155.519 10.7130
155.521 10.5996
155.523 10.4896
155.525 10.3886
155.528 10.2876
155.530 10.1969
155.532 10.1091
155.534 10.0336
155.536 9.96524
155.538 9.91013
155.541 9.87131
155.543 9.85282
155.544 9.85170
155.545 9.85730
155.546 9.87036
155.547 9.88940
155.548 9.91907
155.549 9.95887
155.550 10.0099
155.551 10.0671
155.552 10.1433
155.554 10.2347
155.555 10.3433
155.556 10.4707
155.557 10.6193
155.558 10.7913
155.559 10.9894
155.560 11.1945
155.561 11.4506
155.562 11.7421
155.563 12.0726
155.564 12.4105
155.565 12.8273
155.567 13.2961
155.568 13.8217
155.569 14.3532
155.570 15.1271
155.571 16.0026
155.573 16.9877
155.574 18.0000
155.575 19.2127
155.576 20.4407
155.578 21.8867
155.579 23.3219
155.580 24.9728
155.581 26.5678
155.583 28.3461
155.584 30.0038
155.585 31.7775
155.586 33.3553
155.588 34.9556
155.589 36.2942
155.589 37.0006
155.590 37.5575
155.591 38.5975
155.593 39.3959
155.594 39.9135
155.595 40.2416
155.596 40.3427
155.598 40.2550
155.599 40.0146
155.600 39.6091
155.601 39.1255
155.603 38.5092
155.604 37.8765
155.605 37.1425
155.606 36.4362
155.608 35.6544
155.609 34.9281
155.610 34.2655
155.611 33.6699
155.612 33.0256
155.613 32.4522
155.614 31.8370
155.615 31.2931
155.616 30.7647
155.617 30.2523
155.618 29.7075
155.619 29.2293
155.620 28.7221
155.621 28.2778
155.622 27.8072
155.623 27.3955
155.624 26.9986
155.625 26.6160
155.627 26.2113
155.628 25.8574
155.629 25.4830
155.630 25.1555
155.631 24.8089
155.632 24.5056
155.634 23.9311
155.636 23.3704
155.638 22.8494
155.640 22.3647
155.642 21.9338
155.644 21.5108
155.646 21.1154
155.648 20.7451
155.650 20.4138
155.652 20.0866
155.655 19.7787
155.657 19.4886
155.659 19.2276
155.661 18.9683
155.663 18.7229
155.665 18.4904
155.667 18.2802
155.669 18.0702
155.671 17.8706
155.673 17.6805
155.675 17.5079
155.677 17.3348
155.679 17.1694
155.682 17.0114
155.684 16.8674
155.686 16.7224
155.688 16.5834
155.692 16.3283
155.696 16.0870
155.700 15.8690
155.704 15.6618
155.708 15.4737
155.713 15.2942
155.717 15.1307
155.721 14.9741
155.725 14.8310
155.729 14.6936
155.733 14.5678
155.738 14.4468
155.742 14.3358
155.746 14.2289
155.750 14.1308
155.754 14.0362
155.758 13.9493
155.762 13.8656
155.767 13.7888
155.771 13.7148
155.775 13.6470
155.783 13.5222
155.791 13.4129
155.800 13.3179
155.808 13.2364
155.816 13.1676
155.825 13.1108
155.833 13.0657
155.841 13.0319
155.850 13.0092
155.858 12.9975
155.866 12.9969
155.874 13.0073
155.883 13.0293
155.891 13.0630
155.899 13.1091
155.908 13.1681
155.916 13.2408
155.924 13.3283
155.932 13.4316
155.941 13.5522
155.949 13.6919
155.957 13.8525
155.966 14.0367
155.974 14.2474
155.982 14.4881
155.986 14.6228
155.991 14.7633
155.995 14.9174
155.999 15.0783
156.003 15.2550
156.007 15.4398
156.011 15.6430
156.015 15.8560
156.020 16.0906
156.024 16.3372
156.028 16.6095
156.032 16.8966
156.036 17.2147
156.040 17.5511
156.045 17.9252
156.049 18.3225
156.053 18.7663
156.057 19.2397
156.061 19.7712
156.065 20.3412
156.069 20.9847
156.074 21.6791
156.076 22.0631
156.078 22.4681
156.080 22.8956
156.082 23.3253
156.084 23.8019
156.086 24.3064
156.088 24.8411
156.090 25.3805
156.092 25.9812
156.094 26.6198
156.096 27.2994
156.098 27.9880
156.101 28.7580
156.103 29.5802
156.105 30.4592
156.107 31.3537
156.109 32.3584
156.111 33.4360
156.113 34.5930
156.115 35.7753
156.117 37.1084
156.119 38.5437
156.121 40.0900
156.123 41.6745
156.125 43.4652
156.128 45.3958
156.130 47.4767
156.132 49.6070
156.134 52.0085
156.136 54.4590
156.138 57.2080
156.140 59.9942
156.142 62.6387
156.143 65.4049
156.145 68.2796
156.147 71.2426
156.149 74.2655
156.151 77.3098
156.152 80.3262
156.154 83.2539
156.156 86.0208
156.158 88.5447
156.160 90.7370
156.161 92.5069
156.163 93.7682
156.165 94.4463
156.167 94.4865
156.169 93.8597
156.170 92.5674
156.172 90.6419
156.174 88.1440
156.176 85.1573
156.178 81.7801
156.179 78.1174
156.181 74.2723
156.183 70.3402
156.185 66.4042
156.187 62.5331
156.188 58.7804
156.190 55.1856
156.192 51.7753
156.194 48.5657
156.196 45.5640
156.197 42.7713
156.200 39.6353
156.202 36.7908
156.204 34.2192
156.206 31.8992
156.208 29.8091
156.211 27.9274
156.213 26.2336
156.215 24.7086
156.217 23.3348
156.219 22.0964
156.222 20.9788
156.224 19.9693
156.226 19.0563
156.228 18.2296
156.230 17.4801
156.233 16.7998
156.235 16.1815
156.237 15.6188
156.239 15.1062
156.241 14.6387
156.244 14.2118
156.246 13.8215
156.248 13.4645
156.250 13.1374
156.252 12.8377
156.255 12.5626
156.257 12.3102
156.259 12.0782
156.261 11.8650
156.263 11.6689
156.266 11.4885
156.268 11.3296
156.270 11.1762
156.272 11.0349
156.277 10.7850
156.281 10.5733
156.285 10.3943
156.290 10.2432
156.294 10.1164
156.299 10.0106
156.303 9.92304
156.307 9.85157
156.312 9.79424
156.316 9.74941
156.321 9.71569
156.325 9.69190
156.329 9.67701
156.334 9.67017
156.338 9.67053
156.342 9.67748
156.347 9.69053
156.351 9.70920
156.356 9.73308
156.360 9.76182
156.364 9.79510
156.373 9.87432
156.382 9.96908
156.391 10.0782
156.400 10.2010
156.408 10.3353
156.417 10.4840
156.426 10.6458
156.435 10.8209
156.443 11.0075
156.452 11.2105
156.461 11.4287
156.470 11.6632
156.479 11.9121
156.487 12.1826
156.496 12.4737
156.505 12.7872
156.514 13.1256
156.523 13.4913
156.531 13.8874
156.540 14.3175
156.549 14.7801
156.558 15.2908
156.566 15.8499
156.575 16.4642
156.584 17.1416
156.588 17.5068
156.593 17.8915
156.597 18.2971
156.602 18.7253
156.606 19.1778
156.610 19.6566
156.615 20.1639
156.619 20.6895
156.624 21.2605
156.628 21.8680
156.632 22.5153
156.637 23.2061
156.641 23.9446
156.646 24.7354
156.650 25.5837
156.654 26.4955
156.659 27.4774
156.663 28.5371
156.668 29.6830
156.672 30.9252
156.676 32.2748
156.681 33.7448
156.685 35.3500
156.689 37.0658
156.694 38.9915
156.696 40.0259
156.698 41.1120
156.700 42.2535
156.703 43.4540
156.705 44.7177
156.707 46.0488
156.709 47.4521
156.711 48.9327
156.714 50.4961
156.716 52.1483
156.718 53.8958
156.720 55.7455
156.722 57.7049
156.725 59.6852
156.727 61.8833
156.729 64.2171
156.731 66.6965
156.733 69.3325
156.736 72.1364
156.738 75.1205
156.740 78.2974
156.742 81.6807
156.744 85.2840
156.747 89.1215
156.749 93.2070
156.751 97.5541
156.753 102.175
156.755 107.082
156.758 112.281
156.760 117.522
156.761 120.902
156.762 124.385
156.764 127.969
156.765 131.649
156.766 135.422
156.767 139.280
156.769 143.216
156.770 147.221
156.772 152.538
156.773 157.600
156.775 162.999
156.777 168.056
156.778 173.350
156.780 178.198
156.782 182.854
156.783 187.250
156.785 191.554
156.786 195.181
156.788 198.320
156.790 200.897
156.791 202.944
156.793 204.157
156.795 204.631
156.796 204.333
156.797 203.593
156.798 202.526
156.800 200.942
156.801 199.115
156.803 194.200
156.805 187.944
156.808 180.566
156.810 172.313
156.812 163.444
156.814 154.614
156.817 145.238
156.819 135.903
156.821 126.768
156.824 118.327
156.826 109.895
156.828 101.922
156.830 94.4392
156.833 87.7516
156.835 80.9778
156.837 74.9837
156.840 69.4555
156.842 64.3678
156.844 59.4984
156.847 55.2229
156.849 51.3006
156.851 47.7034
156.854 44.2670
156.856 41.2517
156.858 38.4843
156.861 35.9431
156.863 33.6079
156.865 31.4605
156.867 29.4841
156.870 27.6634
156.872 25.9147
156.874 24.3708
156.877 22.9444
156.879 21.6254
156.881 20.3535
156.884 19.2261
156.886 18.1804
156.888 17.2097
156.891 16.2700
156.893 15.4337
156.895 14.6552
156.898 13.9299
156.900 13.2535
156.902 12.6223
156.905 12.0327
156.907 11.4815
156.909 10.9443
156.912 10.4629
156.914 10.0120
156.916 9.58925
156.919 9.17598
156.921 8.80469
156.923 8.45593
156.925 8.12813
156.928 7.80688
156.930 7.51758
156.932 7.24522
156.935 6.98867
156.937 6.74691
156.939 6.51898
156.944 6.10114
156.949 5.72119
156.953 5.38980
156.958 5.08766
156.963 4.82352
156.967 4.58222
156.972 4.37094
156.976 4.18161
156.981 4.01190
156.986 3.85665
156.990 3.72065
156.995 3.59632
157.000 3.48756
157.004 3.38832
157.009 3.30174
157.014 3.22460
157.018 3.15605
157.023 3.09407
157.027 3.04060
157.032 2.99269
157.037 2.95179
157.046 2.88529
157.055 2.83803
157.065 2.80621
157.074 2.78815
157.083 2.78201
157.092 2.78620
157.102 2.79961
157.111 2.82128
157.120 2.85046
157.129 2.88613
157.139 2.92864
157.148 2.97735
157.157 3.03206
157.167 3.09204
157.176 3.15865
157.185 3.23143
157.194 3.31066
157.204 3.39578
157.213 3.48918
157.222 3.59066
157.232 3.70110
157.241 3.82024
157.250 3.95199
157.259 4.09678
157.269 4.25666
157.273 4.34208
157.278 4.43217
157.283 4.52947
157.287 4.63031
157.292 4.73960
157.296 4.85329
157.301 4.97701
157.306 5.10626
157.310 5.24445
157.315 5.39255
157.320 5.55525
157.324 5.72696
157.329 5.91669
157.334 6.11813
157.338 6.34215
157.343 6.58161
157.347 6.84387
157.350 6.98455
157.352 7.13221
157.354 7.29428
157.357 7.45782
157.359 7.63004
157.361 7.81160
157.364 8.01180
157.366 8.21480
157.368 8.42960
157.371 8.65718
157.373 8.90945
157.375 9.16662
157.378 9.44020
157.380 9.73166
157.382 10.0426
157.385 10.3749
157.387 10.7304
157.389 11.1113
157.392 11.5386
157.394 11.9794
157.396 12.4539
157.398 12.9653
157.401 13.5422
157.403 14.1406
157.405 14.7878
157.408 15.4883
157.409 15.8765
157.410 16.2813
157.412 17.1056
157.415 17.9977
157.416 18.4915
157.417 18.9619
157.418 19.4948
157.419 20.0017
157.421 20.5749
157.422 21.1189
157.423 21.7326
157.424 22.3132
157.426 23.5801
157.428 24.5580
157.430 25.5643
157.431 26.5898
157.433 27.5618
157.435 28.5867
157.436 29.5263
157.438 30.4754
157.440 31.2977
157.441 32.0659
157.443 32.6600
157.445 33.1216
157.446 33.3678
157.448 33.4030
157.449 33.2054
157.451 32.7409
157.453 32.0661
157.454 31.5895
157.454 31.1106
157.456 29.9354
157.458 28.5765
157.459 27.1676
157.461 25.5754
157.463 24.0260
157.464 22.3643
157.466 20.8165
157.468 19.2162
157.469 17.7710
157.471 16.3149
157.473 15.0278
157.474 13.7538
157.476 12.6440
157.478 11.5585
157.479 10.6219
157.481 9.81529
157.482 9.12137
157.484 8.48092
157.485 7.89052
157.486 7.34677
157.488 6.84629
157.489 6.38587
157.491 5.96242
157.492 5.54645
157.493 5.19056
157.495 4.86329
157.496 4.56232
157.498 4.28548
157.499 4.03078
157.500 3.79640
157.502 3.58065
157.503 3.36842
157.505 3.18653
157.506 3.01896
157.508 2.86454
157.509 2.72221
157.510 2.59098
157.512 2.46998
157.513 2.35839
157.515 2.24843
157.516 2.15403
157.517 2.06696
157.519 1.98665
157.520 1.91257
157.522 1.84427
157.523 1.78129
157.524 1.72326
157.526 1.66613
157.527 1.61718
157.529 1.57214
157.530 1.53072
157.532 1.49265
157.533 1.45772
157.536 1.39634
157.539 1.34337
157.541 1.30108
157.544 1.26633
157.547 1.23816
157.550 1.21502
157.553 1.19777
157.556 1.18489
157.558 1.17585
157.561 1.17003
157.564 1.16743
157.567 1.16742
157.570 1.16971
157.573 1.17421
157.575 1.18037
157.578 1.18811
157.581 1.19725
157.584 1.20801
157.587 1.21952
157.592 1.24532
157.598 1.27473
157.604 1.30605
157.609 1.33987
157.615 1.37461
157.621 1.41118
157.626 1.44804
157.632 1.48631
157.637 1.52449
157.643 1.56382
157.649 1.60283
157.654 1.64284
157.660 1.68239
157.666 1.72428
157.672 1.76564
157.678 1.80717
157.683 1.84886
157.689 1.89070
157.695 1.93270
157.707 2.01719
157.718 2.10243
157.730 2.18857
157.741 2.27577
157.753 2.36421
157.765 2.45489
157.776 2.54647
157.788 2.63992
157.799 2.73549
157.811 2.83339
157.823 2.93387
157.834 3.03716
157.846 3.14352
157.869 3.36743
157.892 3.60579
157.916 3.86181
157.939 4.13793
157.962 4.43687
157.985 4.76164
158.008 5.11568
158.032 5.50297
158.055 5.93007
158.078 6.39890
158.090 6.65165
