 U-235(n,g) ENDFB-8.0
Energy(eV) XS(b)
0.00578125 232.511
0.00593750 229.243
0.00609375 226.097
0.00625000 223.066
0.00640625 220.144
0.00656250 217.322
0.00671875 214.596
0.00687500 211.960
0.00718750 206.939
0.00750000 202.222
0.00781250 197.780
0.00812500 193.586
0.00843750 189.617
0.00875000 185.854
0.00906250 182.278
0.00937500 178.875
0.00968750 175.631
0.0100000 172.533
0.0103125 169.571
0.0106250 166.735
0.0109375 164.016
0.0112500 161.406
0.0115625 158.899
0.0118750 156.487
0.0121875 154.166
0.0125000 151.928
0.0128125 149.770
0.0131250 147.687
0.0134375 145.675
0.0137500 143.730
0.0140625 141.848
0.0143750 140.026
0.0150000 136.550
0.0156250 133.279
0.0162500 130.196
0.0168750 127.284
0.0175000 124.527
0.0181250 121.915
0.0187500 119.434
0.0193750 117.076
0.0200000 114.831
0.0206625 112.565
0.0213250 110.409
0.0219875 108.354
0.0226500 106.394
0.0233125 104.521
0.0239750 102.730
0.0246375 101.015
0.0253000 99.3716
0.0258307 98.1038
0.0263613 96.8769
0.0274227 94.5380
0.0284840 92.3404
0.0295453 90.2714
0.0306067 88.3198
0.0316680 86.4757
0.0327293 84.7302
0.0337906 83.0754
0.0345143 81.9955
0.0352379 80.9524
0.0359615 79.9442
0.0366852 78.9693
0.0381324 77.1122
0.0395797 75.3689
0.0410270 73.7285
0.0424742 72.1817
0.0439215 70.7203
0.0453688 69.3372
0.0465266 68.2828
0.0476844 67.2717
0.0488422 66.3011
0.0500000 65.3686
0.0515625 64.1665
0.0531250 63.0246
0.0546875 61.9384
0.0562500 60.9037
0.0578125 59.9171
0.0593750 58.9752
0.0609375 58.0750
0.0625000 57.2138
0.0640625 56.3892
0.0656250 55.5989
0.0671875 54.8410
0.0687500 54.1135
0.0703125 53.4148
0.0718750 52.7432
0.0734375 52.0975
0.0750000 51.4763
0.0765625 50.8784
0.0781250 50.3027
0.0796875 49.7482
0.0812500 49.2137
0.0843750 48.2012
0.0875000 47.2583
0.0906250 46.3795
0.0937500 45.5603
0.0968750 44.7964
0.100000 44.0841
0.103655 43.3126
0.107309 42.6031
0.110964 41.9516
0.114618 41.3547
0.118273 40.8094
0.121927 40.3133
0.125582 39.8642
0.129236 39.4604
0.132891 39.1004
0.136545 38.7828
0.140200 38.5066
0.143854 38.2711
0.147509 38.0755
0.151163 37.9195
0.154818 37.8027
0.158472 37.7249
0.162261 37.6855
0.166051 37.6879
0.169840 37.7325
0.173630 37.8194
0.177419 37.9489
0.181209 38.1213
0.184998 38.3368
0.188788 38.5954
0.191591 38.8143
0.194394 39.0566
0.197197 39.3221
0.200000 39.6106
0.204273 40.0936
0.207211 40.4549
0.210149 40.8389
0.213087 41.2445
0.216024 41.6702
0.218962 42.1140
0.221900 42.5739
0.224838 43.0470
0.227775 43.5305
0.233651 44.5136
0.239527 45.4892
0.245402 46.4161
0.248340 46.8465
0.251278 47.2463
0.254065 47.5912
0.256852 47.8966
0.259640 48.1569
0.262427 48.3667
0.265215 48.5209
0.268002 48.6151
0.270790 48.6453
0.273577 48.6084
0.275530 48.5414
0.277482 48.4397
0.279435 48.3031
0.281387 48.1315
0.283177 47.9436
0.284967 47.7267
0.286757 47.4813
0.288547 47.2079
0.290337 46.9074
0.292127 46.5807
0.293916 46.2287
0.295706 45.8527
0.297496 45.4538
0.299286 45.0336
0.301076 44.5933
0.302866 44.1344
0.306445 43.1674
0.310025 42.1449
0.312466 41.4225
0.314907 40.6842
0.319788 39.1749
0.324669 37.6449
0.329551 36.1183
0.334432 34.6153
0.339314 33.1519
0.341755 32.4390
0.344195 31.7404
0.346636 31.0569
0.349077 30.3895
0.352299 29.5337
0.355521 28.7077
0.358744 27.9120
0.361966 27.1467
0.365188 26.4117
0.368410 25.7066
0.371633 25.0309
0.374855 24.3838
0.378042 23.7712
0.381228 23.1849
0.384415 22.6240
0.387601 22.0874
0.390788 21.5743
0.393974 21.0835
0.397161 20.6140
0.400348 20.1650
0.403534 19.7354
0.406721 19.3243
0.409907 18.9309
0.413094 18.5541
0.416280 18.1933
0.419467 17.8477
0.422654 17.5164
0.425840 17.1987
0.429027 16.8938
0.432213 16.6012
0.435400 16.3202
0.438586 16.0502
0.441773 15.7906
0.444959 15.5410
0.448146 15.3008
0.451333 15.0695
0.454519 14.8468
0.457706 14.6323
0.460892 14.4254
0.464079 14.2260
0.467265 14.0335
0.470452 13.8478
0.473639 13.6684
0.476825 13.4952
0.480301 13.3129
0.483778 13.1372
0.487254 12.9680
0.490730 12.8048
0.500000 12.3969
0.515625 11.7853
0.531250 11.2534
0.546875 10.7892
0.562500 10.3817
0.578125 10.0224
0.593750 9.70441
0.609375 9.42237
0.625000 9.17202
0.640625 8.95002
0.656250 8.75374
0.671875 8.58113
0.687500 8.43068
0.703125 8.30131
0.718750 8.19235
0.734375 8.10349
0.750000 8.03481
0.765625 7.98678
0.781250 7.96027
0.804688 7.96391
0.828125 8.02596
0.839844 8.08198
0.851563 8.15684
0.863281 8.25264
0.875000 8.37184
0.890625 8.57207
0.906250 8.82715
0.916992 9.04065
0.927734 9.29109
0.938477 9.58402
0.949219 9.92596
0.959961 10.3249
0.970703 10.7906
0.981445 11.3349
0.986817 11.6408
0.992188 11.9719
1.00000 12.5030
1.00818 13.1301
1.01637 13.8394
1.02455 14.6421
1.03273 15.5503
1.04092 16.5769
1.04501 17.1387
1.04910 17.7348
1.05319 18.3669
1.05728 19.0361
1.06546 20.4900
1.07340 22.0489
1.08133 23.7496
1.08926 25.5747
1.09719 27.4900
1.10512 29.4415
1.11305 31.3526
1.11702 32.2638
1.12098 33.1272
1.12495 33.9293
1.12891 34.6554
1.13222 35.1927
1.13552 35.6600
1.13883 36.0506
1.14213 36.3581
1.14544 36.5780
1.14874 36.7062
1.15205 36.7406
1.15535 36.6801
1.15899 36.5048
1.16262 36.2183
1.16626 35.8254
1.16989 35.3329
1.17353 34.7487
1.17716 34.0827
1.18443 32.5468
1.19170 30.8129
1.19897 28.9678
1.20624 27.0888
1.20988 26.1571
1.21351 25.2394
1.21829 24.0636
1.22307 22.9318
1.22785 21.8515
1.23263 20.8278
1.23740 19.8641
1.24218 18.9624
1.24696 18.1231
1.25174 17.3456
1.25690 16.5727
1.26207 15.8670
1.26724 15.2240
1.27240 14.6379
1.27757 14.1009
1.28273 13.6047
1.28790 13.1400
1.29306 12.6978
1.29738 12.3397
1.30600 11.6388
1.31463 10.9476
1.32108 10.4387
1.32754 9.94454
1.33399 9.47338
1.34044 9.03251
1.34690 8.62634
1.35335 8.25649
1.35981 7.92200
1.36626 7.62029
1.37142 7.40064
1.37657 7.19778
1.38172 7.01002
1.39203 6.67338
1.40233 6.38002
1.41263 6.12195
1.42294 5.89305
1.43324 5.68867
1.44355 5.50515
1.45385 5.33960
1.46931 5.11999
1.48477 4.92946
1.49894 4.77585
1.51310 4.63908
1.52727 4.51695
1.54144 4.40782
1.55561 4.31026
1.56978 4.22306
1.58395 4.14525
1.59812 4.07602
1.62646 3.96104
1.65479 3.87498
1.68313 3.81690
1.69730 3.79867
1.71147 3.78813
1.72693 3.78612
1.74238 3.79506
1.75784 3.81636
1.77330 3.85212
1.78360 3.88552
1.79391 3.92797
1.80421 3.98093
1.81452 4.04616
1.82482 4.12586
1.83513 4.22284
1.84543 4.34075
1.85574 4.48437
1.86346 4.61277
1.87119 4.76272
1.87892 4.93871
1.88665 5.14639
1.89051 5.26435
1.89438 5.39312
1.89824 5.53399
1.90211 5.68845
1.90597 5.85823
1.90984 6.04525
1.91370 6.25189
1.91756 6.48089
1.92143 6.73558
1.92529 7.01967
1.92916 7.33794
1.93302 7.69571
1.93656 8.06419
1.94011 8.47744
1.94365 8.94273
1.94719 9.46853
1.95073 10.0650
1.95250 10.3931
1.95428 10.7433
1.95605 11.1173
1.95782 11.5171
1.95959 11.9445
1.96136 12.4017
1.96305 12.8680
1.96474 13.3655
1.96643 13.8962
1.96812 14.4619
1.96981 15.0654
1.97150 15.7082
1.97319 16.3934
1.97488 17.1221
1.97658 17.8975
1.97827 18.7205
1.97996 19.5938
1.98165 20.5181
1.98334 21.4958
1.98503 22.5266
1.98672 23.6125
1.98841 24.7521
1.99131 26.8315
1.99420 29.0632
1.99710 31.4348
2.00000 33.9270
2.00500 38.4292
2.01000 43.0204
2.01516 47.5908
2.01774 49.7162
2.02032 51.6800
2.02290 53.4438
2.02548 54.9692
2.02806 56.2224
2.03064 57.1746
2.03223 57.6016
2.03382 57.9022
2.03541 58.0736
2.03699 58.1143
2.03978 57.8694
2.04257 57.2286
2.04536 56.2098
2.04815 54.8411
2.05134 52.8953
2.05453 50.6061
2.05821 47.6257
2.06189 44.4004
2.06926 37.6611
2.07255 34.6980
2.07583 31.8397
2.07912 29.1271
2.08240 26.5899
2.08569 24.2445
2.08733 23.1467
2.08897 22.1002
2.09062 21.1037
2.09226 20.1576
2.09390 19.2601
2.09554 18.4110
2.09719 17.6079
2.09883 16.8501
2.10047 16.1351
2.10211 15.4618
2.10376 14.8275
2.10540 14.2310
2.10704 13.6697
2.10868 13.1424
2.11033 12.6463
2.11197 12.1803
2.11361 11.7421
2.11525 11.3303
2.11690 10.9428
2.11854 10.5785
2.12182 9.91268
2.12511 9.32170
2.12839 8.79582
2.13168 8.32652
2.13496 7.90654
2.13735 7.62824
2.14064 7.27864
2.14392 6.96294
2.14721 6.67694
2.15049 6.41704
2.15378 6.18017
2.15706 5.96367
2.16035 5.76524
2.16363 5.58291
2.16692 5.41496
2.17020 5.25990
2.17349 5.11643
2.17677 4.98340
2.18334 4.74477
2.18991 4.53733
2.19558 4.37917
2.20126 4.23757
2.20693 4.11024
2.21261 3.99529
2.21828 3.89113
2.22395 3.79643
2.23530 3.63101
2.24665 3.49189
2.25800 3.37378
2.26935 3.27274
2.28069 3.18571
2.29025 3.12148
2.30220 3.05094
2.31414 2.98954
2.32609 2.93586
2.33803 2.88883
2.36192 2.81146
2.38581 2.75233
2.40970 2.70805
2.43359 2.67649
2.45749 2.65648
2.48138 2.64765
2.51004 2.65245
2.53871 2.67642
2.55305 2.69701
2.56738 2.72448
2.58172 2.76008
2.59605 2.80549
2.60809 2.85290
2.62013 2.91060
2.63217 2.98069
2.64421 3.06562
2.65625 3.16815
2.66829 3.29109
2.68034 3.43673
2.68636 3.51839
2.69238 3.60582
2.69734 3.68206
2.70231 3.76160
2.70728 3.84390
2.71225 3.92825
2.71691 4.00844
2.72157 4.08879
2.72623 4.16830
2.73088 4.24588
2.73554 4.32036
2.74020 4.39048
2.74486 4.45504
2.74952 4.51287
2.75634 4.58328
2.76317 4.63432
2.76999 4.66432
2.77681 4.67280
2.78364 4.66052
2.79046 4.62945
2.79728 4.58245
2.80411 4.52310
2.81093 4.45526
2.81775 4.38281
2.82458 4.30936
2.83140 4.23803
2.83756 4.17760
2.84372 4.12248
2.85604 4.03227
2.86836 3.97252
2.87453 3.95468
2.88069 3.94491
2.89037 3.94576
2.90005 3.96618
2.90973 4.00600
2.91941 4.06537
2.92909 4.14479
2.93877 4.24524
2.94845 4.36826
2.95813 4.51595
2.96781 4.69118
2.97749 4.89755
2.98718 5.13964
2.99202 5.27579
2.99686 5.42304
3.00170 5.58234
3.00654 5.75459
3.01138 5.94093
3.01622 6.14242
3.02106 6.36036
3.02590 6.59598
3.03074 6.85068
3.03558 7.12588
3.04086 7.45122
3.04614 7.80442
3.05142 8.18727
3.05670 8.60129
3.06289 9.12769
3.06908 9.69931
3.07526 10.3159
3.08145 10.9749
3.08764 11.6719
3.09383 12.3991
3.10620 13.8992
3.11610 15.0725
3.12043 15.5560
3.12477 16.0106
3.12910 16.4284
3.13344 16.8020
3.13777 17.1245
3.14210 17.3894
3.14644 17.5916
3.15077 17.7268
3.15449 17.7875
3.15820 17.7962
3.16161 17.7585
3.16502 17.6777
3.16843 17.5551
3.17183 17.3926
3.17524 17.1922
3.17865 16.9568
3.18546 16.3935
3.19042 15.9193
3.19538 15.4035
3.20259 14.6020
3.20980 13.7700
3.21701 12.9365
3.22422 12.1256
3.23143 11.3551
3.23864 10.6374
3.24585 9.97974
3.25306 9.38520
3.25711 9.07861
3.26117 8.79173
3.26522 8.52410
3.26928 8.27515
3.27469 7.97091
3.28212 7.60138
3.28956 7.28394
3.29700 7.01391
3.30443 6.78692
3.31187 6.59898
3.31930 6.44670
3.32674 6.32720
3.33417 6.23813
3.33958 6.19135
3.34499 6.15911
3.35040 6.14096
3.35648 6.13702
3.36256 6.15029
3.36865 6.18072
3.37473 6.22845
3.38082 6.29383
3.38690 6.37740
3.39298 6.47996
3.39907 6.60249
3.40650 6.78133
3.41394 6.99496
3.42137 7.24713
3.42881 7.54248
3.43625 7.88690
3.44368 8.28754
3.44740 8.51165
3.45112 8.75329
3.45484 9.01392
3.45855 9.29505
3.46464 9.80436
3.47072 10.3827
3.47376 10.7010
3.47680 11.0408
3.47985 11.4037
3.48289 11.7915
3.48593 12.2062
3.48897 12.6500
3.49201 13.1251
3.49506 13.6341
3.49810 14.1797
3.50114 14.7647
3.50418 15.3922
3.50722 16.0653
3.51094 16.9554
3.51466 17.9255
3.51838 18.9824
3.52210 20.1330
3.52581 21.3841
3.52953 22.7420
3.53325 24.2128
3.53697 25.8009
3.54076 27.5461
3.54455 29.4194
3.54834 31.4204
3.55213 33.5449
3.55593 35.7871
3.55972 38.1352
3.56730 43.0816
3.57630 49.1605
3.58080 52.1600
3.58530 55.0475
3.58980 57.7527
3.59430 60.2040
3.59880 62.3316
3.60330 64.0716
3.60780 65.3703
3.61231 66.1835
3.61531 66.4423
3.61832 66.4688
3.62208 66.1748
3.62584 65.5242
3.62959 64.5322
3.63335 63.2214
3.63711 61.6210
3.64087 59.7654
3.64463 57.6929
3.64838 55.4449
3.65442 51.5656
3.66046 47.5066
3.66650 43.4185
3.66952 41.4051
3.67254 39.4301
3.67733 36.4050
3.67973 34.9502
3.68212 33.5393
3.68451 32.1737
3.68691 30.8566
3.68930 29.5888
3.69169 28.3711
3.69430 27.1002
3.69691 25.8892
3.69931 24.8310
3.70170 23.8224
3.70409 22.8613
3.70649 21.9473
3.70888 21.0781
3.71127 20.2529
3.71367 19.4695
3.71606 18.7261
3.71845 18.0207
3.72085 17.3521
3.72324 16.7177
3.72563 16.1165
3.72803 15.5460
3.73042 15.0051
3.73281 14.4919
3.73521 14.0048
3.73869 13.3396
3.74217 12.7224
3.74565 12.1488
3.74913 11.6152
3.75261 11.1181
3.75610 10.6548
3.75958 10.2223
3.76306 9.81807
3.76567 9.53208
3.76828 9.25985
3.77089 9.00057
3.77350 8.75357
3.77659 8.47611
3.77968 8.21364
3.78276 7.96519
3.78585 7.72991
3.78868 7.52493
3.79151 7.32973
3.79717 6.96616
3.80283 6.63517
3.80849 6.33329
3.81416 6.05729
3.81982 5.80457
3.82548 5.57260
3.83114 5.35934
3.83577 5.19738
3.84040 5.04576
3.84503 4.90358
3.84966 4.77014
3.85893 4.52670
3.86819 4.31070
3.87745 4.11819
3.88671 3.94595
3.89598 3.79130
3.90524 3.65199
3.91347 3.53949
3.92171 3.43645
3.92994 3.34188
3.93817 3.25493
3.95464 3.10086
3.97111 2.96922
3.98346 2.88285
3.99581 2.80563
4.00816 2.73647
4.02051 2.67448
4.03286 2.61888
4.04521 2.56900
4.06991 2.48425
4.09461 2.41662
4.11931 2.36354
4.14401 2.32299
4.16871 2.29335
4.20165 2.26899
4.23458 2.26097
4.26340 2.26705
4.29222 2.28556
4.32104 2.31713
4.34985 2.36324
4.37867 2.42640
4.39308 2.46535
4.40749 2.50985
4.42190 2.56053
4.43631 2.61811
4.45072 2.68350
4.46512 2.75776
4.48159 2.85518
4.49806 2.96830
4.51452 3.10015
4.53099 3.25470
4.53923 3.34206
4.55055 3.47499
4.56187 3.62498
4.57319 3.79499
4.58451 3.98864
4.59583 4.21046
4.60149 4.33367
4.60715 4.46615
4.61281 4.60890
4.61847 4.76297
4.62413 4.92966
4.62979 5.11037
4.63803 5.40179
4.64626 5.73264
4.65038 5.91518
4.65450 6.11063
4.65861 6.32028
4.66273 6.54555
4.66685 6.78822
4.67096 7.05015
4.67662 7.44590
4.68229 7.88913
4.68795 8.38826
4.69078 8.66191
4.69361 8.95364
4.69644 9.26529
4.69927 9.59858
4.70210 9.95581
4.70493 10.3394
4.70776 10.7524
4.71059 11.1976
4.71342 11.6786
4.71625 12.1996
4.71869 12.6853
4.72114 13.2073
4.72358 13.7696
4.72603 14.3758
4.72847 15.0309
4.73092 15.7392
4.73336 16.5065
4.73580 17.3385
4.73825 18.2423
4.74069 19.2242
4.74314 20.2924
4.74558 21.4545
4.74803 22.7202
4.75047 24.0978
4.75291 25.5976
4.75536 27.2301
4.75819 29.3010
4.76102 31.5805
4.76385 34.0867
4.76668 36.8368
4.76951 39.8476
4.77234 43.1347
4.77517 46.7122
4.77800 50.5922
4.78083 54.7853
4.78366 59.2940
4.78649 64.1230
4.78932 69.2651
4.79215 74.7147
4.79498 80.4523
4.79781 86.4575
4.80064 92.7008
4.80450 101.532
4.80836 110.619
4.81608 128.985
4.82123 140.816
4.82453 147.985
4.82783 154.675
4.83113 160.768
4.83443 166.146
4.83848 171.605
4.84050 173.822
4.84252 175.671
4.84454 177.140
4.84656 178.217
4.84858 178.893
4.85060 179.163
4.85131 179.161
4.85324 178.901
4.85517 178.271
4.85711 177.274
4.85904 175.918
4.86291 172.172
4.86678 167.141
4.87009 161.918
4.87340 155.961
4.87614 150.553
4.87888 144.790
4.88436 132.475
4.89234 113.648
4.89633 104.251
4.90031 95.0888
4.90306 88.9923
4.90580 83.1064
4.90854 77.4558
4.91128 72.0671
4.91402 66.9531
4.91676 62.1286
4.91950 57.5977
4.92224 53.3618
4.92499 49.4167
4.92773 45.7594
4.93047 42.3784
4.93321 39.2648
4.93595 36.4037
4.93869 33.7830
4.94143 31.3867
4.94418 29.1995
4.94667 27.3789
4.94916 25.7079
4.95165 24.1744
4.95414 22.7678
4.95664 21.4773
4.95913 20.2942
4.96162 19.2088
4.96411 18.2125
4.96661 17.2971
4.96910 16.4559
4.97159 15.6818
4.97408 14.9686
4.97657 14.3106
4.97907 13.7029
4.98156 13.1406
4.98405 12.6196
4.98804 11.8625
4.99103 11.3495
4.99402 10.8782
4.99701 10.4438
5.00000 10.0429
5.00424 9.52536
5.00847 9.05984
5.01271 8.63946
5.01695 8.25854
5.02118 7.91207
5.02542 7.59603
5.02966 7.30692
5.03389 7.04182
5.03813 6.79805
5.04237 6.57346
5.04661 6.36612
5.05084 6.17440
5.05508 5.99676
5.05932 5.83194
5.06779 5.53642
5.07304 5.37334
5.07829 5.22382
5.08355 5.08654
5.08880 4.96041
5.09931 4.73751
5.10981 4.54848
5.12032 4.38804
5.13082 4.25204
5.14133 4.13715
5.15183 4.04074
5.16070 3.97208
5.16958 3.91399
5.17845 3.86557
5.18732 3.82607
5.19619 3.79488
5.20506 3.77149
5.22281 3.74672
5.24055 3.74995
5.25830 3.78119
5.26717 3.80792
5.27604 3.84274
5.28491 3.88652
5.29378 3.94049
5.30432 4.02031
5.31485 4.12136
5.32539 4.25024
5.33066 4.32804
5.33592 4.41682
5.34119 4.51860
5.34646 4.63575
5.35173 4.77108
5.35700 4.92779
5.36226 5.10966
5.36753 5.32069
5.37280 5.56532
5.37807 5.84790
5.38307 6.15572
5.38808 6.50489
5.39309 6.89798
5.39810 7.33608
5.40310 7.81900
5.40811 8.34417
5.41312 8.90704
5.41813 9.49999
5.42792 10.7064
5.43282 11.3063
5.43772 11.8834
5.44399 12.5625
5.44713 12.8667
5.45027 13.1414
5.45341 13.3828
5.45654 13.5873
5.45968 13.7518
5.46282 13.8738
5.46461 13.9238
5.46730 13.9709
5.46999 13.9843
5.47334 13.9536
5.47669 13.8711
5.48004 13.7381
5.48339 13.5572
5.48675 13.3316
5.49010 13.0651
5.49345 12.7623
5.49680 12.4283
5.50144 11.9241
5.50608 11.3844
5.51535 10.2541
5.52264 9.37217
5.52993 8.53845
5.53357 8.14836
5.53721 7.77936
5.54086 7.43295
5.54450 7.11008
5.54748 6.86348
5.55046 6.63280
5.55344 6.41769
5.55643 6.21774
5.55941 6.03236
5.56239 5.86101
5.56537 5.70294
5.56835 5.55738
5.57133 5.42352
5.57431 5.30064
5.58028 5.08456
5.58624 4.90305
5.59220 4.75067
5.59684 4.64912
5.60148 4.56026
5.60611 4.48234
5.61075 4.41390
5.62003 4.30048
5.62930 4.21199
5.63858 4.14274
5.64785 4.08871
5.65713 4.04706
5.66640 4.01576
5.67784 3.98927
5.68928 3.97436
5.70071 3.96969
5.71215 3.97433
5.72359 3.98763
5.73503 4.00917
5.75790 4.07611
5.78078 4.17476
5.79221 4.23638
5.80365 4.30659
5.81938 4.41800
5.83510 4.54789
5.85083 4.69798
5.86656 4.87036
5.88228 5.06758
5.89801 5.29270
5.91374 5.54950
5.92946 5.84248
5.94447 6.16081
5.95948 6.52272
5.96698 6.72207
5.97448 6.93493
5.98199 7.16233
5.98949 7.40538
5.99699 7.66531
6.00450 7.94335
6.01200 8.24091
6.01950 8.55947
6.02700 8.90056
6.03451 9.26581
6.04201 9.65690
6.04951 10.0755
6.06128 10.7915
6.07304 11.5857
6.08481 12.4640
6.09657 13.4312
6.10834 14.4906
6.12010 15.6442
6.13187 16.8928
6.14363 18.2367
6.15326 19.4098
6.16289 20.6524
6.17252 21.9734
6.18215 23.3876
6.19179 24.9211
6.20142 26.6138
6.20623 27.5382
6.21105 28.5275
6.21586 29.5941
6.22068 30.7530
6.22415 31.6578
6.22763 32.6281
6.23111 33.6731
6.23459 34.8029
6.23807 36.0299
6.24155 37.3671
6.24503 38.8305
6.24850 40.4370
6.25198 42.2071
6.25546 44.1622
6.25894 46.3284
6.26242 48.7326
6.26590 51.4072
6.26938 54.3850
6.27285 57.7054
6.27633 61.4072
6.27847 63.8950
6.28061 66.5538
6.28246 68.9899
6.28430 71.5691
6.28614 74.2988
6.28798 77.1849
6.28983 80.2381
6.29167 83.4627
6.29351 86.8696
6.29535 90.4627
6.29720 94.2532
6.29904 98.2440
6.30088 102.446
6.30272 106.862
6.30457 111.502
6.30641 116.366
6.31009 126.797
6.31270 134.760
6.31531 143.205
6.31792 152.137
6.32053 161.554
6.32314 171.451
6.32574 181.805
6.32835 192.601
6.33096 203.812
6.33618 227.335
6.34139 252.004
6.34661 277.348
6.35183 302.783
6.35679 326.467
6.36176 348.990
6.36672 369.694
6.37169 387.929
6.37599 401.253
6.38028 411.933
6.38458 419.685
6.38888 424.298
6.39200 425.605
6.39356 425.604
6.39747 423.687
6.40138 419.083
6.40528 411.894
6.40919 402.280
6.41317 390.217
6.41714 376.126
6.42112 360.301
6.42509 343.072
6.43066 317.230
6.43622 290.201
6.44179 262.834
6.44735 235.899
6.45292 210.020
6.45570 197.641
6.45848 185.699
6.46126 174.229
6.46405 163.269
6.46683 152.836
6.46961 142.944
6.47239 133.595
6.47518 124.797
6.47796 116.540
6.48074 108.815
6.48352 101.604
6.48630 94.8954
6.48909 88.6653
6.49187 82.8916
6.49452 77.7832
6.49718 73.0475
6.49984 68.6625
6.50249 64.6078
6.50515 60.8585
6.50780 57.3952
6.51046 54.1970
6.51311 51.2454
6.51577 48.5192
6.51843 46.0018
6.52108 43.6761
6.52374 41.5274
6.52639 39.5392
