 U-238(n,g) ENDFB-8.0
Energy(eV) XS(b)
2487.88 1.68025
2487.91 1.78830
2487.93 1.89761
2487.95 2.01255
2487.98 2.13327
2488.00 2.26535
2488.03 2.39837
2488.05 2.53761
2488.07 2.68321
2488.10 2.84174
2488.12 3.00065
2488.15 3.16621
2488.17 3.33850
2488.20 3.52518
2488.22 3.71136
2488.27 4.10423
2488.32 4.53335
2488.37 4.98074
2488.41 5.46412
2488.46 5.96246
2488.51 6.48361
2488.56 7.02538
2488.61 7.57331
2488.65 8.12346
2488.70 8.68422
2488.74 9.25212
2488.84 10.4062
2488.93 11.5269
2488.98 12.1257
2488.99 12.2291
2489.02 12.5454
2489.09 13.3058
2489.14 13.8266
2489.19 14.2912
2489.24 14.6816
2489.29 15.0212
2489.34 15.3216
2489.39 15.5444
2489.43 15.6782
2489.47 15.7643
2489.52 15.8305
2489.54 15.8384
2489.54 15.8383
2489.55 15.8373
2489.57 15.8271
2489.59 15.8060
2489.64 15.7012
2489.69 15.5253
2489.75 15.2645
2489.81 14.8904
2489.86 14.4742
2489.92 14.0040
2489.98 13.4599
2490.03 12.8771
2490.11 11.9665
2490.19 10.9992
2490.31 9.61588
2490.42 8.24866
2490.48 7.51848
2490.54 6.81290
2490.60 6.13805
2490.66 5.49887
2490.72 4.94671
2490.77 4.42984
2490.80 4.18506
2490.83 3.94952
2490.86 3.72328
2490.89 3.50633
2490.91 3.29866
2490.94 3.10019
2490.97 2.91084
2491.00 2.73048
2491.05 2.39611
2491.11 2.10065
2491.16 1.83163
2491.22 1.59268
2491.28 1.38166
2491.33 1.19941
2491.39 1.03708
2491.44 0.895936
2491.50 0.773805
2491.55 0.670334
2491.61 0.579818
2491.67 0.502448
2491.72 0.436536
2491.78 0.380549
2491.83 0.333105
2491.89 0.292974
2491.95 0.259070
2492.00 0.230911
2492.11 0.186152
2492.22 0.154271
2492.34 0.130859
2492.45 0.113654
2492.56 0.100465
2492.67 0.0901788
2492.89 0.0751912
2493.12 0.0645394
2493.34 0.0565014
2493.57 0.0501115
2493.79 0.0449399
2494.23 0.0370630
2494.68 0.0313895
2495.13 0.0271825
2495.57 0.0239735
2496.02 0.0214932
2496.47 0.0195618
2496.92 0.0180648
2497.36 0.0169371
2497.81 0.0161837
2498.26 0.0161474
2498.48 0.0169955
2498.59 0.0179751
2498.70 0.0195898
2498.78 0.0213861
2498.86 0.0238605
2498.95 0.0272584
2499.03 0.0318651
2499.11 0.0381205
2499.19 0.0463033
2499.27 0.0569849
2499.35 0.0707520
2499.43 0.0885101
2499.51 0.110563
2499.60 0.137881
2499.68 0.171261
2499.76 0.211487
2499.84 0.259279
2499.92 0.315241
2500.00 0.379801
2500.09 0.462812
2500.18 0.556721
2500.27 0.660772
2500.36 0.772291
2500.45 0.891719
2500.54 1.01381
2500.64 1.13804
2500.73 1.25811
2500.81 1.36677
2500.90 1.46507
2500.98 1.55229
2501.07 1.62383
2501.14 1.67096
2501.21 1.70539
2501.26 1.72382
2501.29 1.72908
2501.30 1.73161
2501.30 1.73197
2501.31 1.73297
2501.31 1.73388
2501.33 1.73609
2501.37 1.73821
2501.40 1.73744
2501.47 1.72689
2501.55 1.70572
2501.65 1.66280
2501.75 1.61027
2501.94 1.50977
2502.03 1.46948
2502.13 1.44249
2502.19 1.43335
2502.25 1.43217
2502.31 1.43940
2502.38 1.45532
2502.44 1.47962
2502.51 1.51400
2502.57 1.55540
2502.64 1.60361
2502.71 1.65548
2502.84 1.76517
2502.91 1.81865
2502.97 1.86724
2503.03 1.90313
2503.08 1.93312
2503.14 1.95735
2503.19 1.97408
2503.27 1.98454
2503.30 1.98364
2503.32 1.98205
2503.33 1.98067
2503.34 1.97860
2503.35 1.97568
2503.38 1.96706
2503.45 1.93797
2503.50 1.91111
2503.54 1.87839
2503.63 1.79633
2503.72 1.70059
2503.80 1.59151
2503.89 1.47138
2503.97 1.34376
2504.21 0.973776
2504.32 0.800067
2504.38 0.718782
2504.44 0.641985
2504.50 0.570084
2504.56 0.503359
2504.62 0.441965
2504.68 0.385945
2504.74 0.335243
2504.80 0.289719
2504.86 0.249162
2504.91 0.213305
2504.97 0.181840
2505.03 0.154433
2505.09 0.130733
2505.15 0.110384
2505.21 0.0930335
2505.27 0.0783412
2505.33 0.0659830
2505.39 0.0556562
2505.45 0.0470820
2505.50 0.0400070
2505.56 0.0342043
2505.62 0.0294726
2505.68 0.0256356
2505.74 0.0225404
2505.80 0.0200560
2505.86 0.0180712
2505.95 0.0157992
2506.04 0.0142132
2506.13 0.0131191
2506.22 0.0123787
2506.40 0.0116133
2506.58 0.0115286
2506.76 0.0121080
2506.85 0.0127220
2506.94 0.0136266
2507.03 0.0149000
2507.12 0.0166379
2507.21 0.0189531
2507.30 0.0219356
2507.39 0.0259357
2507.48 0.0309970
2507.58 0.0372772
2507.67 0.0448299
2507.76 0.0539314
2507.85 0.0645750
2508.04 0.0902771
2508.23 0.121253
2508.41 0.154718
2508.60 0.187171
2508.78 0.213682
2508.80 0.216352
2508.89 0.225161
2508.98 0.231094
2509.06 0.233614
2509.09 0.234056
2509.10 0.234132
2509.11 0.234111
2509.12 0.234075
2509.15 0.233677
2509.23 0.231056
2509.34 0.223816
2509.44 0.212864
2509.46 0.209863
2509.53 0.201248
2509.59 0.191699
2509.72 0.170524
2509.97 0.124978
2510.22 0.0834348
2510.35 0.0662098
2510.47 0.0517977
2510.60 0.0401853
2510.72 0.0311602
2510.85 0.0243854
2510.98 0.0194685
2511.10 0.0160155
2511.23 0.0136679
2511.35 0.0121224
2511.48 0.0111377
2511.63 0.0104544
2511.78 0.0100891
2512.07 0.00983419
2512.66 0.00991400
2513.84 0.0105439
2515.02 0.0116299
2515.61 0.0124254
2516.20 0.0134849
2516.79 0.0149499
2517.38 0.0170893
2517.68 0.0185723
2517.97 0.0205059
2518.27 0.0232281
2518.41 0.0251535
2518.56 0.0277654
2518.65 0.0299985
2518.75 0.0328859
2518.84 0.0367466
2518.93 0.0420076
2519.02 0.0493654
2519.11 0.0595099
2519.21 0.0736573
2519.30 0.0933468
2519.35 0.106175
2519.39 0.120945
2519.44 0.138250
2519.48 0.158476
2519.53 0.182052
2519.58 0.209451
2519.62 0.241195
2519.67 0.277853
2519.71 0.320041
2519.76 0.368420
2519.81 0.423699
2519.85 0.486622
2519.90 0.557971
2519.94 0.638557
2519.99 0.729209
2520.04 0.830765
2520.09 0.954497
2520.13 1.09023
2520.18 1.24123
2520.23 1.40840
2520.28 1.59645
2520.33 1.79853
2520.38 2.01875
2520.43 2.25743
2520.48 2.52015
2520.53 2.79627
2520.58 3.09049
2520.63 3.40214
2520.68 3.73024
2520.72 4.07351
2520.77 4.43032
2520.82 4.79873
2520.88 5.25446
2520.94 5.71120
2521.06 6.63830
2521.17 7.53430
2521.23 7.95150
2521.29 8.34249
2521.35 8.68941
2521.40 8.99578
2521.46 9.26353
2521.51 9.48857
2521.55 9.62033
2521.59 9.72536
2521.59 9.73978
2521.61 9.78149
2521.65 9.83947
2521.68 9.87969
2521.70 9.89288
2521.71 9.89890
2521.73 9.90219
2521.73 9.90241
2521.73 9.90227
2521.75 9.89892
2521.77 9.89048
2521.79 9.87208
2521.82 9.82721
2521.88 9.70278
2521.93 9.54573
2521.99 9.34660
2522.03 9.16172
2522.07 8.95930
2522.11 8.73094
2522.15 8.48956
2522.22 7.99411
2522.30 7.45379
2522.37 6.88204
2522.45 6.29225
2522.58 5.27990
2522.64 4.78569
2522.70 4.31483
2522.77 3.85724
2522.83 3.42451
2522.90 3.01968
2522.96 2.65048
2522.99 2.47449
2523.02 2.30639
2523.05 2.14622
2523.09 1.99397
2523.15 1.71295
2523.21 1.46618
2523.28 1.24450
2523.34 1.05320
2523.40 0.884239
2523.47 0.740835
2523.53 0.616223
2523.60 0.510605
2523.66 0.421777
2523.72 0.348684
2523.79 0.287053
2523.85 0.237047
2523.91 0.195448
2523.98 0.162125
2524.03 0.137058
2524.09 0.116495
2524.15 0.0996942
2524.21 0.0860170
2524.27 0.0749166
2524.32 0.0659297
2524.38 0.0586673
2524.44 0.0528054
2524.56 0.0442626
2524.67 0.0387062
2524.79 0.0351128
2524.90 0.0328818
2525.02 0.0316541
2525.14 0.0313508
2525.25 0.0320498
2525.37 0.0339725
2525.48 0.0375617
2525.60 0.0433961
2525.71 0.0522515
2525.83 0.0649550
2525.92 0.0788265
2526.01 0.0963708
2526.09 0.114938
2526.17 0.136827
2526.25 0.162573
2526.33 0.192433
2526.41 0.227042
2526.48 0.265575
2526.56 0.308349
2526.64 0.355104
2526.80 0.459293
2526.95 0.570917
2527.11 0.681916
2527.19 0.733912
2527.27 0.781722
2527.36 0.831376
2527.46 0.873239
2527.56 0.901515
2527.64 0.913873
2527.67 0.916213
2527.69 0.916518
2527.69 0.916520
2527.69 0.916519
2527.70 0.916497
2527.70 0.916449
2527.71 0.916278
2527.74 0.914648
2527.75 0.914327
2527.75 0.914069
2527.76 0.913001
2527.77 0.911742
2527.80 0.907173
2527.83 0.901117
2527.89 0.884981
2527.91 0.880513
2527.96 0.860741
2528.02 0.837166
2528.12 0.780044
2528.23 0.712393
2528.34 0.638533
2528.55 0.488010
2528.65 0.415834
2528.76 0.348491
2528.86 0.286957
2528.96 0.233331
2529.07 0.187355
2529.17 0.148923
2529.28 0.117305
2529.38 0.0923884
2529.49 0.0729961
2529.59 0.0582399
2529.69 0.0471677
2529.80 0.0391962
2529.90 0.0335179
2530.01 0.0295610
2530.14 0.0263441
2530.27 0.0244381
2530.40 0.0233424
2530.52 0.0227623
2530.78 0.0223950
2531.04 0.0224952
2532.08 0.0241666
2532.34 0.0250001
2532.60 0.0265075
2532.73 0.0277952
2532.85 0.0296815
2532.98 0.0324620
2533.11 0.0365149
2533.24 0.0423625
2533.37 0.0504642
2533.50 0.0615389
2533.63 0.0759761
2533.76 0.0944439
2533.89 0.116867
2534.02 0.143235
2534.15 0.172971
2534.52 0.266346
2534.71 0.306419
2534.80 0.322087
2534.90 0.333725
2534.97 0.339768
2535.04 0.342964
2535.07 0.343540
2535.08 0.343635
2535.11 0.343522
2535.11 0.343485
2535.11 0.343457
2535.12 0.343411
2535.12 0.343360
2535.12 0.343264
2535.13 0.343004
2535.15 0.342678
2535.17 0.341827
2535.20 0.340123
2535.24 0.336978
2535.38 0.321129
2535.51 0.297502
2535.65 0.268239
2535.78 0.236030
2535.95 0.193605
2536.13 0.154151
2536.24 0.131242
2536.35 0.111519
2536.47 0.0948044
2536.58 0.0813334
2536.70 0.0706396
2536.81 0.0625775
2536.92 0.0566579
2537.03 0.0524897
2537.15 0.0496866
2537.26 0.0479720
2537.49 0.0466933
2537.94 0.0483191
2538.39 0.0518534
2538.85 0.0561537
2539.30 0.0611573
2539.75 0.0669843
2540.12 0.0724316
2540.49 0.0786604
2540.85 0.0858246
2541.22 0.0941197
2541.59 0.103799
2541.96 0.115199
2542.32 0.128771
2542.51 0.136540
2542.69 0.145109
2542.86 0.154072
2543.03 0.164040
2543.21 0.175268
2543.38 0.188083
2543.47 0.195392
2543.55 0.203315
2543.64 0.212089
2543.72 0.221911
2543.81 0.233169
2543.90 0.245917
2543.98 0.260654
2544.07 0.277834
2544.17 0.301856
2544.27 0.330672
2544.31 0.344874
2544.32 0.346603
2544.34 0.353326
2544.36 0.360298
2544.42 0.384887
2544.48 0.412514
2544.54 0.440849
2544.59 0.471652
2544.65 0.506236
2544.71 0.543580
2544.76 0.585192
2544.82 0.629753
2544.88 0.678962
2544.93 0.731156
2544.97 0.768755
2545.01 0.808109
2545.05 0.849197
2545.08 0.891986
2545.12 0.936430
2545.16 0.982472
2545.20 1.03004
2545.24 1.07775
2545.27 1.12807
2545.31 1.17964
2545.35 1.23234
2545.39 1.28462
2545.42 1.33918
2545.46 1.39447
2545.50 1.45035
2545.54 1.50520
2545.56 1.54541
2545.59 1.58573
2545.62 1.62610
2545.65 1.66648
2545.67 1.70682
2545.70 1.74707
2545.73 1.78721
2545.75 1.82718
2545.78 1.86695
2545.81 1.90651
2545.83 1.94583
2545.86 1.98488
2545.89 2.02367
2545.92 2.06218
2545.94 2.10042
2545.97 2.13700
2546.00 2.18311
2546.03 2.22753
2546.07 2.27172
2546.10 2.31577
2546.13 2.36390
2546.15 2.38731
2546.15 2.39144
2546.15 2.39282
2546.16 2.39833
2546.16 2.40385
2546.17 2.41490
2546.19 2.43981
2546.22 2.48437
2546.25 2.52802
2546.29 2.58676
2546.33 2.64706
2546.37 2.70940
2546.41 2.77430
2546.46 2.84572
2546.50 2.92125
2546.54 3.00163
2546.59 3.08759
2546.63 3.17989
2546.67 3.27933
2546.72 3.38666
2546.76 3.50266
2546.80 3.62806
2546.84 3.76358
2546.89 3.90989
2546.93 4.06760
2546.97 4.23725
2547.02 4.41930
2547.06 4.61414
2547.10 4.82204
2547.15 5.04846
2547.19 5.28315
2547.23 5.53103
2547.28 5.79187
2547.32 6.06529
2547.36 6.35079
2547.40 6.64770
2547.45 6.95519
2547.53 7.56729
2547.61 8.20596
2547.78 9.52077
2547.86 10.2032
2547.95 10.8600
2548.03 11.4741
2548.12 12.0291
2548.18 12.3994
2548.25 12.7206
2548.31 12.9871
2548.38 13.1940
2548.45 13.3493
2548.52 13.4231
2548.56 13.4298
2548.59 13.4162
2548.64 13.3657
2548.69 13.2810
2548.74 13.1592
2548.78 13.0064
2548.85 12.7519
2548.91 12.4496
2548.97 12.0942
2549.03 11.7022
2549.08 11.3665
2549.13 11.0110
2549.23 10.2526
2549.31 9.55891
2549.40 8.84810
2549.57 7.43125
2549.67 6.64002
2549.77 5.89981
2549.82 5.54919
2549.86 5.21293
2549.91 4.89178
2549.96 4.58629
2550.01 4.29107
2550.06 4.01809
2550.11 3.76130
2550.16 3.52054
2550.21 3.29552
2550.26 3.08586
2550.31 2.89105
2550.36 2.71051
2550.39 2.57992
2550.43 2.45720
2550.47 2.34201
2550.51 2.23401
2550.55 2.13283
2550.58 2.03813
2550.62 1.94952
2550.66 1.86666
2550.70 1.78918
2550.74 1.71674
2550.81 1.58558
2550.89 1.47057
2550.96 1.36928
2551.04 1.28399
2551.11 1.20133
2551.19 1.12701
2551.20 1.12069
2551.22 1.09856
2551.22 1.09768
2551.23 1.09594
2551.23 1.09508
2551.23 1.09161
2551.23 1.08902
2551.24 1.08302
2551.26 1.07115
2551.30 1.03742
2551.34 1.00588
2551.40 0.958586
2551.46 0.914528
2551.52 0.871931
2551.59 0.831881
2551.65 0.792885
2551.71 0.756044
2551.84 0.686073
2551.91 0.648808
2551.98 0.613330
2552.12 0.547830
2552.26 0.489789
2552.40 0.439286
2552.55 0.396134
2552.69 0.359850
2552.83 0.329722
2552.97 0.305064
2553.16 0.279348
2553.34 0.259438
2553.52 0.243759
2553.70 0.231255
2553.89 0.221144
2554.07 0.213055
2554.25 0.206625
2554.44 0.201674
2554.77 0.196150
2555.11 0.195063
2555.31 0.196650
2555.51 0.200070
2555.71 0.205562
2555.91 0.213481
2556.11 0.224353
2556.31 0.238990
2556.51 0.258683
2556.71 0.285596
2556.86 0.312698
2557.01 0.348521
2557.08 0.370881
2557.16 0.397066
2557.23 0.427911
2557.31 0.464433
2557.34 0.485489
2557.38 0.507870
2557.42 0.532981
2557.46 0.559709
2557.49 0.589735
2557.53 0.621723
2557.57 0.657681
2557.61 0.696001
2557.64 0.739078
2557.68 0.784973
2557.72 0.836537
2557.76 0.891430
2557.79 0.953033
2557.83 1.01853
2557.85 1.05441
2557.87 1.09191
2557.89 1.13107
2557.91 1.16977
2557.93 1.21926
2557.95 1.27127
2557.97 1.32588
2557.99 1.38320
2558.02 1.44335
2558.04 1.50642
2558.06 1.57253
2558.08 1.64179
2558.10 1.71430
2558.13 1.79018
2558.15 1.86952
2558.17 1.95245
2558.19 2.03907
2558.21 2.12947
2558.24 2.22378
2558.26 2.31752
2558.28 2.41973
2558.30 2.52613
2558.32 2.63680
2558.35 2.75184
2558.37 2.87132
2558.39 2.99533
2558.41 3.12393
2558.43 3.25103
2558.45 3.38879
2558.48 3.53130
2558.50 3.67862
2558.52 3.83077
2558.56 4.14964
2558.61 4.48006
2558.64 4.70516
2558.66 4.93803
2558.69 5.17854
2558.72 5.42656
2558.75 5.66343
2558.77 5.92539
2558.82 6.41998
2558.87 6.92517
2558.92 7.40578
2558.97 7.89948
2559.01 8.40396
2559.06 8.90536
2559.15 9.94308
2559.24 10.9646
2559.36 12.2355
2559.45 13.1457
2559.50 13.5634
2559.54 13.9431
2559.59 14.2982
2559.63 14.6101
2559.68 14.8897
2559.72 15.1269
2559.77 15.3340
2559.82 15.4834
2559.87 15.5694
2559.91 15.6120
2559.93 15.6178
2559.95 15.6119
2559.99 15.5719
2560.03 15.4948
2560.10 15.3034
2560.16 15.0327
2560.21 14.7102
2560.27 14.3326
2560.33 13.8920
2560.38 13.4100
2560.47 12.6199
2560.55 11.7702
2560.60 11.1510
2560.66 10.5280
2560.77 9.25428
2560.89 7.98942
2560.94 7.37861
2561.00 6.79859
2561.06 6.23238
2561.11 5.69363
2561.17 5.18474
2561.23 4.71550
2561.28 4.27021
2561.34 3.86500
2561.40 3.48534
2561.45 3.14410
2561.51 2.82821
2561.57 2.54285
2561.62 2.28652
2561.68 2.06133
2561.74 1.85745
2561.79 1.68019
2561.85 1.52126
2561.91 1.38437
2561.96 1.26270
2562.02 1.15699
2562.08 1.06543
2562.13 0.987617
2562.19 0.919193
2562.25 0.861135
2562.30 0.810032
2562.36 0.766489
2562.42 0.724704
2562.48 0.688445
2562.59 0.637502
2562.69 0.595044
2562.71 0.586996
2562.74 0.576181
2562.74 0.575080
2562.74 0.573982
2562.75 0.571796
2562.77 0.566024
2562.77 0.564593
2562.78 0.562812
2562.79 0.558917
2562.80 0.555405
2562.82 0.548454
2562.86 0.534808
2563.00 0.486506
2563.15 0.439792
2563.30 0.393715
2563.44 0.348852
2563.60 0.303817
2563.75 0.262834
2563.91 0.226958
2564.06 0.196691
2564.22 0.171974
2564.37 0.152310
2564.53 0.136942
2564.68 0.125084
2564.89 0.113121
2565.09 0.104323
2565.30 0.0974863
2565.51 0.0919675
2565.92 0.0832673
2566.33 0.0765807
2566.71 0.0716818
2567.09 0.0677124
2567.47 0.0644807
2567.85 0.0618808
2568.60 0.0582331
2568.98 0.0571958
2569.36 0.0570789
2569.64 0.0582099
2569.91 0.0612883
2570.10 0.0652215
2570.30 0.0709877
2570.49 0.0786821
2570.69 0.0879605
2571.07 0.107924
2571.27 0.115962
2571.46 0.120873
2571.48 0.121126
2571.54 0.121799
2571.57 0.121949
2571.57 0.121972
2571.59 0.122007
2571.60 0.122024
2571.63 0.121995
2571.66 0.121874
2571.68 0.121746
2571.74 0.121063
2571.80 0.120010
2571.92 0.116847
2572.17 0.107467
2572.50 0.0927475
2572.82 0.0809529
2573.15 0.0746916
2573.48 0.0738815
2573.81 0.0783009
2573.97 0.0831926
2574.13 0.0908898
2574.30 0.102871
2574.46 0.120981
2574.62 0.147472
2574.79 0.184394
2574.94 0.230986
2575.10 0.289459
2575.25 0.359030
2575.41 0.436537
2575.56 0.518392
2575.72 0.597335
2575.87 0.667224
2575.95 0.696171
2576.02 0.720250
2576.10 0.739039
2576.18 0.751585
2576.19 0.753200
2576.23 0.756532
2576.25 0.757756
2576.25 0.757799
2576.26 0.757842
2576.26 0.757962
2576.26 0.758037
2576.27 0.758205
2576.28 0.758462
2576.31 0.758519
2576.41 0.751236
2576.52 0.731661
2576.63 0.701819
2576.75 0.663371
2576.86 0.619579
2577.05 0.537645
2577.24 0.460068
2577.34 0.426266
2577.43 0.397042
2577.53 0.372992
2577.62 0.354628
2577.72 0.341709
2577.81 0.334458
2577.91 0.332789
2578.01 0.336590
2578.10 0.345780
2578.20 0.360362
2578.25 0.369711
2578.29 0.380472
2578.34 0.392688
2578.39 0.406116
2578.44 0.421062
2578.48 0.437239
2578.53 0.455042
2578.57 0.474576
2578.62 0.495966
2578.67 0.519353
2578.71 0.544897
2578.76 0.572780
2578.80 0.603205
2578.85 0.636399
2578.90 0.672612
2578.92 0.691938
2578.94 0.712125
2578.97 0.733212
2578.99 0.755242
2579.01 0.778257
2579.03 0.802302
2579.06 0.827424
2579.08 0.853672
2579.10 0.881098
2579.13 0.909754
2579.16 0.955849
2579.20 1.00513
2579.21 1.03178
2579.23 1.05781
2579.25 1.08630
2579.27 1.11412
2579.30 1.16899
2579.33 1.22541
2579.36 1.27732
2579.38 1.33193
2579.41 1.38938
2579.44 1.44750
2579.45 1.48941
2579.47 1.53029
2579.49 1.57500
2579.51 1.61859
2579.52 1.66625
2579.54 1.71271
2579.56 1.76348
2579.58 1.81296
2579.59 1.86701
2579.61 1.91966
2579.65 2.03314
2579.68 2.15372
2579.72 2.28173
2579.75 2.41747
2579.79 2.56126
2579.82 2.71339
2579.86 2.87415
2579.89 3.04381
2579.93 3.22259
2579.96 3.41073
2580.00 3.60839
2580.04 3.86455
2580.05 3.93862
2580.08 4.10317
2580.12 4.36695
2580.16 4.64361
2580.21 5.02236
2580.26 5.42221
2580.31 5.84238
2580.36 6.27309
2580.42 6.72976
2580.47 7.20224
2580.52 7.68829
2580.57 8.18526
2580.68 9.19958
2580.78 10.2171
2580.88 11.2052
2580.99 12.1199
2581.05 12.6250
2581.11 13.0796
2581.16 13.4288
2581.21 13.7387
2581.28 14.0741
2581.35 14.3319
2581.41 14.5047
2581.48 14.5937
2581.53 14.6052
2581.55 14.5952
2581.61 14.5165
2581.67 14.3634
2581.72 14.2070
2581.76 14.0187
2581.81 13.7970
2581.85 13.5437
2581.93 13.0379
2582.00 12.4641
2582.08 11.7581
2582.17 11.0046
2582.24 10.3017
2582.31 9.59152
2582.46 8.15565
2582.53 7.42192
2582.61 6.71403
2582.68 6.03978
2582.76 5.41331
2582.81 5.02694
2582.86 4.66700
2582.90 4.32590
2582.95 4.00393
2583.00 3.70115
2583.05 3.41744
2583.10 3.15252
2583.14 2.90595
2583.18 2.72341
2583.22 2.55169
2583.26 2.39045
2583.30 2.23931
2583.33 2.09786
2583.37 1.96568
2583.41 1.84233
2583.45 1.73031
2583.49 1.62311
2583.52 1.52346
2583.56 1.43089
2583.60 1.34500
2583.64 1.26536
2583.68 1.19157
2583.71 1.12324
2583.75 1.06160
2583.83 0.948701
2583.90 0.852094
2583.98 0.769394
2584.05 0.699367
2584.13 0.638341
2584.21 0.585749
2584.28 0.540250
2584.36 0.501195
2584.43 0.467880
2584.50 0.438864
2584.57 0.412754
2584.65 0.389784
2584.72 0.368907
2584.79 0.350360
2584.94 0.318294
2585.08 0.291407
2585.22 0.268859
2585.37 0.249460
2585.51 0.232842
2585.67 0.217641
2585.82 0.204512
2585.97 0.192956
2586.12 0.182873
2586.27 0.173925
2586.42 0.166067
2586.73 0.152887
2587.02 0.142905
2587.30 0.135006
2587.59 0.128788
2587.88 0.123985
2588.17 0.120394
2588.46 0.117897
2588.75 0.116382
2589.04 0.115782
2589.37 0.116171
2589.70 0.117691
2590.03 0.120363
2590.36 0.124233
2590.69 0.129432
2591.02 0.136087
2591.35 0.144468
2591.68 0.154833
2591.96 0.165340
2592.24 0.177812
2592.51 0.192761
2592.79 0.210648
2593.06 0.232422
2593.34 0.259167
2593.48 0.275078
2593.61 0.292972
2593.75 0.313579
2593.82 0.325036
2593.89 0.337190
2593.95 0.348504
2594.01 0.360601
2594.06 0.373555
2594.12 0.387200
2594.18 0.402091
2594.24 0.417808
2594.30 0.434987
2594.36 0.453143
2594.42 0.473006
2594.47 0.494010
2594.53 0.516993
2594.59 0.541293
2594.65 0.567873
2594.71 0.595962
2594.77 0.626666
2594.80 0.642592
2594.82 0.659091
2594.87 0.688329
2594.92 0.718709
2594.97 0.750912
2595.02 0.785047
2595.06 0.819682
2595.07 0.825124
2595.10 0.846558
2595.12 0.867046
2595.15 0.888171
2595.17 0.909956
2595.20 0.932426
2595.23 0.966034
2595.27 1.00119
2595.31 1.03798
2595.34 1.07651
2595.38 1.11686
2595.40 1.13775
2595.41 1.15914
2595.43 1.18105
2595.45 1.20349
2595.47 1.22647
2595.49 1.25001
2595.51 1.27821
2595.53 1.30722
2595.55 1.33709
2595.57 1.36634
2595.59 1.39794
2595.61 1.42891
2595.63 1.46238
2595.65 1.49520
2595.67 1.53067
2595.69 1.56722
2595.71 1.60489
2595.73 1.64184
2595.75 1.68181
2595.77 1.72103
2595.80 1.76346
2595.82 1.80510
2595.84 1.86110
2595.87 1.91927
2595.88 1.95386
2595.91 2.02294
2595.94 2.09504
2595.97 2.17029
2596.00 2.24881
2596.03 2.32786
2596.06 2.43738
2596.10 2.54972
2596.14 2.66801
2596.17 2.79248
2596.21 2.92337
2596.24 3.06089
2596.28 3.20525
2596.32 3.35664
2596.35 3.51973
2596.39 3.68585
2596.43 3.86436
2596.46 4.04568
2596.50 4.23995
2596.53 4.43667
2596.57 4.64095
2596.61 4.85272
2596.64 5.07805
2596.68 5.30457
2596.72 5.53805
2596.75 5.77820
2596.79 6.03161
2596.82 6.28418
2596.90 6.80521
2596.97 7.35123
2597.04 7.90191
2597.11 8.46615
2597.19 9.02141
2597.33 10.1042
2597.40 10.6074
2597.48 11.0765
2597.55 11.5365
2597.63 11.9319
2597.71 12.2641
2597.79 12.5171
2597.87 12.7013
2597.95 12.7845
2597.99 12.7890
2598.04 12.7610
2598.09 12.6938
2598.15 12.5904
2598.20 12.4510
2598.25 12.2771
2598.33 11.9203
2598.41 11.4901
2598.50 10.9874
2598.58 10.4367
2598.66 9.84535
2598.75 9.22653
2598.83 8.59315
2598.91 7.95736
2599.00 7.33020
2599.08 6.72131
2599.16 6.13872
2599.24 5.59519
2599.30 5.26300
2599.35 4.94687
2599.40 4.64738
2599.46 4.37002
2599.51 4.10423
2599.56 3.85540
2599.61 3.62321
2599.67 3.41113
2599.73 3.18143
2599.79 2.97455
2599.85 2.78536
2599.91 2.61256
2599.97 2.45227
2600.03 2.30834
2600.09 2.17662
2600.15 2.05579
2600.23 1.91463
2600.30 1.78679
2600.31 1.76949
2600.34 1.73400
2600.34 1.72792
2600.34 1.72338
2600.35 1.72037
2600.35 1.71886
2600.35 1.71435
2600.35 1.71135
2600.36 1.70538
2600.36 1.69203
2600.37 1.68908
2600.37 1.67881
2600.38 1.67589
2600.38 1.66571
2600.39 1.65561
2600.40 1.63706
2600.43 1.60067
2600.48 1.52931
2600.54 1.45507
2600.60 1.38556
2600.65 1.31790
2600.71 1.25412
2600.77 1.19171
2600.83 1.13265
2600.94 1.02086
2601.04 0.927719
2601.14 0.841899
2601.24 0.762593
2601.35 0.689961
2601.45 0.623480
2601.55 0.564426
2601.65 0.511946
2601.75 0.465732
2601.84 0.430245
2601.93 0.399190
2602.01 0.371492
2602.10 0.347409
2602.28 0.307464
2602.45 0.276891
2602.62 0.253380
2602.80 0.236087
2602.97 0.224602
2603.15 0.219729
2603.31 0.222479
2603.48 0.234046
2603.64 0.256275
2603.81 0.290101
2603.98 0.336024
2604.14 0.391882
2604.47 0.517679
2604.59 0.560563
2604.71 0.597450
2604.83 0.626624
2604.95 0.645924
2605.03 0.653024
2605.06 0.654483
2605.07 0.654970
2605.07 0.655056
2605.08 0.655110
2605.08 0.655136
2605.08 0.655233
2605.08 0.655319
2605.10 0.655539
2605.11 0.655605
2605.15 0.655217
2605.18 0.654127
2605.21 0.652742
2605.26 0.648577
2605.32 0.642910
2605.43 0.628450
2605.65 0.599174
2605.74 0.592685
2605.83 0.592295
2605.92 0.599857
2606.01 0.616757
2606.10 0.644550
2606.19 0.683278
2606.28 0.733270
2606.37 0.793985
2606.47 0.870960
2606.56 0.955940
2606.75 1.13913
2606.85 1.22945
2606.95 1.31318
2607.04 1.38606
2607.14 1.44420
2607.19 1.46917
2607.25 1.48992
2607.31 1.50214
2607.35 1.50560
2607.37 1.50588
