1.000000000000000056e-01 1.180838749879779881e+00 8.369181062070493837e+00
1.000932063984100312e-01 1.180310134241156828e+00 8.368826490473145086e+00
1.001864996711471084e-01 1.179781775511248965e+00 8.368472068109921835e+00
1.002798798991836465e-01 1.179253673576573291e+00 8.368117794895187700e+00
1.003733471635675778e-01 1.178725828323706759e+00 8.367763670743297411e+00
1.004669015454223435e-01 1.178198239639284051e+00 8.367409695568655437e+00
1.005605431259469773e-01 1.177670907409994250e+00 8.367055869285669800e+00
1.006542719864162022e-01 1.177143831522586170e+00 8.366702191808808919e+00
1.007480882081805834e-01 1.176617011863866580e+00 8.366348663052518120e+00
1.008419918726663894e-01 1.176090448320699089e+00 8.365995282931287136e+00
1.009359830613758280e-01 1.175564140780001487e+00 8.365642051359641229e+00
1.010300618558870878e-01 1.175038089128753072e+00 8.365288968252105661e+00
1.011242283378543938e-01 1.174512293253990203e+00 8.364936033523248327e+00
1.012184825890080353e-01 1.173986753042803199e+00 8.364583247087633566e+00
1.013128246911545322e-01 1.173461468382341666e+00 8.364230608859895000e+00
1.014072547261766211e-01 1.172936439159813604e+00 8.363878118754653812e+00
1.015017727760333804e-01 1.172411665262480751e+00 8.363525776686538293e+00
1.015963789227602443e-01 1.171887146577667238e+00 8.363173582570263775e+00
1.016910732484691549e-01 1.171362882992747600e+00 8.362821536320490523e+00
1.017858558353485349e-01 1.170838874395160323e+00 8.362469637851955184e+00
1.018807267656634818e-01 1.170315120672396292e+00 8.362117887079410394e+00
1.019756861217557264e-01 1.169791621712005236e+00 8.361766283917614118e+00
1.020707339860437296e-01 1.169268377401595949e+00 8.361414828281359846e+00
1.021658704410227936e-01 1.168745387628828292e+00 8.361063520085458833e+00
1.022610955692651313e-01 1.168222652281425411e+00 8.360712359244748981e+00
1.023564094534198804e-01 1.167700171247163077e+00 8.360361345674085953e+00
1.024518121762132278e-01 1.167177944413878565e+00 8.360010479288364493e+00
1.025473038204484932e-01 1.166655971669459113e+00 8.359659760002477569e+00
1.026428844690061154e-01 1.166134252901858570e+00 8.359309187731355451e+00
1.027385542048438460e-01 1.165612787999079636e+00 8.358958762389949726e+00
1.028343131109967085e-01 1.165091576849183630e+00 8.358608483893229746e+00
1.029301612705771640e-01 1.164570619340292934e+00 8.358258352156193283e+00
1.030260987667750705e-01 1.164049915360580334e+00 8.357908367093864754e+00
1.031221256828579458e-01 1.163529464798278790e+00 8.357558528621284566e+00
1.032182421021708013e-01 1.163009267541680547e+00 8.357208836653507333e+00
1.033144481081363780e-01 1.162489323479130476e+00 8.356859291105624976e+00
1.034107437842551741e-01 1.161969632499031624e+00 8.356509891892747177e+00
1.035071292141055005e-01 1.161450194489844101e+00 8.356160638930006712e+00
1.036036044813435780e-01 1.160931009340084641e+00 8.355811532132559449e+00
1.037001696697036068e-01 1.160412076938326820e+00 8.355462571415571915e+00
1.037968248629978218e-01 1.159893397173199725e+00 8.355113756694258598e+00
1.038935701451165899e-01 1.159374969933391508e+00 8.354765087883830432e+00
1.039904056000284516e-01 1.158856795107643833e+00 8.354416564899535658e+00
1.040873313117802179e-01 1.158338872584757206e+00 8.354068187656638500e+00
1.041843473644970125e-01 1.157821202253590087e+00 8.353719956070424502e+00
1.042814538423824516e-01 1.157303784003050895e+00 8.353371870056211179e+00
1.043786508297185611e-01 1.156786617722114885e+00 8.353023929529332037e+00
1.044759384108659150e-01 1.156269703299804386e+00 8.352676134405127684e+00
1.045733166702637607e-01 1.155753040625203232e+00 8.352328484598999125e+00
1.046707856924300323e-01 1.155236629587451214e+00 8.351980980026333157e+00
1.047683455619614207e-01 1.154720470075742522e+00 8.351633620602552099e+00
1.048659963635334980e-01 1.154204561979328858e+00 8.351286406243096039e+00
1.049637381819007453e-01 1.153688905187520541e+00 8.350939336863447693e+00
1.050615711018966225e-01 1.153173499589682294e+00 8.350592412379077345e+00
1.051594952084336926e-01 1.152658345075234125e+00 8.350245632705505017e+00
1.052575105865036359e-01 1.152143441533652890e+00 8.349898997758264940e+00
1.053556173211773750e-01 1.151628788854474505e+00 8.349552507452905559e+00
1.054538154976050607e-01 1.151114386927289290e+00 8.349206161705010842e+00
1.055521052010163358e-01 1.150600235641741298e+00 8.348859960430162985e+00
1.056504865167201684e-01 1.150086334887536754e+00 8.348513903544008130e+00
1.057489595301050744e-01 1.149572684554432067e+00 8.348167990962163998e+00
1.058475243266391586e-01 1.149059284532243597e+00 8.347822222600312259e+00
1.059461809918701980e-01 1.148546134710842104e+00 8.347476598374136358e+00
1.060449296114256978e-01 1.148033234980156303e+00 8.347131118199328625e+00
1.061437702710129605e-01 1.147520585230169088e+00 8.346785781991643560e+00
1.062427030564191827e-01 1.147008185350920861e+00 8.346440589666803689e+00
1.063417280535115250e-01 1.146496035232508648e+00 8.346095541140609697e+00
1.064408453482371952e-01 1.145984134765082763e+00 8.345750636328835625e+00
1.065400550266234758e-01 1.145472483838852362e+00 8.345405875147308805e+00
1.066393571747778213e-01 1.144961082344083447e+00 8.345061257511867225e+00
1.067387518788880385e-01 1.144449930171095087e+00 8.344716783338368415e+00
1.068382392252221619e-01 1.143939027210263193e+00 8.344372452542691221e+00
1.069378193001286892e-01 1.143428373352020300e+00 8.344028265040734027e+00
1.070374921900365678e-01 1.142917968486856006e+00 8.343684220748434299e+00
1.071372579814553055e-01 1.142407812505312759e+00 8.343340319581727726e+00
1.072371167609750819e-01 1.141897905297993177e+00 8.342996561456592630e+00
1.073370686152667480e-01 1.141388246755550950e+00 8.342652946288994897e+00
1.074371136310819375e-01 1.140878836768701055e+00 8.342309473994971469e+00
1.075372518952531636e-01 1.140369675228209534e+00 8.341966144490536195e+00
1.076374834946938475e-01 1.139860762024900165e+00 8.341622957691750884e+00
1.077378085163984422e-01 1.139352097049654233e+00 8.341279913514680899e+00
1.078382270474424615e-01 1.138843680193406316e+00 8.340937011875432461e+00
1.079387391749826175e-01 1.138335511347147166e+00 8.340594252690102905e+00
1.080393449862567801e-01 1.137827590401924827e+00 8.340251635874857072e+00
1.081400445685842537e-01 1.137319917248842405e+00 8.339909161345840261e+00
1.082408380093656391e-01 1.136812491779056966e+00 8.339566829019235072e+00
1.083417253960829996e-01 1.136305313883783530e+00 8.339224638811229440e+00
1.084427068162999719e-01 1.135798383454291960e+00 8.338882590638057479e+00
1.085437823576617805e-01 1.135291700381908742e+00 8.338540684415974624e+00
1.086449521078953762e-01 1.134785264558014539e+00 8.338198920061220321e+00
1.087462161548094497e-01 1.134279075874045972e+00 8.337857297490087305e+00
1.088475745862945293e-01 1.133773134221495393e+00 8.337515816618902065e+00
1.089490274903230915e-01 1.133267439491911555e+00 8.337174477363971548e+00
1.090505749549495751e-01 1.132761991576898275e+00 8.336833279641654215e+00
1.091522170683104781e-01 1.132256790368114885e+00 8.336492223368310306e+00
1.092539539186245523e-01 1.131751835757275337e+00 8.336151308460324927e+00
1.093557855941926504e-01 1.131247127636149319e+00 8.335810534834136476e+00
1.094577121833979899e-01 1.130742665896566690e+00 8.335469902406151377e+00
1.095597337747061528e-01 1.130238450430402830e+00 8.335129411092836449e+00
1.096618504566651692e-01 1.129734481129598178e+00 8.334789060810658512e+00
1.097640623179056141e-01 1.129230757886143577e+00 8.334448851476109255e+00
1.098663694471406771e-01 1.128727280592086046e+00 8.334108783005703458e+00
1.099687719331662039e-01 1.128224049139531227e+00 8.333768855315989654e+00
1.100712698648608490e-01 1.127721063420632719e+00 8.333429068323505717e+00
1.101738633311860754e-01 1.127218323327608074e+00 8.333089421944846364e+00
1.102765524211862525e-01 1.126715828752725246e+00 8.332749916096592102e+00
1.103793372239887938e-01 1.126213579588308145e+00 8.332410550695369622e+00
1.104822178288041301e-01 1.125711575726735303e+00 8.332071325657819827e+00
1.105851943249258479e-01 1.125209817060442985e+00 8.331732240900601383e+00
1.106882668017308419e-01 1.124708303481920746e+00 8.331393296340383614e+00
1.107914353486792181e-01 1.124207034883713652e+00 8.331054491893876701e+00
1.108947000553145018e-01 1.123706011158421614e+00 8.330715827477803259e+00
1.109980610112636656e-01 1.123205232198701831e+00 8.330377303008891232e+00
1.111015183062372264e-01 1.122704697897263459e+00 8.330038918403918302e+00
1.112050720300293283e-01 1.122204408146873167e+00 8.329700673579653269e+00
1.113087222725177988e-01 1.121704362840351576e+00 8.329362568452895133e+00
1.114124691236642317e-01 1.121204561870576377e+00 8.329024602940483746e+00
