1.000000000000000082e-05 8.000965999999999667e+02
1.779999999999999898e-05 6.020149000000000115e+02
2.500000000000000120e-05 5.096653999999999769e+02
3.499999999999999693e-05 4.327615999999999872e+02
5.000000000000000240e-05 3.645221999999999980e+02
6.999999999999999387e-05 3.109599000000000046e+02
1.000000000000000048e-04 2.636696999999999775e+02
1.259999999999999998e-04 2.376565999999999974e+02
1.600000000000000131e-04 2.144036999999999864e+02
2.000000000000000096e-04 1.949473000000000127e+02
2.530000000000000239e-04 1.771733000000000118e+02
2.970000000000000092e-04 1.662066000000000088e+02
3.499999999999999964e-04 1.560819999999999936e+02
4.200000000000000174e-04 1.459625000000000057e+02
5.060000000000000478e-04 1.368369000000000142e+02
6.149999999999999868e-04 1.283552999999999997e+02
7.500000000000000156e-04 1.207556000000000012e+02
8.700000000000000051e-04 1.159184999999999945e+02
1.012000000000000096e-03 1.112433999999999941e+02
1.229999999999999974e-03 1.061020000000000039e+02
1.500000000000000031e-03 1.013562000000000012e+02
1.799999999999999951e-03 9.749541999999999575e+01
2.030000000000000120e-03 9.518039000000000271e+01
2.276999999999999944e-03 9.311617999999999995e+01
2.599999999999999881e-03 9.079516999999999882e+01
3.000000000000000062e-03 8.844234000000000151e+01
3.500000000000000073e-03 8.613777000000000328e+01
4.048000000000000383e-03 8.414142999999999972e+01
4.499999999999999660e-03 8.274246999999999730e+01
5.000000000000000104e-03 8.148502999999999474e+01
5.599999999999999943e-03 7.974142000000000507e+01
6.324999999999999893e-03 7.802223999999999648e+01
7.199999999999999803e-03 7.632796000000000447e+01
8.099999999999999561e-03 7.453979999999999961e+01
9.107999999999999777e-03 7.275977000000000317e+01
1.000000000000000021e-02 7.120319000000000642e+01
1.063000000000000056e-02 7.038921000000000561e+01
1.149999999999999981e-02 6.914709999999999468e+01
1.239700000000000003e-02 6.792524000000000228e+01
1.329999999999999932e-02 6.662234999999999729e+01
1.417000000000000030e-02 6.558098999999999990e+01
1.499999999999999944e-02 6.468740999999999985e+01
1.619200000000000153e-02 6.327174999999999727e+01
1.820000000000000090e-02 6.108903999999999712e+01
1.990000000000000102e-02 5.944313999999999965e+01
2.049300000000000080e-02 5.890845999999999805e+01
2.149999999999999828e-02 5.801409999999999911e+01
2.280000000000000082e-02 5.685531999999999897e+01
2.529999999999999957e-02 5.476951999999999998e+01
2.800000000000000058e-02 5.281132999999999811e+01
3.061300000000000132e-02 5.096714000000000055e+01
3.379999999999999671e-02 4.911037000000000319e+01
3.649999999999999772e-02 4.759816000000000003e+01
3.950000000000000039e-02 4.595349000000000217e+01
4.275700000000000334e-02 4.463257000000000119e+01
4.649999999999999967e-02 4.314240000000000208e+01
5.000000000000000278e-02 4.183610999999999791e+01
5.692500000000000338e-02 3.988653000000000048e+01
6.250000000000000000e-02 3.866320000000000334e+01
6.900000000000000577e-02 3.748658999999999963e+01
7.499999999999999722e-02 3.648335999999999757e+01
8.197200000000000319e-02 3.566807000000000016e+01
8.999999999999999667e-02 3.477586000000000155e+01
9.600000000000000200e-02 3.413494000000000028e+01
1.034999999999999948e-01 3.344422999999999746e+01
1.115730000000000055e-01 3.269424000000000063e+01
1.199999999999999956e-01 3.207225999999999999e+01
1.280000000000000027e-01 3.149654999999999916e+01
1.355000000000000093e-01 3.100198999999999927e+01
1.457279999999999964e-01 3.038284000000000162e+01
1.600000000000000033e-01 2.962540999999999869e+01
1.719999999999999862e-01 2.907572000000000045e+01
1.844369999999999898e-01 2.855787000000000120e+01
2.000000000000000111e-01 2.793437000000000126e+01
2.277000000000000135e-01 2.721505000000000152e+01
2.510392000000000179e-01 2.663194999999999979e+01
2.705304000000000042e-01 2.619575000000000031e+01
2.907501000000000113e-01 2.578162000000000020e+01
3.011331999999999898e-01 2.557403000000000048e+01
3.206420999999999855e-01 2.519296999999999898e+01
3.576812999999999798e-01 2.460837000000000074e+01
3.900000000000000133e-01 2.414517000000000024e+01
4.170350999999999919e-01 2.380105999999999966e+01
4.500000000000000111e-01 2.349353999999999942e+01
5.032575000000000243e-01 2.311376999999999882e+01
5.600000000000000533e-01 2.282364000000000104e+01
6.250000000000000000e-01 2.261564999999999870e+01
6.999999999999999556e-01 2.239903999999999940e+01
